date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
04/16/2017,TOR,BAL,4,11,-106,-102
04/16/2017,CIN,MIL,2,4,-113,+104
04/16/2017,MIA,NYM,4,2,-102,-106
04/16/2017,CLE,DET,1,4,-210,+192
04/16/2017,ATL,SD,9,2,-124,+115
04/16/2017,WSH,PHI,6,4,-172,+158
04/16/2017,BOS,TB,7,5,-173,+159
04/16/2017,KC,LAA,1,0,-110,+102
04/16/2017,CHC,PIT,1,6,-163,+150
04/16/2017,SF,COL,3,4,-130,+120
04/16/2017,SEA,TEX,8,7,-102,-106
04/16/2017,MIN,CWS,1,3,-150,+138
04/16/2017,LAD,ARI,1,3,-190,+174
04/16/2017,NYY,STL,9,3,-140,+129
