date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
04/21/2017,PHI,ATL,4,3,-102,-106
04/21/2017,BAL,BOS,2,0,-108,+100
04/21/2017,PIT,NYY,6,3,-105,-103
04/21/2017,NYM,WSH,3,4,-123,+114
04/21/2017,CIN,CHC,5,6,+154,-167
04/21/2017,TB,HOU,3,6,+104,-113
04/21/2017,TEX,KC,6,2,-137,+126
04/21/2017,CWS,CLE,0,3,+150,-163
04/21/2017,MIL,STL,3,6,-103,-105
04/21/2017,MIN,DET,6,3,+125,-135
04/21/2017,COL,SF,6,5,+111,-120
04/21/2017,ARI,LAD,13,5,+129,-140
04/21/2017,OAK,SEA,3,1,-119,+110
04/21/2017,LAA,TOR,7,8,-140,+129
04/21/2017,SD,MIA,5,3,-109,+101
