date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
04/22/2017,CIN,CHC,8,12,+156,-170
04/22/2017,MIN,DET,4,5,-117,+108
04/22/2017,NYM,WSH,1,3,-110,+102
04/22/2017,PIT,NYY,5,11,+106,-115
04/22/2017,OAK,SEA,4,3,-121,+112
04/22/2017,TB,HOU,6,3,+107,-116
04/22/2017,PHI,ATL,4,3,-112,+104
04/22/2017,BAL,BOS,4,2,-113,+104
04/22/2017,MIL,STL,1,4,-108,+100
04/22/2017,CWS,CLE,0,7,+210,-230
04/22/2017,TEX,KC,2,1,+105,-114
04/22/2017,ARI,LAD,11,5,+105,-114
04/22/2017,COL,SF,12,3,+104,-113
04/22/2017,SD,MIA,3,6,+114,-123
04/22/2017,LAA,TOR,5,4,-150,+138
