date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
04/14/2017,CHC,PIT,2,4,-172,+158
04/14/2017,WSH,PHI,3,2,-177,+163
04/14/2017,NYY,STL,4,3,-128,+118
04/14/2017,TOR,BAL,4,6,-134,+124
04/14/2017,CLE,DET,6,7,-153,+141
04/14/2017,MIA,NYM,3,2,+143,-155
04/14/2017,CIN,MIL,4,10,-110,+102
04/14/2017,BOS,TB,5,10,-126,+116
04/14/2017,ATL,SD,5,2,-138,+127
04/14/2017,MIN,CWS,1,2,-155,+143
04/14/2017,KC,LAA,7,1,-130,+120
04/14/2017,OAK,HOU,2,7,+110,-119
04/14/2017,SEA,TEX,2,1,-135,+125
04/14/2017,LAD,ARI,7,1,-250,+228
04/14/2017,SF,COL,8,2,-142,+131
