date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
04/19/2017,STL,PIT,2,1,-125,+115
04/19/2017,CHC,MIL,7,4,-199,+182
04/19/2017,OAK,TEX,9,1,-118,+109
04/19/2017,SEA,MIA,10,5,-142,+131
04/19/2017,NYY,CWS,9,1,-231,+211
04/19/2017,TOR,BOS,3,0,+102,-110
04/19/2017,TB,DET,8,7,-185,+170
04/19/2017,NYM,PHI,5,4,-136,+126
04/19/2017,CIN,BAL,0,2,-108,+100
04/19/2017,ATL,WSH,4,14,+102,-110
04/19/2017,HOU,LAA,5,1,-170,+156
04/19/2017,KC,SF,2,0,+115,-125
04/19/2017,SD,ARI,1,0,+121,-131
04/19/2017,LAD,COL,4,2,-240,+219
