date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
04/15/2017,WSH,PHI,2,4,-155,+143
04/15/2017,NYY,STL,3,2,+126,-137
04/15/2017,TOR,BAL,2,1,-129,+119
04/15/2017,CIN,MIL,7,5,-106,-102
04/15/2017,MIN,CWS,6,0,-116,+107
04/15/2017,CHC,PIT,7,8,-248,+226
04/15/2017,BOS,TB,2,1,-215,+197
04/15/2017,SF,COL,0,5,-125,+115
04/15/2017,OAK,HOU,6,10,+141,-153
04/15/2017,CLE,DET,13,6,-162,+149
04/15/2017,MIA,NYM,5,4,+111,-120
04/15/2017,ATL,SD,4,2,-100,-108
04/15/2017,KC,LAA,3,2,+111,-120
04/15/2017,LAD,ARI,8,4,-172,+158
04/15/2017,SEA,TEX,5,0,-175,+161
