date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
04/18/2017,NYY,CWS,1,4,-184,+169
04/18/2017,TOR,BOS,7,8,-175,+161
04/18/2017,NYM,PHI,2,6,-193,+177
04/18/2017,TB,DET,5,1,-110,+102
04/18/2017,CIN,BAL,9,3,+141,-153
04/18/2017,ATL,WSH,1,3,+159,-173
04/18/2017,CHC,MIL,9,7,-180,+165
04/18/2017,HOU,LAA,2,5,-145,+134
04/18/2017,MIN,CLE,4,11,+110,-119
04/18/2017,STL,PIT,2,1,-138,+127
04/18/2017,KC,SF,1,2,-113,+104
04/18/2017,OAK,TEX,4,2,+128,-139
04/18/2017,LAD,COL,3,4,-167,+154
04/18/2017,SD,ARI,2,11,+114,-123
04/18/2017,SEA,MIA,0,5,+105,-114
