date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
04/28/2017,NYY,BAL,14,11,-106,-102
04/28/2017,WSH,NYM,5,7,-135,+125
04/28/2017,TOR,TB,4,7,-128,+118
04/28/2017,MIA,PIT,2,12,-123,+114
04/28/2017,BOS,CHC,5,4,-106,-102
04/28/2017,DET,CWS,3,7,-128,+118
04/28/2017,CLE,SEA,1,3,-192,+176
04/28/2017,TEX,LAA,3,6,+107,-116
04/28/2017,HOU,OAK,9,4,-167,+154
04/28/2017,MIL,ATL,8,10,-134,+124
04/28/2017,STL,CIN,7,5,-136,+126
04/28/2017,KC,MIN,4,6,-131,+121
04/28/2017,ARI,COL,1,3,-164,+151
04/28/2017,LAD,PHI,5,3,-180,+165
04/28/2017,SF,SD,4,3,-137,+126
