date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/18/2017,BAL,TEX,12,1,-122,+113
07/18/2017,PIT,MIL,4,3,-155,+143
07/18/2017,NYM,STL,0,5,+104,-113
07/18/2017,BOS,TOR,5,4,+125,-135
07/18/2017,MIA,PHI,2,5,-129,+119
07/18/2017,CIN,ARI,2,11,+145,-157
07/18/2017,ATL,CHC,1,5,+123,-133
07/18/2017,MIN,NYY,3,6,+112,-121
07/18/2017,CWS,LAD,0,1,+292,-325
07/18/2017,HOU,SEA,6,2,-170,+156
07/18/2017,KC,DET,3,9,+100,-108
07/18/2017,COL,SD,9,7,-132,+122
07/18/2017,OAK,TB,3,4,-103,-105
07/18/2017,LAA,WSH,3,4,-143,+132
07/18/2017,SF,CLE,2,1,+129,-140
