date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/02/2017,TOR,BOS,1,15,-118,+109
07/02/2017,DET,CLE,8,11,+120,-130
07/02/2017,NYM,PHI,1,7,-141,+130
07/02/2017,CIN,CHC,2,6,+142,-154
07/02/2017,BAL,TB,7,1,-134,+124
07/02/2017,PIT,SF,3,5,+152,-165
07/02/2017,CWS,TEX,6,5,-114,+105
07/02/2017,MIL,MIA,3,10,+128,-139
07/02/2017,HOU,NYY,8,1,+101,-109
07/02/2017,KC,MIN,6,2,-126,+116
07/02/2017,LAA,SEA,3,5,+144,-156
07/02/2017,OAK,ATL,3,4,-180,+165
07/02/2017,ARI,COL,4,3,-113,+104
07/02/2017,SD,LAD,5,3,+201,-220
07/02/2017,STL,WSH,2,7,+140,-152
