date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/26/2017,TB,BAL,5,1,-151,+139
07/26/2017,NYY,CIN,9,5,-233,+213
07/26/2017,SEA,BOS,0,4,+187,-204
07/26/2017,ARI,ATL,10,3,-205,+188
07/26/2017,SF,PIT,2,1,-150,+138
07/26/2017,PHI,HOU,9,0,-111,+103
07/26/2017,WSH,MIL,8,5,-122,+113
07/26/2017,TOR,OAK,3,2,-154,+142
07/26/2017,DET,KC,2,16,-108,+100
07/26/2017,CLE,LAA,10,4,-221,+202
07/26/2017,TEX,MIA,10,22,-232,+212
07/26/2017,CWS,CHC,3,8,+241,-265
07/26/2017,STL,COL,10,5,-185,+170
07/26/2017,LAD,MIN,6,5,-235,+214
07/26/2017,SD,NYM,6,3,-120,+111
