date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/23/2017,CIN,MIA,6,3,-139,+128
07/23/2017,TB,TEX,5,6,-120,+111
07/23/2017,CLE,TOR,8,1,-190,+174
07/23/2017,NYM,OAK,2,3,-143,+132
07/23/2017,BAL,HOU,9,7,+116,-126
07/23/2017,PHI,MIL,6,3,-108,-100
07/23/2017,MIN,DET,6,9,-110,+102
07/23/2017,KC,CWS,5,4,-129,+119
07/23/2017,COL,PIT,13,3,-111,+103
07/23/2017,LAA,BOS,3,2,+109,-118
07/23/2017,SF,SD,2,5,-104,-104
07/23/2017,ARI,WSH,2,6,+108,-117
07/23/2017,SEA,NYY,4,6,+104,-112
07/23/2017,LAD,ATL,5,4,-418,+360
07/23/2017,CHC,STL,5,3,-161,+148
