date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/05/2017,NYY,TOR,6,7,-177,+163
07/05/2017,CHC,TB,7,3,-177,+163
07/05/2017,OAK,CWS,7,4,-185,+170
07/05/2017,PHI,PIT,2,5,+143,-155
07/05/2017,MIL,BAL,4,0,-137,+126
07/05/2017,DET,SF,4,5,-192,+176
07/05/2017,CLE,SD,2,6,-242,+221
07/05/2017,ATL,HOU,4,10,-101,-107
07/05/2017,TEX,BOS,8,2,+104,-113
07/05/2017,MIN,LAA,1,2,-155,+143
07/05/2017,STL,MIA,6,9,-133,+123
07/05/2017,COL,CIN,5,3,-145,+134
07/05/2017,LAD,ARI,1,0,-235,+214
07/05/2017,SEA,KC,6,9,-130,+120
