date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/28/2017,PHI,ATL,10,3,+133,-144
07/28/2017,NYY,TB,6,1,-196,+180
07/28/2017,TOR,LAA,2,7,-150,+138
07/28/2017,MIA,CIN,7,4,-118,+109
07/28/2017,DET,HOU,5,6,+140,-152
07/28/2017,BOS,KC,2,4,-158,+146
07/28/2017,TEX,BAL,8,2,-133,+123
07/28/2017,MIL,CHC,2,1,+128,-139
07/28/2017,CWS,CLE,3,9,+230,-253
07/28/2017,STL,ARI,1,0,-133,+123
07/28/2017,OAK,MIN,3,6,-105,-103
07/28/2017,LAD,SF,6,4,-298,+269
07/28/2017,SEA,NYM,5,7,-161,+148
07/28/2017,SD,PIT,3,2,+151,-164
