date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/08/2017,NYY,MIL,5,3,-188,+173
07/08/2017,TOR,HOU,7,2,-141,+130
07/08/2017,MIN,BAL,1,5,-106,-102
07/08/2017,WSH,ATL,0,13,-230,+210
07/08/2017,PHI,SD,1,2,-150,+138
07/08/2017,STL,NYM,4,1,-124,+115
07/08/2017,TB,BOS,1,0,+105,-114
07/08/2017,CLE,DET,4,0,-145,+134
07/08/2017,LAD,KC,5,4,-172,+158
07/08/2017,CHC,PIT,2,4,-190,+174
07/08/2017,TEX,LAA,5,2,-145,+134
07/08/2017,COL,CWS,4,5,-140,+129
07/08/2017,SF,MIA,4,5,-154,+142
07/08/2017,SEA,OAK,3,4,-168,+155
07/08/2017,ARI,CIN,0,7,-164,+151
