date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/07/2017,CHC,PIT,6,1,-154,+142
07/07/2017,PHI,SD,3,4,-117,+108
07/07/2017,NYY,MIL,4,9,-215,+197
07/07/2017,WSH,ATL,5,4,-255,+232
07/07/2017,TOR,HOU,2,12,-111,+103
07/07/2017,CLE,DET,11,2,-238,+217
07/07/2017,TB,BOS,3,8,+121,-131
07/07/2017,TEX,LAA,10,0,-138,+127
07/07/2017,MIN,BAL,9,6,+108,-117
07/07/2017,STL,NYM,5,6,-106,-102
07/07/2017,COL,CWS,12,4,-165,+152
07/07/2017,ARI,CIN,6,3,-195,+179
07/07/2017,LAD,KC,4,1,-190,+174
07/07/2017,SEA,OAK,7,2,-163,+150
07/07/2017,SF,MIA,1,6,-102,-106
