date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/15/2017,BOS,NYY,1,4,-165,+152
07/15/2017,DET,TOR,11,1,-141,+130
07/15/2017,BAL,CHC,3,10,+120,-130
07/15/2017,PIT,STL,0,4,-120,+111
07/15/2017,CIN,WSH,7,10,+130,-141
07/15/2017,MIA,LAD,1,7,+186,-203
07/15/2017,NYM,COL,9,3,-115,+106
07/15/2017,HOU,MIN,2,4,-165,+152
07/15/2017,MIL,PHI,3,2,-153,+141
07/15/2017,ATL,ARI,8,5,+126,-136
07/15/2017,CWS,SEA,3,4,+123,-133
07/15/2017,KC,TEX,0,1,-121,+112
07/15/2017,SD,SF,5,3,+126,-137
07/15/2017,OAK,CLE,5,3,+201,-220
07/15/2017,LAA,TB,3,6,-129,+119
