date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/14/2017,PIT,STL,5,2,-129,+119
07/14/2017,BAL,CHC,8,9,-113,+104
07/14/2017,NYM,COL,14,2,-170,+156
07/14/2017,CIN,WSH,0,5,+104,-113
07/14/2017,BOS,NYY,5,4,-135,+125
07/14/2017,MIA,LAD,4,6,+102,-110
07/14/2017,DET,TOR,2,7,-114,+105
07/14/2017,ATL,ARI,4,3,-110,+102
07/14/2017,MIL,PHI,9,6,-162,+149
07/14/2017,CWS,SEA,2,4,+175,-191
07/14/2017,HOU,MIN,10,5,-165,+152
07/14/2017,KC,TEX,3,5,-127,+117
07/14/2017,OAK,CLE,5,0,+129,-140
07/14/2017,LAA,TB,1,2,-126,+116
07/14/2017,SD,SF,4,5,+105,-114
