date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/09/2017,NYY,MIL,3,5,-162,+149
07/09/2017,TOR,HOU,1,19,+106,-115
07/09/2017,TB,BOS,5,3,-103,-105
07/09/2017,CHC,PIT,3,14,-154,+142
07/09/2017,PHI,SD,7,1,+104,-112
07/09/2017,WSH,ATL,10,5,-133,+123
07/09/2017,MIN,BAL,5,11,-118,+109
07/09/2017,STL,NYM,6,0,-130,+120
07/09/2017,TEX,LAA,0,3,-205,+188
07/09/2017,COL,CWS,10,0,-116,+107
07/09/2017,SF,MIA,8,10,-116,+107
07/09/2017,LAD,KC,5,2,-300,+271
07/09/2017,ARI,CIN,1,2,-153,+141
07/09/2017,SEA,OAK,4,0,-162,+149
07/09/2017,CLE,DET,3,5,-205,+188
