date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/22/2017,SF,SD,5,4,-115,+106
07/22/2017,CHC,STL,3,2,-150,+138
07/22/2017,PHI,MIL,8,9,+113,-122
07/22/2017,BAL,HOU,4,8,+109,-118
07/22/2017,TB,TEX,3,4,-180,+165
07/22/2017,CLE,TOR,2,1,-115,+106
07/22/2017,CIN,MIA,4,5,-113,+104
07/22/2017,NYM,OAK,6,5,-119,+110
07/22/2017,MIN,DET,6,5,-120,+111
07/22/2017,KC,CWS,7,2,-167,+154
07/22/2017,COL,PIT,7,3,-110,+102
07/22/2017,ARI,WSH,3,4,+107,-116
07/22/2017,LAA,BOS,7,3,+113,-122
07/22/2017,SEA,NYY,6,5,+124,-134
07/22/2017,LAD,ATL,6,2,-245,+223
