date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/21/2017,CHC,STL,4,11,-145,+134
07/21/2017,PHI,MIL,6,1,-145,+134
07/21/2017,BAL,HOU,7,8,+117,-127
07/21/2017,CLE,TOR,13,3,-143,+132
07/21/2017,CIN,MIA,1,3,-131,+121
07/21/2017,TB,TEX,3,4,+115,-125
07/21/2017,NYM,OAK,7,5,-153,+141
07/21/2017,MIN,DET,3,6,-125,+115
07/21/2017,KC,CWS,7,6,-174,+160
07/21/2017,COL,PIT,5,13,-120,+111
07/21/2017,ARI,WSH,6,5,+133,-144
07/21/2017,LAA,BOS,2,6,+188,-205
07/21/2017,SEA,NYY,1,5,-100,-108
07/21/2017,LAD,ATL,3,12,-273,+248
07/21/2017,SF,SD,9,12,-170,+156
