date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
07/29/2017,NYY,TB,5,4,-157,+145
07/29/2017,TOR,LAA,5,6,-115,+106
07/29/2017,LAD,SF,2,1,-305,+275
07/29/2017,SEA,NYM,3,2,+114,-123
07/29/2017,DET,HOU,5,3,+104,-113
07/29/2017,PHI,ATL,4,3,-106,-102
07/29/2017,WSH,COL,2,4,-142,+131
07/29/2017,CWS,CLE,4,5,+274,-304
07/29/2017,MIL,CHC,1,2,+163,-177
07/29/2017,BOS,KC,9,8,-148,+136
07/29/2017,MIA,CIN,7,3,-135,+125
07/29/2017,STL,ARI,1,7,+103,-111
07/29/2017,TEX,BAL,0,4,+105,-114
07/29/2017,SD,PIT,4,2,+103,-111
07/29/2017,OAK,MIN,5,4,-102,-106
