date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/30/2017,NYY,TOR,2,1,-152,+140
09/30/2017,BOS,HOU,6,3,+100,-108
09/30/2017,SF,SD,2,3,+101,-109
09/30/2017,CHC,CIN,9,0,-214,+196
09/30/2017,STL,MIL,7,6,-130,+120
09/30/2017,TB,BAL,4,3,-209,+191
09/30/2017,WSH,PIT,1,4,-274,+248
09/30/2017,PHI,NYM,4,7,-121,+112
09/30/2017,MIN,DET,2,3,-199,+182
09/30/2017,MIA,ATL,10,2,-121,+112
09/30/2017,CLE,CWS,1,2,-365,+326
09/30/2017,KC,ARI,4,3,-115,+106
09/30/2017,TEX,OAK,8,4,-122,+113
09/30/2017,COL,LAD,3,5,+191,-209
09/30/2017,LAA,SEA,4,6,-115,+106
