date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/16/2017,HOU,SEA,8,6,-194,+178
09/16/2017,WSH,LAD,2,3,+142,-154
09/16/2017,CHC,STL,4,1,-154,+142
09/16/2017,NYY,BAL,9,3,-180,+165
09/16/2017,CLE,KC,8,4,-195,+179
09/16/2017,CIN,PIT,2,1,-149,+137
09/16/2017,DET,CWS,4,10,-104,-104
09/16/2017,TB,BOS,1,3,-129,+119
09/16/2017,PHI,OAK,5,3,+102,-110
09/16/2017,ATL,NYM,3,7,+101,-109
09/16/2017,MIN,TOR,2,7,-121,+112
09/16/2017,MIA,MIL,7,4,+128,-139
09/16/2017,COL,SD,16,0,-204,+187
09/16/2017,SF,ARI,0,2,+127,-138
09/16/2017,LAA,TEX,2,0,-132,+122
