date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/15/2017,CHC,STL,8,2,-121,+112
09/15/2017,WSH,LAD,0,7,+136,-147
09/15/2017,NYY,BAL,8,2,-350,+314
09/15/2017,PHI,OAK,0,4,-124,+115
09/15/2017,CLE,KC,3,4,-204,+187
09/15/2017,DET,CWS,3,2,-116,+107
09/15/2017,TB,BOS,6,13,+191,-209
09/15/2017,CIN,PIT,4,2,-133,+123
09/15/2017,ATL,NYM,3,2,-121,+112
09/15/2017,HOU,SEA,5,2,-125,+115
09/15/2017,MIN,TOR,3,4,+107,-116
09/15/2017,MIA,MIL,2,10,+122,-132
09/15/2017,COL,SD,6,1,-148,+136
09/15/2017,LAA,TEX,7,6,-204,+187
09/15/2017,SF,ARI,2,3,+138,-150
