date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/19/2017,BAL,BOS,0,1,-108,+100
09/19/2017,NYY,MIN,5,2,-155,+143
09/19/2017,PHI,LAD,6,2,+144,-156
09/19/2017,PIT,MIL,0,1,-113,+104
09/19/2017,TOR,KC,5,2,-172,+158
09/19/2017,DET,OAK,8,9,+115,-125
09/19/2017,CIN,STL,7,8,+100,-108
09/19/2017,TB,CHC,1,2,-164,+151
09/19/2017,MIA,NYM,5,4,-128,+118
09/19/2017,ATL,WSH,2,4,+188,-205
09/19/2017,HOU,CWS,3,1,-255,+232
09/19/2017,LAA,CLE,3,6,+101,-109
09/19/2017,SEA,TEX,1,3,-160,+147
09/19/2017,SD,ARI,6,2,+163,-177
09/19/2017,SF,COL,4,3,+101,-109
