date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/05/2017,PIT,CHC,4,3,+156,-170
09/05/2017,BAL,NYY,7,6,-109,+101
09/05/2017,MIA,WSH,1,2,+156,-170
09/05/2017,NYM,PHI,1,9,-201,+184
09/05/2017,TB,MIN,2,1,-140,+129
09/05/2017,CIN,MIL,9,3,+121,-131
09/05/2017,BOS,TOR,3,2,-195,+179
09/05/2017,DET,KC,13,2,+103,-111
09/05/2017,CWS,CLE,4,9,+245,-270
09/05/2017,COL,SF,9,6,-190,+174
09/05/2017,OAK,LAA,7,8,+126,-137
09/05/2017,SD,STL,4,8,+136,-147
09/05/2017,LAD,ARI,1,3,-140,+129
09/05/2017,SEA,HOU,1,3,+134,-145
