date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/09/2017,CLE,BAL,4,2,-171,+157
09/09/2017,TEX,NYY,1,3,+192,-210
09/09/2017,CHC,MIL,2,15,-156,+144
09/09/2017,OAK,HOU,11,1,+134,-145
09/09/2017,TOR,DET,5,4,-132,+122
09/09/2017,WSH,PHI,4,5,-166,+153
09/09/2017,NYM,CIN,6,1,+100,-108
09/09/2017,CWS,SF,13,1,+126,-136
09/09/2017,ATL,MIA,6,5,+102,-110
09/09/2017,BOS,TB,9,0,-270,+245
09/09/2017,KC,MIN,5,2,-105,-103
09/09/2017,STL,PIT,4,3,-186,+171
09/09/2017,ARI,SD,7,8,-181,+166
09/09/2017,OAK,HOU,11,4,+210,-230
09/09/2017,SEA,LAA,8,1,+104,-112
09/09/2017,LAD,COL,5,6,-235,+214
