date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/06/2017,CIN,MIL,7,1,-140,+129
09/06/2017,TB,MIN,6,10,-180,+165
09/06/2017,ATL,TEX,8,12,-103,-105
09/06/2017,OAK,LAA,3,1,+111,-120
09/06/2017,PIT,CHC,0,1,+113,-122
09/06/2017,MIA,WSH,1,8,+104,-113
09/06/2017,DET,KC,2,13,+120,-130
09/06/2017,NYM,PHI,6,3,-100,-108
09/06/2017,BOS,TOR,6,1,-174,+160
09/06/2017,ATL,TEX,5,4,+101,-109
09/06/2017,CWS,CLE,1,5,+228,-250
09/06/2017,COL,SF,3,11,-203,+186
09/06/2017,SEA,HOU,3,5,+136,-148
09/06/2017,LAD,ARI,1,3,-182,+167
09/06/2017,SD,STL,1,3,-135,+125
