date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/22/2017,BAL,TB,3,8,+125,-135
09/22/2017,PIT,STL,3,4,+135,-146
09/22/2017,TOR,NYY,8,1,+160,-174
09/22/2017,NYM,WSH,7,6,-125,+115
09/22/2017,CIN,BOS,4,5,+124,-134
09/22/2017,DET,MIN,3,7,+115,-125
09/22/2017,MIL,CHC,4,5,+104,-113
09/22/2017,ATL,PHI,7,2,-135,+125
09/22/2017,HOU,LAA,3,0,-130,+120
09/22/2017,CWS,KC,7,6,+138,-150
09/22/2017,ARI,MIA,13,11,-223,+204
09/22/2017,OAK,TEX,4,1,-135,+125
09/22/2017,SEA,CLE,3,1,+126,-136
09/22/2017,LAD,SF,4,2,-225,+206
09/22/2017,SD,COL,1,4,+136,-147
