date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/01/2017,DET,CLE,2,3,+210,-230
09/01/2017,CHC,ATL,2,0,-205,+188
09/01/2017,PIT,CIN,3,7,-110,+102
09/01/2017,NYY,BOS,1,4,-175,+161
09/01/2017,BAL,TOR,1,0,-199,+182
09/01/2017,MIA,PHI,1,2,-168,+155
09/01/2017,DET,CLE,0,10,+137,-149
09/01/2017,TEX,LAA,10,9,+132,-143
09/01/2017,MIN,KC,6,7,-109,+101
09/01/2017,MIL,WSH,1,0,-157,+145
09/01/2017,CWS,TB,1,3,+183,-200
09/01/2017,COL,ARI,5,9,-109,+101
09/01/2017,SD,LAD,0,1,+239,-263
09/01/2017,SEA,OAK,3,2,-140,+129
09/01/2017,SF,STL,6,11,+107,-116
