date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/02/2017,NYY,BOS,5,1,-164,+151
09/02/2017,HOU,NYM,12,8,-265,+241
09/02/2017,CHC,ATL,14,12,-260,+236
09/02/2017,SD,LAD,6,5,+107,-116
09/02/2017,SF,STL,2,1,-107,-101
09/02/2017,DET,CLE,2,5,+291,-323
09/02/2017,BAL,TOR,2,7,-113,+104
09/02/2017,PIT,CIN,5,0,-136,+126
09/02/2017,MIA,PHI,10,9,-161,+148
09/02/2017,MIN,KC,17,0,-128,+118
09/02/2017,MIL,WSH,2,3,+183,-200
09/02/2017,CWS,TB,5,4,+186,-203
09/02/2017,TEX,LAA,4,7,+115,-125
09/02/2017,COL,ARI,2,6,-126,+116
09/02/2017,HOU,NYM,4,1,-279,+253
09/02/2017,SEA,OAK,7,6,-125,+115
09/02/2017,SD,LAD,7,2,+294,-327
