date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/27/2017,TEX,HOU,2,12,+197,-215
09/27/2017,COL,MIA,15,9,-198,+182
09/27/2017,OAK,SEA,6,5,-101,-107
09/27/2017,ARI,SF,4,3,-131,+121
09/27/2017,PIT,BAL,5,3,-142,+131
09/27/2017,PHI,WSH,7,5,+135,-146
09/27/2017,NYY,TB,6,1,-226,+206
09/27/2017,STL,CHC,1,5,-121,+112
09/27/2017,BOS,TOR,10,7,-130,+120
09/27/2017,NYM,ATL,7,1,+113,-122
09/27/2017,CLE,MIN,4,2,-205,+188
09/27/2017,MIL,CIN,0,6,-136,+126
09/27/2017,CWS,LAA,6,4,+206,-226
09/27/2017,KC,DET,7,4,-168,+155
09/27/2017,LAD,SD,10,0,-255,+232
