date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/13/2017,CLE,DET,5,3,-315,+284
09/13/2017,TB,NYY,2,3,-128,+118
09/13/2017,KC,CWS,3,5,-151,+139
09/13/2017,PHI,MIA,8,1,-155,+143
09/13/2017,WSH,ATL,2,8,-315,+284
09/13/2017,TOR,BAL,1,2,-130,+120
09/13/2017,BOS,OAK,3,7,-183,+168
09/13/2017,CHC,NYM,17,5,-286,+259
09/13/2017,TEX,SEA,1,8,-106,-102
09/13/2017,MIN,SD,3,1,-144,+133
09/13/2017,MIL,PIT,8,2,-149,+137
09/13/2017,STL,CIN,0,6,-143,+132
09/13/2017,ARI,COL,8,2,-137,+126
09/13/2017,LAA,HOU,9,1,-124,+115
09/13/2017,SF,LAD,1,4,+215,-236
