date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/08/2017,WSH,PHI,11,10,-385,+343
09/08/2017,TOR,DET,4,5,-205,+188
09/08/2017,NYM,CIN,5,1,-102,-106
09/08/2017,CLE,BAL,5,0,-163,+150
09/08/2017,BOS,TB,9,3,-114,+105
09/08/2017,ATL,MIA,1,7,-128,+118
09/08/2017,TEX,NYY,11,5,+145,-157
09/08/2017,CHC,MIL,0,2,-120,+111
09/08/2017,CWS,SF,2,9,-120,+111
09/08/2017,KC,MIN,5,8,+123,-133
09/08/2017,STL,PIT,4,1,-185,+170
09/08/2017,ARI,SD,6,10,-220,+201
09/08/2017,OAK,HOU,9,8,+156,-170
09/08/2017,SEA,LAA,4,3,-128,+118
09/08/2017,LAD,COL,4,5,-225,+206
