date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/26/2017,PHI,WSH,4,1,+170,-185
09/26/2017,NYY,TB,6,1,-170,+156
09/26/2017,PIT,BAL,10,1,+110,-119
09/26/2017,NYM,ATL,4,3,+112,-121
09/26/2017,BOS,TOR,4,9,-213,+195
09/26/2017,CLE,MIN,6,8,-177,+163
09/26/2017,MIL,CIN,7,6,-164,+151
09/26/2017,TEX,HOU,3,14,+136,-148
09/26/2017,CWS,LAA,3,9,+158,-172
09/26/2017,STL,CHC,8,7,+104,-113
09/26/2017,KC,DET,2,1,-165,+152
09/26/2017,COL,MIA,6,0,-157,+145
09/26/2017,ARI,SF,11,4,-256,+233
09/26/2017,OAK,SEA,3,6,+104,-113
09/26/2017,LAD,SD,9,2,-224,+205
