date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
09/24/2017,DET,MIN,4,10,+172,-187
09/24/2017,TOR,NYY,9,5,-113,+104
09/24/2017,NYM,WSH,2,3,+132,-143
09/24/2017,CIN,BOS,4,5,+111,-120
09/24/2017,PIT,STL,4,1,+107,-116
09/24/2017,BAL,TB,9,4,+119,-129
09/24/2017,ATL,PHI,0,2,-126,+116
09/24/2017,CWS,KC,8,1,+118,-128
09/24/2017,MIL,CHC,0,5,+120,-130
09/24/2017,OAK,TEX,8,1,-113,+104
09/24/2017,LAD,SF,3,1,-355,+318
09/24/2017,ARI,MIA,3,2,-178,+164
09/24/2017,SEA,CLE,2,4,+183,-200
09/24/2017,SD,COL,4,8,+120,-130
09/24/2017,HOU,LAA,5,7,-185,+170
