date,homeTeam,awayTeam,homeScore,awayScore,homePitcher,awayPitcher,homeLine,awayLine
09/30/07,TOR,TB,5.0,8.0,A.J. Burnett,Jason Hammel,-176.0,168.0
09/29/07,TOR,TB,5.0,3.0,Jesse Litsch,Edwin Jackson,-152.0,144.0
09/28/07,TOR,TB,5.0,4.0,Dustin McGowan,Andy Sonnanstine,-155.0,147.0
09/27/07,BAL,TOR,8.0,5.0,Jeremy Guthrie,Josh Banks,-130.0,122.0
09/26/07,BAL,TOR,5.0,8.0,Victor Zambrano,Roy Halladay,165.0,-173.0
09/25/07,BAL,TOR,4.0,11.0,Brian Burres,A.J. Burnett,124.0,-132.0
09/24/07,NYY,TOR,1.0,4.0,Andy Pettitte,Jesse Litsch,-238.0,220.0
09/23/07,NYY,TOR,7.0,5.0,Mike Mussina,Dustin McGowan,-201.0,185.0
09/22/07,NYY,TOR,12.0,11.0,Phil Hughes,Shaun Marcum,-226.0,208.0
09/21/07,NYY,TOR,4.0,5.0,Chien-Ming Wang,Roy Halladay,-163.0,155.0
09/19/07,TOR,BOS,6.0,1.0,Jesse Litsch,Clay Buchholz,143.0,-151.0
09/18/07,TOR,BOS,4.0,3.0,A.J. Burnett,Jon Lester,-143.0,135.0
09/17/07,TOR,BOS,6.0,1.0,Dustin McGowan,Tim Wakefield,101.0,-109.0
09/16/07,TOR,BAL,6.0,8.0,Shaun Marcum,Victor Santos,-176.0,168.0
09/15/07,TOR,BAL,8.0,3.0,Roy Halladay,Kurt Birkins,-252.0,232.0
09/14/07,TOR,BAL,2.0,6.0,Jesse Litsch,Brian Burres,-164.0,156.0
09/13/07,TOR,NYY,2.0,1.0,A.J. Burnett,Ian Kennedy,-101.0,-107.0
09/12/07,TOR,NYY,1.0,4.0,Dustin McGowan,Mike Mussina,-101.0,-107.0
09/11/07,TOR,NYY,2.0,9.0,Shaun Marcum,Phil Hughes,126.0,-134.0
09/10/07,DET,TOR,5.0,4.0,Kenny Rogers,Roy Halladay,111.0,-119.0
09/09/07,TB,TOR,3.0,2.0,James Shields,Jesse Litsch,-131.0,123.0
09/08/07,TB,TOR,5.0,4.0,Jason Hammel,A.J. Burnett,130.0,-138.0
09/07/07,TB,TOR,2.0,7.0,Edwin Jackson,Dustin McGowan,110.0,-118.0
09/05/07,BOS,TOR,4.0,6.0,Curt Schilling,Shaun Marcum,-136.0,128.0
09/04/07,BOS,TOR,5.0,3.0,Josh Beckett,Roy Halladay,-130.0,122.0
09/03/07,BOS,TOR,13.0,10.0,Daisuke Matsuzaka,Jesse Litsch,-176.0,168.0
09/02/07,TOR,SEA,6.0,4.0,A.J. Burnett,Jeff Weaver,-142.0,134.0
09/01/07,TOR,SEA,2.0,1.0,Dustin McGowan,Miguel Batista,-130.0,122.0
08/31/07,TOR,SEA,7.0,5.0,Shaun Marcum,Jarrod Washburn,-129.0,121.0
08/29/07,OAK,TOR,5.0,4.0,Lenny DiNardo,Roy Halladay,147.0,-155.0
08/28/07,OAK,TOR,4.0,5.0,Chad Gaudin,Jesse Litsch,-115.0,107.0
08/27/07,OAK,TOR,2.0,6.0,Esteban Loaiza,A.J. Burnett,105.0,-113.0
08/26/07,LAA,TOR,3.0,1.0,Kelvim Escobar,Dustin McGowan,-163.0,155.0
08/25/07,LAA,TOR,2.0,9.0,Joe Saunders,Shaun Marcum,-124.0,116.0
08/24/07,LAA,TOR,3.0,0.0,Jered Weaver,Roy Halladay,-113.0,105.0
08/23/07,LAA,TOR,4.0,5.0,Ervin Santana,Jesse Litsch,-150.0,142.0
08/22/07,TOR,OAK,1.0,4.0,A.J. Burnett,Esteban Loaiza,-182.0,174.0
08/21/07,TOR,OAK,4.0,6.0,Dustin McGowan,Dan Haren,100.0,-108.0
08/20/07,TOR,OAK,4.0,6.0,Shaun Marcum,Joe Blanton,-141.0,133.0
08/19/07,TOR,BAL,3.0,2.0,Roy Halladay,Jeremy Guthrie,-181.0,173.0
08/18/07,TOR,BAL,3.0,5.0,Jesse Litsch,Steve Trachsel,-150.0,142.0
08/17/07,TOR,BAL,5.0,2.0,A.J. Burnett,Garrett Olson,-173.0,165.0
08/16/07,TOR,LAA,3.0,4.0,Dustin McGowan,Kelvim Escobar,109.0,-117.0
08/15/07,TOR,LAA,2.0,1.0,Shaun Marcum,Dustin Moseley,-136.0,128.0
08/14/07,TOR,LAA,4.0,1.0,Roy Halladay,Joe Saunders,-155.0,147.0
08/13/07,KC,TOR,6.0,2.0,Odalis Perez,Jesse Litsch,112.0,-120.0
08/12/07,KC,TOR,1.0,4.0,Brian Bannister,A.J. Burnett,-103.0,-105.0
08/11/07,KC,TOR,4.0,1.0,Juan Carlos Oviedo,Dustin McGowan,105.0,-113.0
08/10/07,KC,TOR,1.0,2.0,Gil Meche,Shaun Marcum,-102.0,-106.0
08/08/07,TOR,NYY,15.0,4.0,Roy Halladay,Chien-Ming Wang,-101.0,-107.0
