date,homeTeam,awayTeam,homeScore,awayScore,homePitcher,awayPitcher,homeLine,awayLine
10/03/99,CLE,TOR,2.0,9.0,Dave Burba,David Wells,-135,125.0
10/02/99,CLE,TOR,3.0,7.0,Jaret Wright,Pat Hentgen,-190,180.0
10/01/99,CLE,TOR,6.0,8.0,D. Gooden,Pete Munro,-190,180.0
09/30/99,CLE,TOR,9.0,2.0,Bartolo Colon,P. Spoljaric,-250,230.0
09/29/99,TB,TOR,2.0,6.0,B. Witt,Kelvim Escobar,125,-135.0
09/28/99,TB,TOR,2.0,8.0,Dan Wheeler,David Wells,145,-155.0
09/26/99,TOR,CLE,7.0,11.0,Pat Hentgen,Dave Burba,145,-155
09/25/99,TOR,CLE,6.0,9.0,P. Spoljaric,Bartolo Colon,185,-202
09/24/99,TOR,CLE,4.0,18.0,Pete Munro,Jim Brower,125,-135
09/23/99,BOS,TOR,5.0,7.0,Kent Mercker,David Wells,-120,110.0
09/22/99,BOS,TOR,9.0,14.0,P. Rapp,Kelvim Escobar,-155,145.0
09/21/99,BOS,TOR,3.0,0.0,Pedro Martinez,Pat Hentgen,-250,230.0
09/19/99,TOR,CHW,2.0,3.0,Roy Halladay,M. Sirotka,-150,140
09/18/99,TOR,CHW,4.0,7.0,David Wells,Jim Parque,-190,180
09/17/99,TOR,CHW,3.0,7.0,Kelvim Escobar,Kip Wells,-180,170
09/15/99,TOR,NYY,4.0,6.0,Pat Hentgen,Andy Pettitte,140,-150
09/14/99,TOR,NYY,6.0,10.0,Roy Halladay,D. Cone,-135,125
09/13/99,TOR,NYY,2.0,1.0,David Wells,Orlando Hernandez,130,-140
09/12/99,DET,TOR,3.0,5.0,Jeff Weaver,Kelvim Escobar,120,-130.0
09/11/99,DET,TOR,5.0,9.0,W. Blair,Chris Carpenter,130,-140.0
09/10/99,DET,TOR,7.0,6.0,Brian Moehler,Pat Hentgen,120,-130.0
09/08/99,SEA,TOR,4.0,3.0,Jamie Moyer,Roy Halladay,-150,140.0
09/07/99,SEA,TOR,7.0,4.0,Gil Meche,David Wells,120,-130.0
09/05/99,KC,TOR,6.0,3.0,Jay Witasick,Kelvim Escobar,135,-145.0
09/04/99,KC,TOR,3.0,6.0,Jeff Suppan,Pat Hentgen,120,-130.0
09/03/99,KC,TOR,4.0,5.0,B. Stein,Roy Halladay,105,-115.0
09/02/99,TOR,MIN,6.0,1.0,David Wells,Joe Mays,-180,170
09/01/99,TOR,MIN,4.0,0.0,Kelvim Escobar,Eric Milton,-140,130
08/31/99,TOR,MIN,3.0,14.0,J. Hamilton,Brad Radke,-145,135
08/30/99,TOR,MIN,2.0,1.0,Pat Hentgen,J. Ryan,-210,193
08/29/99,TOR,TEX,2.0,4.0,Roy Halladay,J. Burkett,-105,-105
08/28/99,TOR,TEX,7.0,9.0,David Wells,Aaron Sele,-110,100
08/27/99,TOR,TEX,2.0,8.0,Chris Carpenter,Rick Helling,100,-110
08/25/99,LAA,TOR,2.0,7.0,C. Finley,J. Hamilton,-120,110.0
08/24/99,LAA,TOR,1.0,5.0,Ramon Ortiz,Pat Hentgen,135,-145.0
08/23/99,OAK,TOR,4.0,9.0,Kevin Appier,David Wells,105,-115.0
08/22/99,OAK,TOR,4.0,3.0,G. Heredia,Roy Halladay,-150,140.0
08/21/99,OAK,TOR,8.0,4.0,O. Olivares,Chris Carpenter,-105,-105.0
08/20/99,OAK,TOR,0.0,11.0,M. Oquist,J. Hamilton,-150,140.0
08/18/99,TOR,SEA,1.0,5.0,David Wells,Freddy Garcia,-135,125
08/17/99,TOR,SEA,5.0,8.0,Pat Hentgen,Paul Abbott,-140,130
08/16/99,TOR,SEA,5.0,7.0,Chris Carpenter,Jamie Moyer,-125,115
08/15/99,TOR,OAK,5.0,9.0,Kelvim Escobar,M. Oquist,-150,140.0
08/14/99,TOR,OAK,5.0,13.0,J. Hamilton,Tim Hudson,-120,110.0
08/13/99,TOR,OAK,8.0,9.0,Roy Halladay,Kevin Appier,-115,105.0
08/12/99,MIN,TOR,3.0,0.0,Joe Mays,Pat Hentgen,130,-140.0
08/11/99,MIN,TOR,3.0,6.0,Eric Milton,Chris Carpenter,135,-145.0
08/10/99,MIN,TOR,6.0,10.0,Brad Radke,Kelvim Escobar,100,-110.0
08/09/99,TEX,TOR,4.0,19.0,M. Morgan,J. Hamilton,100,-110.0
08/08/99,TEX,TOR,7.0,8.0,J. Burkett,David Wells,-105,-105.0
08/07/99,TEX,TOR,6.0,0.0,Aaron Sele,Pat Hentgen,-120,110.0
08/06/99,TEX,TOR,4.0,5.0,Rick Helling,Chris Carpenter,-150,140.0
08/04/99,NYY,TOR,8.0,3.0,H. Irabu,Kelvim Escobar,-185,175.0
08/03/99,NYY,TOR,1.0,3.0,D. Cone,J. Hamilton,-185,175.0
08/02/99,NYY,TOR,3.0,1.0,Andy Pettitte,David Wells,-125,115.0
08/01/99,TOR,DET,8.0,5.0,Pat Hentgen,Dave Borkowski,-215,195
07/31/99,TOR,DET,7.0,6.0,Chris Carpenter,D. Mlicki,-200,188
07/30/99,TOR,DET,8.0,2.0,Kelvim Escobar,Jeff Weaver,-145,135
07/28/99,TOR,BOS,0.0,8.0,J. Hamilton,P. Rapp,-140,130
07/27/99,TOR,BOS,9.0,11.0,David Wells,B. Saberhagen,-140,130
07/26/99,CHW,TOR,3.0,4.0,J. Navarro,Pat Hentgen,120,-130.0
07/25/99,CHW,TOR,3.0,11.0,M. Sirotka,Chris Carpenter,-115,105.0
07/24/99,CHW,TOR,6.0,5.0,J. Snyder,Kelvim Escobar,120,-130.0
07/23/99,CHW,TOR,1.0,2.0,Jim Parque,J. Hamilton,-110,100.0
07/22/99,CLE,TOR,3.0,4.0,C. Nagy,David Wells,-120,110.0
07/21/99,CLE,TOR,3.0,4.0,Dave Burba,Pat Hentgen,-160,150.0
07/20/99,TOR,ATL,11.0,6.0,Chris Carpenter,Tom Glavine,135,-145.0
07/19/99,TOR,ATL,8.0,7.0,Kelvim Escobar,Bruce Chen,-110,100.0
07/18/99,TOR,ATL,3.0,2.0,J. Hamilton,Kevin Millwood,160,-170.0
07/17/99,TOR,MIA,6.0,1.0,David Wells,A. Fernandez,-165,155
07/16/99,TOR,MIA,2.0,4.0,Pat Hentgen,D. Springer,-175,165
07/15/99,TOR,MIA,6.0,8.0,Chris Carpenter,Livan Hernandez,-185,175
07/11/99,WAS,TOR,0.0,1.0,Carl Pavano,David Wells,110,-120.0
07/10/99,WAS,TOR,6.0,7.0,Dustin Hermanson,Pat Hentgen,-115,105.0
07/09/99,WAS,TOR,4.0,3.0,Je. Powell,Chris Carpenter,145,-155.0
07/08/99,BAL,TOR,6.0,11.0,Sidney Ponson,Kelvim Escobar,-135,125.0
07/07/99,BAL,TOR,6.0,7.0,Jason Johnson,J. Hamilton,-110,100.0
07/06/99,BAL,TOR,3.0,4.0,Scott Erickson,David Wells,115,-125.0
07/04/99,TOR,TB,6.0,3.0,Pat Hentgen,D. Eiland,-150,140
07/03/99,TOR,TB,5.0,0.0,Chris Carpenter,B. Witt,-115,105
07/02/99,TOR,TB,7.0,8.0,Kelvim Escobar,R. Rupe,-140,130
07/01/99,TOR,BAL,8.0,6.0,J. Hamilton,Scott Erickson,-120,110.0
06/30/99,TOR,BAL,10.0,9.0,David Wells,Mike Mussina,110,-120.0
06/29/99,TOR,BAL,6.0,5.0,Pat Hentgen,Juan Guzman,100,-110.0
06/28/99,TB,TOR,2.0,3.0,D. Eiland,Chris Carpenter,130,-140.0
06/27/99,TB,TOR,8.0,0.0,B. Witt,Kelvim Escobar,140,-150.0
06/26/99,TB,TOR,5.0,2.0,R. Rupe,J. Hamilton,-110,100.0
06/25/99,TB,TOR,11.0,4.0,Wilson Alvarez,David Wells,125,-135.0
06/24/99,TOR,CLE,3.0,0.0,Roy Halladay,Dave Burba,115,-125
06/23/99,TOR,CLE,6.0,9.0,Pat Hentgen,C. Nagy,115,-125
06/22/99,TOR,CLE,4.0,3.0,Kelvim Escobar,D. Gooden,-105,-105
06/21/99,TOR,KC,11.0,4.0,J. Hamilton,C. Fussell,-160,150
06/20/99,TOR,KC,2.0,1.0,David Wells,Jeff Suppan,-150,140
06/19/99,TOR,KC,7.0,0.0,Roy Halladay,Kevin Appier,-165,155
06/18/99,TOR,KC,5.0,6.0,Pat Hentgen,Jay Witasick,-170,160
06/17/99,TOR,LAA,3.0,0.0,Kelvim Escobar,Koyie Hill,-135,125
06/16/99,TOR,LAA,3.0,2.0,J. Hamilton,S. Sparks,-125,115
06/15/99,TOR,LAA,13.0,2.0,David Wells,T. Belcher,-160,150
06/13/99,PHI,TOR,2.0,7.0,Curt Schilling,Pat Hentgen,-210,193.0
06/12/99,PHI,TOR,7.0,2.0,Paul Byrd,Kelvim Escobar,-165,155.0
06/11/99,PHI,TOR,8.0,4.0,Randy Wolf,J. Hamilton,-130,120.0
06/09/99,NYM,TOR,4.0,3.0,Rick Reed,David Wells,-130,120.0
06/08/99,NYM,TOR,11.0,3.0,Jason Isringhausen,Pat Hentgen,-135,125.0
06/07/99,NYM,TOR,8.0,2.0,O. Hershiser,Roy Halladay,-145,135.0
06/06/99,TOR,WAS,9.0,2.0,Kelvim Escobar,Dustin Hermanson,-105,-105
06/05/99,TOR,WAS,0.0,5.0,J. Hamilton,Miguel Batista,-120,110
06/04/99,TOR,WAS,6.0,2.0,David Wells,M. Thurman,-165,155
06/03/99,TOR,CHW,3.0,10.0,Pat Hentgen,J. Navarro,-135,125
06/02/99,TOR,CHW,9.0,7.0,Chris Carpenter,J. Snyder,-125,115
06/01/99,TOR,CHW,2.0,6.0,Kelvim Escobar,M. Sirotka,-115,105
05/30/99,TOR,NYY,3.0,8.0,David Wells,H. Irabu,100,-110
05/29/99,TOR,NYY,3.0,8.0,Pat Hentgen,D. Cone,165,-175
05/28/99,TOR,NYY,6.0,10.0,Chris Carpenter,Andy Pettitte,115,-125
05/26/99,DET,TOR,5.0,9.0,W. Blair,Kelvim Escobar,125,-135.0
05/25/99,DET,TOR,3.0,5.0,D. Mlicki,Roy Halladay,105,-115.0
05/24/99,DET,TOR,6.0,12.0,Brian Moehler,David Wells,-110,100.0
05/23/99,BOS,TOR,10.0,8.0,Pedro Martinez,Pat Hentgen,-220,200.0
05/22/99,BOS,TOR,6.0,4.0,Tim Wakefield,Chris Carpenter,105,-115.0
05/21/99,BOS,TOR,5.0,2.0,P. Rapp,Kelvim Escobar,-105,-105.0
05/20/99,TOR,DET,7.0,0.0,Roy Halladay,D. Mlicki,-130,120
05/19/99,TOR,DET,3.0,7.0,David Wells,Brian Moehler,-145,135
05/18/99,TOR,DET,7.0,5.0,Pat Hentgen,Justin Thompson,-120,110
05/17/99,TOR,BOS,7.0,8.0,Chris Carpenter,Tim Wakefield,-150,140
05/16/99,TOR,BOS,9.0,6.0,Kelvim Escobar,P. Rapp,-145,135
05/15/99,TOR,BOS,5.0,6.0,Roy Halladay,M. Portugal,100,-110
05/14/99,TOR,BOS,0.0,5.0,David Wells,Ju. Pena,-150,140
05/13/99,KC,TOR,2.0,8.0,J. Rosado,Pat Hentgen,-115,105.0
05/12/99,KC,TOR,7.0,1.0,Kevin Appier,Chris Carpenter,105,-115.0
05/11/99,KC,TOR,2.0,8.0,J. Pittsley,Kelvim Escobar,125,-135.0
05/09/99,TOR,TEX,6.0,11.0,Roy Halladay,J. Burkett,-125,115
05/08/99,TOR,TEX,3.0,4.0,David Wells,M. Morgan,-150,140
05/07/99,TOR,TEX,9.0,6.0,Pat Hentgen,M. Clark,-125,115
05/06/99,TOR,OAK,2.0,3.0,Chris Carpenter,G. Heredia,-150,140.0
05/05/99,TOR,OAK,2.0,8.0,Kelvim Escobar,Kenny Rogers,-125,115.0
05/04/99,TOR,OAK,4.0,13.0,Roy Halladay,M. Oquist,-160,150.0
05/03/99,SEA,TOR,10.0,16.0,Freddy Garcia,David Wells,120,-130.0
05/02/99,SEA,TOR,3.0,2.0,M. Suzuki,Pat Hentgen,135,-145.0
05/01/99,SEA,TOR,3.0,9.0,Jamie Moyer,Chris Carpenter,100,-110.0
04/30/99,SEA,TOR,11.0,9.0,Jeff Fassero,Kelvim Escobar,-115,105.0
04/29/99,LAA,TOR,17.0,1.0,Koyie Hill,Roy Halladay,100,-110.0
04/28/99,LAA,TOR,12.0,10.0,T. Belcher,David Wells,140,-150.0
04/27/99,LAA,TOR,1.0,10.0,O. Olivares,Pat Hentgen,-125,115.0
04/26/99,LAA,TOR,4.0,3.0,C. Finley,Chris Carpenter,-120,110.0
04/25/99,NYY,TOR,4.0,3.0,D. Cone,Kelvim Escobar,-210,193.0
04/24/99,NYY,TOR,7.0,4.0,Andy Pettitte,Roy Halladay,-185,175.0
04/23/99,NYY,TOR,6.0,4.0,Orlando Hernandez,David Wells,-150,140.0
04/22/99,TOR,LAA,8.0,7.0,Pat Hentgen,T. Belcher,-125,115
04/21/99,TOR,LAA,3.0,2.0,Chris Carpenter,O. Olivares,-140,130
04/20/99,TOR,LAA,5.0,1.0,Kelvim Escobar,C. Finley,-115,105
04/18/99,TOR,BAL,6.0,0.0,Roy Halladay,Juan Guzman,-105,-105.0
04/17/99,TOR,BAL,7.0,4.0,David Wells,D. Linton,-185,175.0
04/16/99,TOR,BAL,7.0,6.0,Pat Hentgen,Sidney Ponson,-140,130.0
04/15/99,TOR,TB,11.0,1.0,Chris Carpenter,Ju. Santana,-165,155
04/14/99,TOR,TB,7.0,6.0,Kelvim Escobar,R. Arrojo,-150,140
04/13/99,TOR,TB,5.0,8.0,J. Hamilton,B. Witt,-165,155
04/12/99,TOR,TB,7.0,1.0,David Wells,T. Saunders,-200,188
04/11/99,BAL,TOR,5.0,9.0,D. Linton,Pat Hentgen,-105,-105.0
04/10/99,BAL,TOR,1.0,0.0,Mike Mussina,Chris Carpenter,-165,155.0
04/09/99,BAL,TOR,4.0,7.0,Sidney Ponson,Kelvim Escobar,-115,105.0
04/08/99,MIN,TOR,11.0,9.0,Eric Milton,J. Hamilton,125,-135.0
04/07/99,MIN,TOR,3.0,9.0,Mike Lincoln,David Wells,150,-160.0
04/06/99,MIN,TOR,6.0,1.0,Brad Radke,Pat Hentgen,-110,100.0
10/09/99,HOU,ATL,5.0,7.0,Shane Reynolds,John Smoltz,110,-120.0
10/08/99,HOU,ATL,3.0,5.0,Mike Hampton,Tom Glavine,-135,125.0
10/06/99,ATL,HOU,5.0,1.0,Kevin Millwood,Jose Lima,-180,170.0
10/05/99,ATL,HOU,1.0,6.0,Greg Maddux,Shane Reynolds,-190,180.0
10/03/99,HOU,LAD,9.0,4.0,Mike Hampton,R. Checo,-250,230
10/02/99,HOU,LAD,3.0,0.0,Jose Lima,Chan Ho Park,-210,193
10/01/99,HOU,LAD,1.0,5.0,Shane Reynolds,Eric Gagne,-220,200
09/29/99,HOU,CIN,4.0,1.0,Mike Hampton,S. Parris,-150,140
09/28/99,HOU,CIN,1.0,4.0,Jose Lima,P. Harnisch,-140,130
09/26/99,MIL,HOU,11.0,3.0,K. Peterson,Scott Elarton,155,-165.0
09/25/99,MIL,HOU,3.0,2.0,S. Karl,Shane Reynolds,150,-160.0
09/24/99,MIL,HOU,4.0,9.0,Hideo Nomo,Mike Hampton,140,-150.0
09/22/99,PIT,HOU,3.0,2.0,Todd Ritchie,Jose Lima,160,-170.0
09/21/99,PIT,HOU,3.0,6.0,Kris Benson,Scott Elarton,145,-155.0
09/20/99,PIT,HOU,11.0,5.0,F. Cordova,Shane Reynolds,145,-155.0
09/19/99,STL,HOU,3.0,4.0,Jose Jimenez,C. Holt,120,-130.0
09/18/99,STL,HOU,13.0,6.0,Darren Oliver,Mike Hampton,160,-170.0
09/17/99,STL,HOU,11.0,8.0,Garrett Stephenson,Jose Lima,150,-160.0
09/15/99,HOU,PHI,6.0,8.0,Scott Elarton,Robert Person,-210,193
09/14/99,HOU,PHI,12.0,2.0,Shane Reynolds,Paul Byrd,-215,195
09/13/99,HOU,PHI,13.0,2.0,Mike Hampton,J. Grahe,-270,250
09/12/99,HOU,CHC,7.0,1.0,C. Holt,Steve Trachsel,-170,160
09/11/99,HOU,CHC,5.0,3.0,Jose Lima,Micah Bowie,-300,275
09/10/99,HOU,CHC,6.0,4.0,Scott Elarton,Jon Lieber,-220,200
09/09/99,PHI,HOU,1.0,3.0,Paul Byrd,Shane Reynolds,130,-140.0
09/08/99,PHI,HOU,2.0,10.0,Curt Schilling,Mike Hampton,115,-125.0
09/07/99,PHI,HOU,6.0,8.0,M. Grace,C. Holt,140,-150.0
09/06/99,PHI,HOU,5.0,6.0,Randy Wolf,Jose Lima,150,-160.0
09/05/99,WAS,HOU,2.0,6.0,Je. Powell,Scott Elarton,165,-175.0
09/04/99,WAS,HOU,2.0,5.0,Javier Vazquez,Shane Reynolds,155,-165.0
