date,homeTeam,awayTeam,homeScore,awayScore,homePitcher,awayPitcher,homeLine,awayLine
09/06/00,TOR,SEA,7.0,3.0,J. Hamilton,John Halama,-120.0,110
09/05/00,TOR,SEA,3.0,4.0,Chris Carpenter,Aaron Sele,100.0,-110
09/04/00,TOR,OAK,0.0,10.0,David Wells,Barry Zito,-175.0,165.0
09/03/00,TOR,OAK,3.0,4.0,Esteban Loaiza,Tim Hudson,-110.0,100.0
09/02/00,TOR,OAK,0.0,8.0,Steve Trachsel,G. Heredia,-130.0,120.0
09/01/00,TOR,OAK,4.0,3.0,J. Hamilton,Mark Mulder,-145.0,135.0
08/30/00,LAA,TOR,2.0,11.0,Matt Wise,David Wells,105,-115.0
08/29/00,LAA,TOR,9.0,4.0,S. Karl,Chris Carpenter,-115,105.0
08/28/00,LAA,TOR,2.0,4.0,Ramon Ortiz,Esteban Loaiza,-130,120.0
08/27/00,TEX,TOR,4.0,6.0,Rick Helling,Steve Trachsel,-145,135.0
08/26/00,TEX,TOR,3.0,9.0,Brian Sikorski,J. Hamilton,105,-115.0
08/25/00,TEX,TOR,1.0,0.0,Doug Davis,David Wells,145,-155.0
08/23/00,TOR,KC,9.0,8.0,Esteban Loaiza,B. Stein,-140.0,130
08/22/00,TOR,KC,7.0,5.0,Steve Trachsel,D. Reichert,-130.0,120
08/20/00,TOR,MIN,6.0,3.0,David Wells,Eric Milton,-155.0,145.0
08/19/00,TOR,MIN,1.0,5.0,J. Hamilton,Brad Radke,-130.0,120.0
08/18/00,TOR,MIN,3.0,2.0,Esteban Loaiza,Matt Kinney,-170.0,160.0
08/16/00,TOR,LAA,8.0,6.0,Steve Trachsel,Scott Schoeneweis,-125.0,115.0
08/15/00,TOR,LAA,4.0,8.0,David Wells,Matt Wise,-200.0,188.0
08/13/00,MIN,TOR,3.0,13.0,Brad Radke,Frank Castillo,110,-120.0
08/12/00,MIN,TOR,6.0,3.0,Mark Redman,Esteban Loaiza,-110,100.0
08/11/00,MIN,TOR,9.0,4.0,J.C. Romero,Kelvim Escobar,120,-130.0
08/10/00,KC,TOR,7.0,15.0,Brian Meadows,David Wells,160,-170.0
08/09/00,KC,TOR,5.0,3.0,Jeff Suppan,Steve Trachsel,-105,-105.0
08/08/00,KC,TOR,1.0,6.0,M. Suzuki,Frank Castillo,105,-115.0
08/07/00,KC,TOR,8.0,7.0,B. Stein,Esteban Loaiza,110,-120.0
08/06/00,TOR,TEX,6.0,11.0,Kelvim Escobar,Ryan Glynn,-145.0,135.0
08/05/00,TOR,TEX,8.0,5.0,David Wells,Doug Davis,-220.0,200.0
08/04/00,TOR,TEX,10.0,8.0,Steve Trachsel,Matt Perisho,-145.0,135.0
08/03/00,TOR,TEX,3.0,1.0,Frank Castillo,Kenny Rogers,-120.0,110.0
08/02/00,OAK,TOR,5.0,4.0,Mark Mulder,Chris Carpenter,-155.0,145.0
08/01/00,OAK,TOR,3.0,1.0,Barry Zito,Esteban Loaiza,-140.0,130.0
07/31/00,OAK,TOR,6.0,1.0,Tim Hudson,David Wells,-105.0,-105.0
07/30/00,SEA,TOR,10.0,6.0,Aaron Sele,Kelvim Escobar,-160,150.0
07/29/00,SEA,TOR,6.0,5.0,Jamie Moyer,Frank Castillo,-160,150.0
07/28/00,SEA,TOR,7.0,4.0,Freddy Garcia,Chris Carpenter,-170,160.0
07/27/00,SEA,TOR,2.0,7.0,John Halama,Esteban Loaiza,-155,145.0
07/26/00,TOR,CLE,8.0,1.0,David Wells,Bartolo Colon,-115.0,105.0
07/25/00,TOR,CLE,3.0,10.0,Kelvim Escobar,C. Finley,115.0,-125.0
07/23/00,TOR,BAL,4.0,1.0,Frank Castillo,Mike Mussina,115.0,-125.0
07/22/00,TOR,BAL,2.0,8.0,Esteban Loaiza,Jose Mercedes,-150.0,140.0
07/21/00,TOR,BAL,5.0,9.0,Roy Halladay,P. Rapp,-140.0,130.0
07/20/00,TOR,TB,6.0,5.0,David Wells,Steve Trachsel,-185.0,175
07/19/00,TOR,TB,5.0,2.0,Kelvim Escobar,Aquilino Lopez,-150.0,140
07/18/00,TOR,NYM,7.0,11.0,Chris Carpenter,B.J. Jones,105.0,-115
07/17/00,TOR,NYM,5.0,7.0,P. Coco,Rick Reed,135.0,-145
07/16/00,TOR,NYM,7.0,3.0,Roy Halladay,Al Leiter,160.0,-170
07/15/00,TOR,PHI,3.0,7.0,David Wells,Bruce Chen,-200.0,188
07/14/00,TOR,PHI,3.0,2.0,Kelvim Escobar,Randy Wolf,-125.0,115
07/13/00,TOR,PHI,5.0,8.0,Chris Carpenter,Curt Schilling,110.0,-120
07/09/00,WAS,TOR,3.0,13.0,Dustin Hermanson,Frank Castillo,-110,100.0
07/08/00,WAS,TOR,3.0,6.0,Tony Armas,David Wells,135,-145.0
07/07/00,WAS,TOR,10.0,5.0,Julio Santana,Kelvim Escobar,-105,-105.0
07/06/00,CLE,TOR,6.0,9.0,Dave Burba,Chris Carpenter,-160,150.0
07/05/00,CLE,TOR,15.0,7.0,Jim Brower,Roy Halladay,-145,135.0
07/04/00,CLE,TOR,9.0,4.0,Bartolo Colon,Frank Castillo,-160,150.0
07/03/00,BAL,TOR,4.0,6.0,Jason Johnson,David Wells,150.0,-160.0
07/02/00,BAL,TOR,3.0,2.0,Mike Mussina,Kelvim Escobar,-165.0,155.0
07/01/00,BAL,TOR,12.0,5.0,Sidney Ponson,Chris Carpenter,-115.0,105.0
06/30/00,BAL,TOR,8.0,3.0,P. Rapp,Roy Halladay,-110.0,100.0
06/29/00,TB,TOR,3.0,12.0,Cory Lidle,Frank Castillo,135,-145.0
06/28/00,TB,TOR,2.0,5.0,Esteban Yan,David Wells,160,-170.0
06/27/00,TB,TOR,11.0,1.0,Steve Trachsel,Kelvim Escobar,115,-125.0
06/25/00,TOR,BOS,6.0,5.0,Chris Carpenter,Pedro Martinez,195.0,-215.0
06/24/00,TOR,BOS,6.0,4.0,Roy Halladay,B. Rose,-110.0,100.0
06/23/00,TOR,BOS,5.0,4.0,Frank Castillo,J. Wasdin,-135.0,125.0
06/22/00,TOR,DET,7.0,4.0,David Wells,Hideo Nomo,-150.0,140.0
06/21/00,TOR,DET,6.0,0.0,Kelvim Escobar,Brian Moehler,-115.0,105.0
06/20/00,TOR,DET,6.0,18.0,Chris Carpenter,Jeff Weaver,-140.0,130.0
06/18/00,BOS,TOR,1.0,5.0,Jeff Fassero,Frank Castillo,-135.0,125.0
06/17/00,BOS,TOR,10.0,11.0,Ramon Martinez,David Wells,105.0,-115.0
06/16/00,BOS,TOR,7.0,4.0,P. Schourek,Kelvim Escobar,-130.0,120.0
06/14/00,DET,TOR,1.0,8.0,Jeff Weaver,Chris Carpenter,-125,115.0
06/13/00,DET,TOR,16.0,3.0,W. Blair,C. Andrews,-110,100.0
06/12/00,DET,TOR,2.0,4.0,Hideo Nomo,Frank Castillo,-125,115.0
06/11/00,TOR,WAS,8.0,3.0,David Wells,Dustin Hermanson,-165.0,155
06/10/00,TOR,WAS,2.0,11.0,Kelvim Escobar,Tony Armas,-140.0,130
06/09/00,TOR,WAS,13.0,3.0,Chris Carpenter,T.J. Tucker,-165.0,155
06/07/00,ATL,TOR,8.0,12.0,Kevin Millwood,C. Andrews,-200.0,188.0
06/06/00,ATL,TOR,7.0,6.0,Tom Glavine,Frank Castillo,-210.0,193.0
06/05/00,ATL,TOR,3.0,9.0,J. Burkett,David Wells,-120.0,110.0
06/04/00,MIA,TOR,2.0,7.0,Vladimir Nunez,Kelvim Escobar,110,-120.0
06/03/00,MIA,TOR,2.0,1.0,Ryan Dempster,Chris Carpenter,-105,-105.0
06/02/00,MIA,TOR,11.0,10.0,Brad Penny,Pete Munro,-110,100.0
06/01/00,TOR,MIN,1.0,5.0,Frank Castillo,Eric Milton,-134.0,124.0
05/31/00,TOR,MIN,4.0,2.0,David Wells,Brad Radke,-160.0,150.0
05/30/00,TOR,MIN,1.0,4.0,Kelvim Escobar,Mark Redman,-160.0,150.0
05/28/00,DET,TOR,7.0,12.0,C.J. Nitkowski,Chris Carpenter,130,-140.0
05/27/00,DET,TOR,4.0,3.0,Hideo Nomo,Pete Munro,-110,100.0
05/26/00,DET,TOR,2.0,8.0,D. Mlicki,Frank Castillo,-110,100.0
05/25/00,BOS,TOR,6.0,11.0,P. Schourek,David Wells,105.0,-115.0
05/24/00,BOS,TOR,6.0,3.0,Jeff Fassero,Kelvim Escobar,-130.0,120.0
05/23/00,BOS,TOR,2.0,3.0,Pedro Martinez,Chris Carpenter,-320.0,290.0
05/22/00,TOR,CHW,4.0,3.0,Pete Munro,Jim Parque,-105.0,-105
05/21/00,TOR,CHW,1.0,2.0,Frank Castillo,Cal Eldred,-105.0,-105
05/20/00,TOR,CHW,2.0,6.0,David Wells,James Baldwin,-140.0,130
05/19/00,TOR,CHW,3.0,5.0,Kelvim Escobar,M. Sirotka,-125.0,115
05/17/00,TOR,BOS,0.0,8.0,Chris Carpenter,Pedro Martinez,220.0,-240.0
05/16/00,TOR,BOS,7.0,6.0,Lance Painter,Tim Wakefield,-135.0,125.0
05/15/00,TOR,BOS,1.0,8.0,Frank Castillo,P. Schourek,195.0,-215.0
05/14/00,TB,TOR,2.0,3.0,Esteban Yan,David Wells,155,-165.0
05/13/00,TB,TOR,4.0,8.0,D. Gooden,Kelvim Escobar,120,-130.0
05/12/00,TB,TOR,4.0,3.0,B. Rekar,Chris Carpenter,140,-150.0
05/10/00,TOR,BAL,7.0,2.0,Lance Painter,Scott Erickson,-110.0,100.0
05/09/00,TOR,BAL,6.0,4.0,David Wells,Mike Mussina,-120.0,110.0
05/08/00,TOR,BAL,6.0,5.0,Kelvim Escobar,Jason Johnson,-130.0,120.0
05/07/00,TOR,CLE,8.0,10.0,Frank Castillo,B. Witt,105.0,-115.0
05/06/00,TOR,CLE,6.0,8.0,Chris Carpenter,Jaret Wright,100.0,-110.0
05/05/00,TOR,CLE,11.0,10.0,Roy Halladay,C. Nagy,125.0,-135.0
05/04/00,TOR,CLE,8.0,1.0,David Wells,C. Finley,110.0,-120.0
05/03/00,CHW,TOR,7.0,3.0,James Baldwin,Kelvim Escobar,-130,120.0
05/02/00,CHW,TOR,1.0,4.0,Jim Parque,Frank Castillo,-140,130.0
05/01/00,CHW,TOR,3.0,5.0,Kip Wells,Chris Carpenter,110,-120.0
04/30/00,NYY,TOR,7.0,1.0,Roger Clemens,Roy Halladay,-215,195.0
04/29/00,NYY,TOR,2.0,6.0,Orlando Hernandez,David Wells,-175,165.0
04/28/00,NYY,TOR,6.0,0.0,D. Cone,Kelvim Escobar,-170,160.0
04/26/00,OAK,TOR,2.0,4.0,O. Olivares,Chris Carpenter,-110.0,100.0
04/25/00,OAK,TOR,11.0,2.0,Tim Hudson,Roy Halladay,-140.0,130.0
04/24/00,OAK,TOR,2.0,3.0,Kevin Appier,David Wells,100.0,-110.0
04/23/00,TOR,NYY,7.0,10.0,Frank Castillo,Orlando Hernandez,200.0,-220
04/22/00,TOR,NYY,8.0,2.0,Kelvim Escobar,D. Cone,140.0,-150
04/21/00,TOR,NYY,8.0,3.0,Chris Carpenter,Ramiro Mendoza,140.0,-150
04/20/00,TOR,LAA,12.0,11.0,Roy Halladay,K. Bottenfield,-110.0,100.0
04/19/00,TOR,LAA,12.0,4.0,David Wells,Koyie Hill,-160.0,150.0
04/18/00,TOR,LAA,10.0,16.0,Frank Castillo,J. Dickson,-115.0,105.0
04/17/00,TOR,LAA,7.0,1.0,Kelvim Escobar,Ramon Ortiz,-125.0,115.0
04/16/00,TOR,SEA,7.0,19.0,Chris Carpenter,Freddy Garcia,-120.0,110
04/15/00,TOR,SEA,6.0,17.0,Roy Halladay,John Halama,-130.0,120
04/14/00,TOR,SEA,9.0,11.0,David Wells,Jamie Moyer,-130.0,120
04/12/00,LAA,TOR,2.0,6.0,J. Dickson,Frank Castillo,-130,120.0
04/11/00,LAA,TOR,5.0,4.0,Ramon Ortiz,Kelvim Escobar,110,-120.0
04/10/00,LAA,TOR,6.0,0.0,Scott Schoeneweis,Chris Carpenter,120,-130.0
04/09/00,TEX,TOR,7.0,5.0,Rick Helling,Roy Halladay,-135,125.0
04/08/00,TEX,TOR,0.0,4.0,Kenny Rogers,David Wells,-135,125.0
04/07/00,TEX,TOR,11.0,5.0,M. Clark,Frank Castillo,-145,135.0
04/06/00,TOR,KC,3.0,9.0,Kelvim Escobar,Chad Durbin,-175.0,165
04/05/00,TOR,KC,3.0,4.0,Chris Carpenter,J. Rosado,-160.0,150
04/04/00,TOR,KC,6.0,3.0,Roy Halladay,Jay Witasick,-160.0,150
04/03/00,TOR,KC,5.0,4.0,David Wells,Jeff Suppan,-160.0,150
10/01/00,HOU,MIL,6.0,1.0,C. Holt,J. Wright,-140.0,130
09/30/00,HOU,MIL,7.0,6.0,Wade Miller,Jimmy Haynes,-155.0,145
09/29/00,HOU,MIL,3.0,13.0,Scott Elarton,H. Estrada,-190.0,180
09/28/00,PIT,HOU,3.0,2.0,J. Silva,Jose Lima,100,-110.0
09/27/00,PIT,HOU,1.0,10.0,Jason Anderson,T. McKnight,-105,-105.0
09/26/00,PIT,HOU,9.0,4.0,Kris Benson,C. Holt,-120,110.0
09/24/00,CIN,HOU,4.0,3.0,O. Fernandez,Wade Miller,-130,120.0
09/23/00,CIN,HOU,6.0,4.0,P. Harnisch,Scott Elarton,-105,-105.0
09/22/00,CIN,HOU,12.0,5.0,Elmer Dessens,Jose Lima,-125,115.0
09/21/00,STL,HOU,5.0,7.0,An. Benes,T. McKnight,-135,125.0
09/20/00,STL,HOU,11.0,6.0,Rick Ankiel,C. Holt,-165,155.0
09/19/00,STL,HOU,6.0,8.0,Pat Hentgen,Wade Miller,-155,145.0
09/17/00,HOU,PIT,5.0,3.0,Scott Elarton,Dan Serafini,-200.0,188
09/16/00,HOU,PIT,10.0,9.0,Jose Lima,J. Silva,-160.0,150
09/15/00,HOU,PIT,16.0,7.0,T. McKnight,Jason Anderson,-140.0,130
09/14/00,HOU,PIT,8.0,7.0,C. Holt,Bronson Arroyo,-155.0,145
09/13/00,HOU,SF,2.0,3.0,Wade Miller,Livan Hernandez,125.0,-135
09/12/00,HOU,SF,5.0,9.0,Scott Elarton,Shawn Estes,-110.0,100
09/11/00,HOU,SF,7.0,8.0,Jose Lima,Joe Nathan,110.0,-120
09/10/00,CHC,HOU,6.0,7.0,Jon Lieber,T. McKnight,-125,115.0
09/09/00,CHC,HOU,4.0,14.0,Ruben Quevedo,C. Holt,105,-115.0
09/08/00,CHC,HOU,10.0,13.0,K. Tapani,Wade Miller,-110,100.0
09/07/00,HOU,MIA,7.0,3.0,Scott Elarton,Ryan Dempster,-150.0,140
09/06/00,HOU,MIA,13.0,5.0,Jose Lima,J. Sanchez,-155.0,145
09/05/00,HOU,MIA,9.0,5.0,T. McKnight,R. Cornelius,-125.0,115
09/04/00,HOU,MIA,2.0,5.0,C. Holt,C. Smith,-135.0,125
09/03/00,HOU,ATL,9.0,3.0,Wade Miller,Andy Ashby,120.0,-130.0
09/02/00,HOU,ATL,6.0,8.0,Scott Elarton,Greg Maddux,125.0,-135.0
09/01/00,HOU,ATL,3.0,2.0,Jose Lima,J. Burkett,110.0,-120.0
08/30/00,NYM,HOU,1.0,0.0,Rick Reed,C. Holt,-165,155.0
08/29/00,NYM,HOU,1.0,11.0,Al Leiter,Wade Miller,-220,200.0
08/28/00,NYM,HOU,4.0,2.0,Glendon Rusch,Brian Powell,-165,155.0
08/27/00,WAS,HOU,3.0,7.0,T. Moore,Scott Elarton,140,-150.0
08/26/00,WAS,HOU,5.0,4.0,Dustin Hermanson,Jose Lima,-115,105.0
08/25/00,WAS,HOU,1.0,3.0,F. Lira,C. Holt,110,-120.0
08/23/00,HOU,CHC,5.0,15.0,Wade Miller,Ruben Quevedo,-140.0,130
08/22/00,HOU,CHC,10.0,7.0,Brian Powell,Kerry Wood,-115.0,105
08/21/00,HOU,CHC,5.0,4.0,Scott Elarton,K. Tapani,-140.0,130
08/20/00,HOU,MIL,5.0,6.0,Jose Lima,P. Rigdon,-150.0,140
08/19/00,HOU,MIL,10.0,8.0,C. Holt,J. Wright,-155.0,145
08/18/00,HOU,MIL,5.0,4.0,Wade Miller,Jimmy Haynes,-145.0,135
08/16/00,HOU,PIT,11.0,10.0,Scott Elarton,Dan Serafini,-185.0,175
08/15/00,HOU,PIT,5.0,4.0,Jose Lima,Kris Benson,-110.0,100
08/14/00,HOU,PIT,16.0,2.0,C. Holt,J. Silva,-135.0,125
08/13/00,PHI,HOU,7.0,14.0,Omar Daal,Brian Powell,-115,105.0
08/12/00,PHI,HOU,3.0,2.0,Robert Person,Wade Miller,-125,115.0
08/11/00,PHI,HOU,2.0,7.0,Bruce Chen,Scott Elarton,105,-115.0
08/10/00,HOU,NYM,3.0,10.0,T. McKnight,B.J. Jones,150.0,-160
08/09/00,HOU,NYM,5.0,12.0,Jose Lima,Rick Reed,130.0,-140
08/08/00,HOU,NYM,9.0,3.0,Brian Powell,Al Leiter,160.0,-170
08/07/00,HOU,NYM,5.0,6.0,Wade Miller,Mike Hampton,150.0,-160
08/06/00,HOU,WAS,8.0,1.0,Scott Elarton,M. Thurman,-160.0,150
08/05/00,HOU,WAS,9.0,10.0,Jose Lima,Dustin Hermanson,-130.0,120
08/04/00,HOU,WAS,7.0,6.0,C. Holt,Javier Vazquez,-115.0,105
08/03/00,MIA,HOU,4.0,3.0,J. Sanchez,Brian Powell,-130,120.0
08/02/00,MIA,HOU,5.0,4.0,R. Cornelius,Wade Miller,105,-115.0
08/01/00,MIA,HOU,3.0,4.0,C. Smith,Scott Elarton,115,-125.0
07/31/00,MIA,HOU,2.0,4.0,A.J. Burnett,Jose Lima,-110,100.0
07/30/00,ATL,HOU,6.0,3.0,Tom Glavine,C. Holt,-205.0,190.0
07/29/00,ATL,HOU,13.0,5.0,J. Burkett,Shane Reynolds,-135.0,125.0
07/28/00,ATL,HOU,5.0,2.0,Andy Ashby,Wade Miller,-185.0,175.0
07/26/00,CIN,HOU,2.0,3.0,S. Parris,Scott Elarton,-120,110.0
07/25/00,CIN,HOU,4.0,7.0,Scott Williamson,Jose Lima,-155,145.0
07/24/00,CIN,HOU,5.0,7.0,P. Harnisch,C. Holt,-165,155.0
07/23/00,HOU,STL,15.0,7.0,Shane Reynolds,An. Benes,115.0,-125.0
07/22/00,HOU,STL,10.0,5.0,Wade Miller,Pat Hentgen,125.0,-135.0
07/21/00,HOU,STL,1.0,12.0,Scott Elarton,Rick Ankiel,-110.0,100.0
07/20/00,HOU,CIN,6.0,2.0,Jose Lima,Scott Williamson,130.0,-140.0
07/19/00,HOU,CIN,0.0,4.0,C. Holt,P. Harnisch,110.0,-120.0
07/18/00,CLE,HOU,8.0,2.0,Dave Burba,Shane Reynolds,-145,135.0
07/17/00,CLE,HOU,8.0,6.0,Tim Drew,Wade Miller,-135,125.0
07/16/00,CLE,HOU,1.0,5.0,Bartolo Colon,Scott Elarton,-180,170.0
07/15/00,DET,HOU,11.0,6.0,W. Blair,Jose Lima,-115,105.0
07/14/00,DET,HOU,4.0,9.0,Hideo Nomo,C. Holt,-125,115.0
07/13/00,DET,HOU,8.0,2.0,Brian Moehler,Shane Reynolds,-105,-105.0
07/09/00,HOU,KC,9.0,6.0,Jose Lima,Jay Witasick,-130.0,120
07/08/00,HOU,KC,2.0,5.0,Wade Miller,M. Suzuki,-110.0,100
07/07/00,HOU,KC,9.0,5.0,Scott Elarton,B. Stein,-150.0,140
07/06/00,HOU,ARI,1.0,2.0,C. Holt,G. Guzman,105.0,-115.0
07/05/00,HOU,ARI,9.0,12.0,Shane Reynolds,Nelson Figueroa,-145.0,135.0
07/04/00,HOU,ARI,4.0,10.0,Jose Lima,Randy Johnson,220.0,-240.0
07/02/00,STL,HOU,3.0,6.0,D. Kile,Scott Elarton,-180,170.0
07/01/00,STL,HOU,10.0,9.0,Garrett Stephenson,Octavio Dotel,-165,155.0
06/30/00,STL,HOU,5.0,4.0,Rick Ankiel,C. Holt,-180,170.0
06/29/00,ARI,HOU,7.0,1.0,Randy Johnson,Shane Reynolds,-250,230.0
06/28/00,ARI,HOU,6.0,2.0,Brian Anderson,Jose Lima,-155,145.0
06/27/00,ARI,HOU,4.0,12.0,Omar Daal,Scott Elarton,-150,140.0
06/26/00,ARI,HOU,6.0,1.0,A. Reynoso,Octavio Dotel,-150,140.0
06/25/00,HOU,SF,2.0,4.0,C. Holt,Russ Ortiz,-115.0,105
06/24/00,HOU,SF,4.0,13.0,Shane Reynolds,Joe Nathan,-120.0,110
06/23/00,HOU,SF,3.0,10.0,Jose Lima,Livan Hernandez,105.0,-115
06/22/00,HOU,LAD,6.0,3.0,Scott Elarton,Darren Dreifort,105.0,-115
06/21/00,HOU,LAD,6.0,7.0,Octavio Dotel,C. Perez,-130.0,120
06/20/00,HOU,LAD,6.0,9.0,C. Holt,Kevin Brown,145.0,-155
06/18/00,SF,HOU,2.0,4.0,Joe Nathan,Shane Reynolds,-115,105.0
06/17/00,SF,HOU,6.0,4.0,Livan Hernandez,Jose Lima,-150,140.0
06/16/00,SF,HOU,7.0,4.0,Shawn Estes,Scott Elarton,-160,150.0
06/15/00,COL,HOU,5.0,4.0,Kevin Jarvis,Octavio Dotel,-110,100.0
06/14/00,COL,HOU,4.0,8.0,Pedro Astacio,C. Holt,-155,145.0
06/13/00,COL,HOU,3.0,6.0,R. Arrojo,Shane Reynolds,-110,100.0
06/11/00,SD,HOU,4.0,1.0,Adam Eaton,Jose Lima,105,-115.0
06/10/00,SD,HOU,13.0,3.0,Brian Meadows,Scott Elarton,105,-115.0
06/09/00,SD,HOU,6.0,7.0,St. Spencer,Octavio Dotel,-125,115.0
06/08/00,LAD,HOU,5.0,2.0,Chan Ho Park,C. Holt,-135,125.0
06/07/00,HOU,MIN,0.0,2.0,Shane Reynolds,Joe Mays,-210.0,193.0
06/06/00,HOU,MIN,1.0,3.0,Jose Lima,Eric Milton,-150.0,140.0
06/05/00,HOU,MIN,8.0,2.0,Scott Elarton,Brad Radke,-130.0,120.0
06/04/00,HOU,CHW,3.0,7.0,Octavio Dotel,M. Sirotka,-140.0,130
06/03/00,HOU,CHW,6.0,1.0,C. Holt,Kip Wells,-150.0,140
06/02/00,HOU,CHW,4.0,7.0,Shane Reynolds,Jim Parque,-155.0,145
05/31/00,COL,HOU,8.0,6.0,M. Yoshii,Jose Lima,-115,105.0
05/30/00,COL,HOU,10.0,7.0,Kevin Jarvis,Scott Elarton,105,-115.0
05/29/00,COL,HOU,8.0,7.0,Pedro Astacio,Octavio Dotel,-120,110.0
05/28/00,HOU,ATL,4.0,3.0,C. Holt,Kevin Millwood,125.0,-135.0
05/27/00,HOU,ATL,5.0,6.0,Shane Reynolds,J. Burkett,-150.0,140.0
05/26/00,HOU,ATL,5.0,4.0,Jose Lima,Tom Glavine,130.0,-140.0
05/25/00,HOU,PHI,10.0,6.0,Scott Elarton,Andy Ashby,-140.0,130
05/24/00,HOU,PHI,7.0,9.0,Octavio Dotel,Curt Schilling,-130.0,120
05/23/00,HOU,PHI,10.0,2.0,C. Holt,Randy Wolf,-130.0,120
05/22/00,MIL,HOU,6.0,1.0,Jason Bere,K. Gross,110,-120.0
05/22/00,MIL,HOU,10.0,9.0,S. Woodard,Shane Reynolds,150,-160.0
05/21/00,WAS,HOU,8.0,3.0,Javier Vazquez,Jose Lima,-130,120.0
05/20/00,WAS,HOU,8.0,7.0,H. Irabu,Scott Elarton,105,-115.0
05/19/00,WAS,HOU,3.0,2.0,Tony Armas,Octavio Dotel,115,-125.0
05/16/00,MIL,HOU,6.0,5.0,Jason Bere,Shane Reynolds,155,-165.0
05/15/00,HOU,CIN,3.0,4.0,Jose Lima,Ron Villone,105.0,-115.0
05/14/00,HOU,CIN,10.0,3.0,Scott Elarton,S. Parris,-110.0,100.0
05/13/00,HOU,CIN,7.0,8.0,C. Holt,O. Fernandez,-125.0,115.0
05/12/00,HOU,CIN,3.0,7.0,Octavio Dotel,Denny Neagle,100.0,-110.0
05/10/00,HOU,COL,5.0,1.0,Shane Reynolds,M. Yoshii,-175.0,165.0
05/09/00,HOU,COL,13.0,8.0,Scott Elarton,S. Karl,-155.0,145.0
05/08/00,HOU,COL,1.0,3.0,C. Holt,Pedro Astacio,-120.0,110.0
05/07/00,LAD,HOU,8.0,14.0,Eric Gagne,Jose Lima,-130,120.0
05/06/00,LAD,HOU,9.0,6.0,Darren Dreifort,Octavio Dotel,-140,130.0
05/05/00,LAD,HOU,3.0,2.0,Kevin Brown,Shane Reynolds,-165,155.0
05/04/00,CHC,HOU,2.0,6.0,Ismael Valdez,Scott Elarton,-110,100.0
05/03/00,CHC,HOU,4.0,3.0,Jon Lieber,C. Holt,-130,120.0
05/02/00,CHC,HOU,11.0,1.0,Kerry Wood,Jose Lima,-120,110.0
05/01/00,MIL,HOU,0.0,5.0,S. Woodard,Octavio Dotel,125,-135.0
04/30/00,MIL,HOU,4.0,3.0,Jason Bere,Shane Reynolds,145,-155.0
04/29/00,MIL,HOU,3.0,10.0,E. Stull,Scott Elarton,130,-140.0
04/28/00,MIL,HOU,0.0,7.0,J. Navarro,C. Holt,115,-125.0
04/27/00,HOU,CHC,3.0,12.0,Jose Lima,Jon Lieber,-170.0,160
04/26/00,HOU,CHC,8.0,13.0,Octavio Dotel,A. Lorraine,-185.0,175
04/25/00,HOU,CHC,11.0,7.0,Shane Reynolds,Scott Downs,-220.0,200
04/23/00,HOU,SD,10.0,11.0,Scott Elarton,Brian Meadows,-180.0,170.0
04/22/00,HOU,SD,6.0,8.0,C. Holt,Matt Clement,-125.0,115.0
