date,homeTeam,awayTeam,homeScore,awayScore,homePitcher,awayPitcher,homeLine,awayLine
10/07/01,TOR,CLE,2.0,3.0,Brandon Lyon,CC Sabathia,120.0,-130.0
10/06/01,TOR,CLE,5.0,2.0,Chris Carpenter,Tim Drew,-135.0,125.0
10/05/01,TOR,CLE,4.0,3.0,Esteban Loaiza,Dave Burba,-115.0,105.0
10/05/01,TOR,CLE,5.0,0.0,Roy Halladay,C. Finley,110.0,-120.0
10/03/01,BAL,TOR,6.0,7.0,Jason Johnson,P. Coco,-120.0,110.0
10/02/01,BAL,TOR,4.0,3.0,Sean Douglass,Brandon Lyon,115.0,-125.0
10/01/01,BAL,TOR,0.0,1.0,Rick Bauer,Esteban Loaiza,115.0,-125.0
09/30/01,TB,TOR,5.0,6.0,Joe Kennedy,Chris Carpenter,110.0,-120.0
09/29/01,TB,TOR,5.0,2.0,Nick Bierbrodt,Roy Halladay,145.0,-155.0
09/28/01,TB,TOR,6.0,1.0,B. Rekar,Kelvim Escobar,145.0,-155.0
09/27/01,TB,TOR,5.0,1.0,R. Rupe,Brandon Lyon,120.0,-130.0
09/25/01,CLE,TOR,11.0,7.0,Ryan Drese,Chris Carpenter,-140.0,130.0
09/24/01,CLE,TOR,2.0,3.0,Bartolo Colon,Roy Halladay,-160.0,150.0
09/23/01,TOR,TB,0.0,1.0,Kelvim Escobar,Joe Kennedy,-175.0,165.0
09/22/01,TOR,TB,8.0,7.0,Esteban Loaiza,Nick Bierbrodt,-185.0,175.0
09/21/01,TOR,TB,4.0,7.0,Brandon Lyon,B. Rekar,-190.0,180.0
09/20/01,TOR,BAL,6.0,12.0,Chris Carpenter,Josh Towers,-180.0,170.0
09/19/01,TOR,BAL,4.0,1.0,Roy Halladay,C. Maduro,-175.0,165.0
09/18/01,TOR,BAL,8.0,5.0,Kelvim Escobar,Jason Johnson,-185.0,175.0
09/09/01,DET,TOR,3.0,6.0,Nate Cornejo,Chris Carpenter,125.0,-135.0
09/08/01,DET,TOR,4.0,3.0,H. Murray,Roy Halladay,135.0,-145.0
09/07/01,DET,TOR,1.0,2.0,Jose Lima,Brandon Lyon,120.0,-130.0
09/05/01,TOR,NYY,3.0,4.0,Kelvim Escobar,Roger Clemens,140.0,-150.0
09/04/01,TOR,NYY,14.0,0.0,Chris Carpenter,Andy Pettitte,140.0,-150.0
09/03/01,TOR,NYY,5.0,7.0,Roy Halladay,Sterling Hitchcock,-120.0,110.0
09/02/01,TOR,DET,11.0,0.0,Esteban Loaiza,Jose Lima,-140.0,130.0
09/01/01,TOR,DET,3.0,1.0,Brandon Lyon,Jeff Weaver,-120.0,110.0
08/31/01,TOR,DET,3.0,4.0,Kelvim Escobar,S. Sparks,-165.0,155.0
08/30/01,NYY,TOR,5.0,4.0,Andy Pettitte,Chris Carpenter,-210.0,193.0
08/29/01,NYY,TOR,2.0,3.0,Sterling Hitchcock,Roy Halladay,-160.0,150.0
08/28/01,NYY,TOR,4.0,0.0,Mike Mussina,Esteban Loaiza,-210.0,193.0
08/26/01,BAL,TOR,1.0,5.0,Jose Mercedes,Brandon Lyon,-115.0,105.0
08/25/01,BAL,TOR,0.0,9.0,C. Maduro,Kelvim Escobar,115.0,-125.0
08/24/01,BAL,TOR,0.0,5.0,Jason Johnson,Chris Carpenter,-110.0,100.0
08/23/01,MIN,TOR,2.0,6.0,Kyle Lohse,Roy Halladay,-115.0,105.0
08/22/01,MIN,TOR,6.0,3.0,Rick Reed,Esteban Loaiza,-125.0,115.0
08/21/01,MIN,TOR,5.0,7.0,Brad Radke,Brandon Lyon,-155.0,145.0
08/20/01,MIN,TOR,2.0,3.0,Joe Mays,Kelvim Escobar,-125.0,115.0
08/19/01,TOR,TEX,4.0,8.0,Chris Carpenter,A. Myette,-135.0,125.0
08/18/01,TOR,TEX,5.0,12.0,Roy Halladay,Rob Bell,-140.0,130.0
08/17/01,TOR,TEX,11.0,3.0,Esteban Loaiza,Darren Oliver,-115.0,105.0
08/16/01,TOR,OAK,4.0,8.0,Brandon Lyon,Cory Lidle,150.0,-160.0
08/15/01,TOR,OAK,5.0,2.0,Kelvim Escobar,Barry Zito,150.0,-160.0
08/14/01,TOR,OAK,6.0,3.0,Chris Carpenter,Tim Hudson,170.0,-180.0
08/12/01,LAA,TOR,6.0,5.0,P. Rapp,Roy Halladay,-125.0,115.0
08/11/01,LAA,TOR,6.0,7.0,Ramon Ortiz,Esteban Loaiza,-140.0,130.0
08/10/01,LAA,TOR,8.0,7.0,Scott Schoeneweis,Brandon Lyon,-140.0,130.0
08/09/01,SEA,TOR,5.0,6.0,Freddy Garcia,Kelvim Escobar,-220.0,200.0
08/08/01,SEA,TOR,12.0,4.0,Jamie Moyer,Chris Carpenter,-185.0,175.0
08/07/01,SEA,TOR,5.0,4.0,Joel Pineiro,Roy Halladay,-175.0,165.0
08/05/01,TOR,BAL,5.0,4.0,Esteban Loaiza,Josh Towers,-130.0,120.0
08/04/01,TOR,BAL,2.0,1.0,Brandon Lyon,Sidney Ponson,-115.0,105.0
08/03/01,TOR,BAL,10.0,1.0,Kelvim Escobar,Jose Mercedes,-135.0,125.0
08/02/01,TOR,MIN,4.0,9.0,Chris Carpenter,Rick Reed,105.0,-115.0
08/01/01,TOR,MIN,3.0,1.0,Roy Halladay,Kyle Lohse,-110.0,100.0
07/31/01,TOR,MIN,3.0,1.0,Esteban Loaiza,Joe Mays,110.0,-120.0
07/29/01,TOR,NYY,3.0,9.0,J. Hamilton,Andy Pettitte,160.0,-170.0
07/28/01,TOR,NYY,1.0,12.0,Kelvim Escobar,Roger Clemens,170.0,-180.0
07/27/01,TOR,NYY,1.0,9.0,Chris Carpenter,Mike Mussina,150.0,-160.0
07/26/01,BOS,TOR,6.0,3.0,Hideo Nomo,Roy Halladay,-170.0,160.0
07/25/01,BOS,TOR,3.0,4.0,R. Arrojo,Esteban Loaiza,-150.0,140.0
07/24/01,BOS,TOR,6.0,4.0,D. Cone,J. Hamilton,-150.0,140.0
07/23/01,NYY,TOR,7.0,2.0,Roger Clemens,S. Parris,-230.0,210.0
07/22/01,NYY,TOR,7.0,3.0,Mike Mussina,Chris Carpenter,-200.0,188.0
07/21/01,NYY,TOR,3.0,5.0,Randy Keisler,Roy Halladay,-160.0,150.0
07/20/01,NYY,TOR,4.0,10.0,B. Jodie,Esteban Loaiza,-160.0,150.0
07/19/01,TOR,BOS,4.0,3.0,J. Hamilton,R. Arrojo,125.0,-135.0
07/18/01,TOR,BOS,4.0,5.0,S. Parris,D. Cone,-105.0,-105.0
07/17/01,NYM,TOR,1.0,0.0,Al Leiter,Chris Carpenter,-135.0,125.0
07/16/01,NYM,TOR,3.0,0.0,Steve Trachsel,Roy Halladay,-120.0,110.0
07/15/01,NYM,TOR,6.0,2.0,Rick Reed,Chris Michalak,-150.0,140.0
07/14/01,PHI,TOR,2.0,4.0,Nelson Figueroa,J. Hamilton,-160.0,150.0
07/13/01,PHI,TOR,5.0,2.0,Omar Daal,S. Parris,-135.0,125.0
07/12/01,PHI,TOR,1.0,2.0,Dave Coggin,Chris Carpenter,-110.0,100.0
07/08/01,TOR,WAS,9.0,3.0,Chris Michalak,Tony Armas,100.0,-110.0
07/07/01,TOR,WAS,9.0,8.0,Roy Halladay,M. Yoshii,-120.0,110.0
07/06/01,TOR,WAS,7.0,10.0,Chris Carpenter,M. Thurman,-150.0,140.0
07/05/01,TB,TOR,4.0,7.0,R. Rupe,J. Hamilton,105.0,-115.0
07/04/01,TB,TOR,1.0,8.0,B. Rekar,S. Parris,110.0,-120.0
07/03/01,TB,TOR,7.0,2.0,Joe Kennedy,Chris Michalak,115.0,-125.0
07/02/01,TOR,BOS,4.0,16.0,Esteban Loaiza,Hideo Nomo,110.0,-120.0
07/01/01,TOR,BOS,0.0,4.0,Chris Carpenter,R. Arrojo,-135.0,125.0
06/30/01,TOR,BOS,5.0,7.0,J. Hamilton,D. Cone,100.0,-110.0
06/29/01,TOR,BOS,8.0,4.0,S. Parris,Tim Wakefield,120.0,-130.0
06/28/01,TOR,BAL,0.0,5.0,Chris Michalak,Sidney Ponson,-135.0,125.0
06/27/01,TOR,BAL,3.0,7.0,Esteban Loaiza,Jose Mercedes,-140.0,130.0
06/26/01,TOR,BAL,3.0,1.0,Chris Carpenter,Jason Johnson,-150.0,140.0
06/25/01,TOR,BAL,2.0,8.0,J. Hamilton,Willis Roberts,-155.0,145.0
06/24/01,BOS,TOR,2.0,5.0,Tim Wakefield,S. Parris,-170.0,160.0
06/23/01,BOS,TOR,6.0,9.0,Frank Castillo,Chris Michalak,-140.0,130.0
06/22/01,BOS,TOR,3.0,4.0,Hideo Nomo,Esteban Loaiza,-150.0,140.0
06/20/01,BAL,TOR,5.0,6.0,Willis Roberts,Chris Carpenter,120.0,-130.0
06/19/01,BAL,TOR,5.0,1.0,Josh Towers,J. Hamilton,-135.0,125.0
