date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/18/2017,TOR,CWS,7,3,-220,+201
06/18/2017,CIN,LAD,7,8,+156,-170
06/18/2017,DET,TB,1,9,-105,-103
06/18/2017,NYM,WSH,5,1,-123,+114
06/18/2017,PHI,ARI,4,5,+163,-177
06/18/2017,BAL,STL,8,5,-104,-104
06/18/2017,ATL,MIA,5,4,-106,-102
06/18/2017,PIT,CHC,1,7,-109,+101
06/18/2017,MIN,CLE,2,5,+130,-141
06/18/2017,MIL,SD,2,1,-159,+146
06/18/2017,TEX,SEA,3,7,-190,+174
06/18/2017,COL,SF,7,5,-180,+165
06/18/2017,LAA,KC,3,7,+101,-109
06/18/2017,OAK,NYY,4,3,+125,-135
06/18/2017,HOU,BOS,5,6,-123,+114
