date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/25/2017,MIA,CHC,4,2,+128,-139
06/25/2017,TB,BAL,5,8,-154,+142
06/25/2017,CLE,MIN,0,4,-165,+152
06/25/2017,ATL,MIL,0,7,-102,-106
06/25/2017,WSH,CIN,2,6,-152,+140
06/25/2017,BOS,LAA,2,4,-160,+147
06/25/2017,NYY,TEX,6,7,-241,+220
06/25/2017,CWS,OAK,3,5,+116,-126
06/25/2017,KC,TOR,2,8,+120,-130
06/25/2017,SF,NYM,2,8,-152,+140
06/25/2017,SEA,HOU,2,8,-109,+101
06/25/2017,ARI,PHI,2,1,-182,+167
06/25/2017,LAD,COL,12,6,-153,+141
06/25/2017,SD,DET,5,7,+109,-118
06/25/2017,STL,PIT,8,4,-164,+151
