date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/10/2017,WSH,TEX,3,6,-175,+161
06/10/2017,ATL,NYM,1,6,-110,+102
06/10/2017,TB,OAK,6,5,-110,+102
06/10/2017,STL,PHI,7,0,-252,+229
06/10/2017,CHC,COL,1,9,-137,+126
06/10/2017,SF,MIN,2,3,-162,+149
06/10/2017,PIT,MIA,7,6,+106,-115
06/10/2017,HOU,LAA,3,1,-183,+168
06/10/2017,SD,KC,6,12,+105,-114
06/10/2017,ATL,NYM,1,8,+156,-170
06/10/2017,TB,OAK,2,7,-101,-107
06/10/2017,CLE,CWS,3,5,-221,+202
06/10/2017,NYY,BAL,16,3,-261,+237
06/10/2017,BOS,DET,11,3,-190,+174
06/10/2017,ARI,MIL,3,2,-144,+133
06/10/2017,SEA,TOR,2,4,+119,-129
06/10/2017,LAD,CIN,5,4,-220,+201
