date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/28/2017,SEA,PHI,4,5,-223,+204
06/28/2017,SF,COL,5,3,+109,-118
06/28/2017,WSH,CHC,8,4,-180,+165
06/28/2017,PIT,TB,6,2,-110,+102
06/28/2017,TOR,BAL,4,0,-206,+189
06/28/2017,DET,KC,2,8,-145,+134
06/28/2017,CLE,TEX,5,3,-135,+125
06/28/2017,BOS,MIN,1,4,-164,+151
06/28/2017,MIA,NYM,0,8,-115,+106
06/28/2017,CIN,MIL,4,3,-106,-102
06/28/2017,CWS,NYY,3,12,+110,-119
06/28/2017,HOU,OAK,11,8,-166,+153
06/28/2017,ARI,STL,3,4,-133,+123
06/28/2017,LAA,LAD,3,2,+123,-133
06/28/2017,SD,ATL,7,4,-125,+115
