date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/27/2017,WSH,CHC,6,1,-170,+156
06/27/2017,PIT,TB,2,4,-106,-102
06/27/2017,TOR,BAL,1,3,-167,+154
06/27/2017,BOS,MIN,9,2,-208,+190
06/27/2017,CIN,MIL,8,6,-130,+120
06/27/2017,MIA,NYM,6,3,-171,+157
06/27/2017,CLE,TEX,1,2,-173,+159
06/27/2017,DET,KC,5,3,-146,+135
06/27/2017,CWS,NYY,4,3,+132,-143
06/27/2017,HOU,OAK,4,6,-151,+139
06/27/2017,ARI,STL,6,5,+114,-123
06/27/2017,SEA,PHI,2,8,-190,+174
06/27/2017,LAD,LAA,4,0,-197,+181
06/27/2017,SD,ATL,0,3,-116,+107
06/27/2017,SF,COL,4,3,+104,-113
