date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/14/2017,MIA,OAK,11,6,-164,+151
06/14/2017,SD,CIN,4,2,-115,+106
06/14/2017,SF,KC,2,7,-157,+145
06/14/2017,WSH,ATL,2,13,-167,+154
06/14/2017,PHI,BOS,3,7,+110,-119
06/14/2017,PIT,COL,1,5,-103,-105
06/14/2017,TOR,TB,7,6,-138,+127
06/14/2017,CLE,LAD,4,6,-130,+120
06/14/2017,NYM,CHC,9,4,+111,-120
06/14/2017,DET,ARI,1,2,-120,+111
06/14/2017,MIN,SEA,4,6,-129,+119
06/14/2017,CWS,BAL,6,10,+119,-129
06/14/2017,HOU,TEX,13,2,-146,+135
06/14/2017,STL,MIL,6,7,-172,+158
06/14/2017,LAA,NYY,7,5,+135,-146
