date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/04/2017,TOR,NYY,3,2,-113,+104
06/04/2017,MIA,ARI,6,5,-135,+125
06/04/2017,NYM,PIT,1,11,-124,+115
06/04/2017,CIN,ATL,8,13,-110,+102
06/04/2017,DET,CWS,7,4,-248,+226
06/04/2017,PHI,SF,9,7,-103,-105
06/04/2017,BAL,BOS,3,7,+174,-190
06/04/2017,MIL,LAD,3,0,+129,-140
06/04/2017,KC,CLE,0,8,+125,-135
06/04/2017,TEX,HOU,2,7,+130,-141
06/04/2017,LAA,MIN,2,3,+120,-130
06/04/2017,OAK,WSH,10,11,-107,-101
06/04/2017,SEA,TB,7,1,-130,+120
06/04/2017,SD,COL,1,3,+133,-144
06/04/2017,CHC,STL,7,6,-170,+156
