date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/30/2017,PIT,SF,5,13,-118,+109
06/30/2017,BAL,TB,4,6,+120,-130
06/30/2017,TOR,BOS,4,7,-118,+109
06/30/2017,CIN,CHC,5,0,-120,+111
06/30/2017,NYM,PHI,2,1,-270,+245
06/30/2017,CWS,TEX,8,7,+121,-131
06/30/2017,MIL,MIA,3,2,+103,-111
06/30/2017,HOU,NYY,4,13,-180,+165
06/30/2017,STL,WSH,8,1,-118,+109
06/30/2017,KC,MIN,8,1,-125,+115
06/30/2017,ARI,COL,3,6,-147,+136
06/30/2017,OAK,ATL,1,3,-180,+165
06/30/2017,LAA,SEA,0,10,+120,-130
06/30/2017,SD,LAD,4,10,+188,-205
