date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/16/2017,PHI,ARI,4,5,-121,+112
06/16/2017,BAL,STL,2,11,+122,-132
06/16/2017,PIT,CHC,5,9,-102,-106
06/16/2017,TOR,CWS,4,11,-205,+188
06/16/2017,DET,TB,13,4,-131,+121
06/16/2017,CIN,LAD,1,3,+146,-159
06/16/2017,NYM,WSH,2,7,+134,-145
06/16/2017,ATL,MIA,0,5,-108,-100
06/16/2017,TEX,SEA,10,4,+104,-113
06/16/2017,MIN,CLE,1,8,+133,-144
06/16/2017,MIL,SD,6,5,-150,+138
06/16/2017,HOU,BOS,1,2,-129,+119
06/16/2017,COL,SF,10,8,-120,+111
06/16/2017,OAK,NYY,7,6,+116,-126
06/16/2017,LAA,KC,1,3,-110,+102
