date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/03/2017,TOR,NYY,0,7,-149,+137
06/03/2017,KC,CLE,12,5,+166,-181
06/03/2017,STL,CHC,3,5,+136,-147
06/03/2017,OAK,WSH,10,4,-118,+109
06/03/2017,PHI,SF,5,3,+122,-132
06/03/2017,CIN,ATL,5,6,-180,+165
06/03/2017,SD,COL,1,10,+102,-110
06/03/2017,MIA,ARI,3,0,-137,+126
06/03/2017,MIL,LAD,8,10,+144,-156
06/03/2017,DET,CWS,10,1,-135,+125
06/03/2017,TEX,HOU,5,6,+159,-173
06/03/2017,NYM,PIT,4,2,-141,+130
06/03/2017,BAL,BOS,2,5,+114,-123
06/03/2017,LAA,MIN,7,2,-109,+101
06/03/2017,SEA,TB,9,2,-103,-105
