date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/13/2017,STL,MIL,6,0,-148,+136
06/13/2017,WSH,ATL,10,5,-185,+170
06/13/2017,PIT,COL,5,2,-113,+104
06/13/2017,TOR,TB,1,8,-150,+138
06/13/2017,CLE,LAD,5,7,+159,-173
06/13/2017,DET,ARI,6,7,-104,-104
06/13/2017,BOS,PHI,4,3,-270,+245
06/13/2017,NYM,CHC,3,14,+122,-132
06/13/2017,MIA,OAK,8,1,-125,+115
06/13/2017,CWS,BAL,6,1,+114,-123
06/13/2017,HOU,TEX,2,4,-190,+174
06/13/2017,MIN,SEA,20,7,-102,-106
06/13/2017,STL,MIL,5,8,-111,+103
06/13/2017,LAA,NYY,3,2,+113,-122
06/13/2017,SD,CIN,6,2,-107,-101
06/13/2017,SF,KC,1,8,-115,+106
