date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/21/2017,MIA,WSH,2,1,+123,-133
06/21/2017,TB,CIN,8,3,-108,-100
06/21/2017,KC,BOS,6,4,+126,-137
06/21/2017,CHC,SD,2,3,-199,+182
06/21/2017,PHI,STL,6,7,+124,-134
06/21/2017,BAL,CLE,1,5,+165,-179
06/21/2017,NYY,LAA,8,4,-205,+188
06/21/2017,ATL,SF,5,3,+116,-126
06/21/2017,TEX,TOR,5,7,-115,+106
06/21/2017,MIL,PIT,4,3,-121,+112
06/21/2017,MIN,CWS,4,2,-183,+168
06/21/2017,COL,ARI,5,16,-145,+134
06/21/2017,OAK,HOU,1,5,-104,-104
06/21/2017,LAD,NYM,8,2,-228,+208
06/21/2017,SEA,DET,7,5,-129,+119
