date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
06/17/2017,TOR,CWS,2,5,-233,+213
06/17/2017,MIN,CLE,3,9,+110,-119
06/17/2017,COL,SF,5,1,-185,+170
06/17/2017,PHI,ARI,1,5,+113,-122
06/17/2017,BAL,STL,15,7,-116,+107
06/17/2017,OAK,NYY,5,2,+110,-119
06/17/2017,MIL,SD,5,7,-158,+146
06/17/2017,DET,TB,2,3,+103,-111
06/17/2017,NYM,WSH,4,7,+156,-170
06/17/2017,ATL,MIA,8,7,-116,+107
06/17/2017,CIN,LAD,2,10,+133,-144
06/17/2017,TEX,SEA,10,4,-135,+125
06/17/2017,MIN,CLE,2,6,+104,-113
06/17/2017,LAA,KC,9,0,-141,+130
06/17/2017,HOU,BOS,7,1,-111,+103
06/17/2017,PIT,CHC,4,3,+106,-115
