"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Wily Peralta","Brewers","20","20","108.2","4.97","3.06","1.16",".320","73.3 %","51.6 %","13.5 %","4.72","4.84","4.57","0.3","7738"
"CC Sabathia","Yankees","29","29","167.1","7.37","2.69","1.51",".317","74.2 %","45.9 %","16.6 %","4.73","4.68","3.99","1.2","404"
"Rafael Montero","Mets","1","1","5.2","9.53","1.59","0.00",".294","50.0 %","56.3 %","0.0 %","4.76","1.55","2.59","0.2","12760"
"Robbie Erlin","Padres","3","3","17.0","5.29","1.06","0.53",".294","56.8 %","47.1 %","7.1 %","4.76","3.25","3.70","0.3","10354"
"Ryan Weber","Braves","5","5","28.1","6.04","1.91","0.95",".278","62.5 %","64.2 %","20.0 %","4.76","4.02","3.42","0.2","10160"
"Matt Wisler","Braves","19","19","107.0","5.89","3.28","1.35",".302","73.6 %","33.5 %","10.7 %","4.79","4.95","5.07","0.1","12804"
"Charlie Morton","Pirates","23","23","129.0","6.70","2.86","0.91",".309","65.8 %","57.3 %","14.9 %","4.81","4.19","3.87","1.0","4676"
"Vance Worley","Pirates","8","8","43.0","5.65","3.14","0.63",".356","66.4 %","48.3 %","6.5 %","4.81","3.90","4.57","0.5","6435"
"Tanner Roark","Nationals","12","12","65.1","4.96","1.93","1.65",".292","76.1 %","46.2 %","16.7 %","4.82","5.29","4.53","-0.3","8753"
"Joe Kelly","Red Sox","25","25","134.1","7.37","3.28","1.00",".320","69.3 %","45.6 %","12.2 %","4.82","4.18","4.08","1.2","9761"
"Jose Urena","Marlins","9","9","46.1","4.08","3.50","0.58",".321","68.8 %","48.4 %","6.4 %","4.86","4.43","5.08","0.2","11589"
"Aaron Harang","Phillies","29","29","172.1","5.64","2.66","1.36",".293","69.7 %","36.1 %","10.5 %","4.86","4.83","4.99","0.9","1451"
"Derek Holland","Rangers","10","10","58.2","6.29","2.61","1.69",".281","74.7 %","41.9 %","17.5 %","4.91","5.30","4.45","0.0","4141"
"Miguel Gonzalez","Orioles","26","26","144.2","6.78","3.17","1.49",".295","73.1 %","40.3 %","15.0 %","4.91","5.01","4.48","0.5","7024"
"Mat Latos","- - -","21","21","111.2","7.66","2.50","0.81",".312","62.4 %","43.9 %","9.4 %","4.92","3.46","3.69","1.8","3815"
"Rick Porcello","Red Sox","28","28","172.0","7.80","1.99","1.31",".332","67.5 %","45.7 %","14.5 %","4.92","4.13","3.72","1.6","2717"
"Jeff Samardzija","White Sox","32","32","214.0","6.86","2.06","1.22",".303","67.2 %","39.0 %","10.8 %","4.96","4.23","4.31","2.5","3254"
"Anibal Sanchez","Tigers","25","25","157.0","7.91","2.81","1.66",".278","70.0 %","40.0 %","16.0 %","4.99","4.73","4.03","1.0","3284"
"Chris Tillman","Orioles","31","31","173.0","6.24","3.33","1.04",".293","68.2 %","43.5 %","10.4 %","4.99","4.45","4.58","1.8","5279"
"Alfredo Simon","Tigers","31","31","187.0","5.63","3.27","1.16",".294","67.8 %","43.6 %","11.3 %","5.05","4.77","4.78","1.1","2155"
"Travis Wood","Cubs","9","9","42.2","9.91","2.53","1.90",".296","69.1 %","30.1 %","16.1 %","5.06","4.59","3.78","0.2","9884"
"Ivan Nova","Yankees","17","17","94.0","6.03","3.16","1.24",".290","70.4 %","49.0 %","13.4 %","5.07","4.87","4.59","0.5","1994"
"Vidal Nuno","Mariners","10","10","51.1","7.36","2.28","2.10",".301","77.7 %","44.7 %","19.0 %","5.08","5.59","4.36","-0.3","9674"
"Jordan Lyles","Rockies","10","10","49.0","5.51","3.49","0.37",".329","60.1 %","49.7 %","5.3 %","5.14","3.79","4.40","0.9","7593"
"Roberto Hernandez","Astros","11","11","66.0","4.23","2.73","1.23",".297","60.7 %","52.4 %","13.6 %","5.18","4.92","4.63","0.1","3273"
"Yohan Flande","Rockies","10","10","48.1","5.96","3.72","2.42",".279","82.8 %","57.1 %","31.0 %","5.21","6.61","4.40","-0.6","5057"
"Josh Collmenter","Diamondbacks","12","12","68.2","4.33","1.31","1.70",".306","69.0 %","33.9 %","13.8 %","5.24","5.07","4.63","0.1","7312"
"Sean Nolin","Athletics","6","6","29.0","4.66","3.72","1.24",".301","67.6 %","42.3 %","9.3 %","5.28","5.13","5.53","0.0","11341"
"Kyle Ryan","Tigers","6","6","30.2","4.70","3.23","2.35",".233","76.4 %","47.9 %","26.7 %","5.28","6.56","4.61","-0.5","11753"
"Joe Blanton","Royals","4","4","18.2","8.20","1.93","1.45",".327","67.3 %","49.1 %","15.0 %","5.30","4.04","3.54","0.2","4849"
"Manny Banuelos","Braves","6","6","25.1","6.39","3.91","1.42",".321","70.3 %","40.0 %","12.9 %","5.33","5.42","5.18","-0.2","5365"
"Brad Mills","Athletics","1","1","5.0","1.80","1.80","1.80",".316","79.0 %","35.0 %","11.1 %","5.40","6.53","6.59","-0.1","4420"
"Brad Peacock","Astros","1","1","5.0","5.40","3.60","0.00",".313","62.5 %","31.3 %","0.0 %","5.40","3.73","5.51","0.1","5401"
"Jorge Lopez","Brewers","2","2","10.0","9.00","4.50","0.00",".467","70.0 %","56.7 %","0.0 %","5.40","2.93","3.82","0.2","14527"
"Matt Moore","Rays","12","12","63.0","6.57","3.29","1.29",".332","69.0 %","39.2 %","11.4 %","5.43","4.82","4.81","0.3","1890"
"Odrisamer Despaigne","Padres","18","18","101.0","5.17","2.14","1.16",".290","64.3 %","49.4 %","13.8 %","5.44","4.58","4.28","0.2","16017"
"Michael Lorenzen","Reds","21","21","105.2","6.64","4.68","1.45",".323","73.7 %","41.1 %","15.7 %","5.45","5.48","4.90","-0.5","14843"
"Drew Hutchison","Blue Jays","28","28","148.0","7.78","2.61","1.28",".341","64.5 %","39.8 %","12.6 %","5.47","4.34","4.16","1.5","10732"
"Jon Gray","Rockies","9","9","40.2","8.85","3.10","0.89",".384","67.3 %","42.4 %","9.8 %","5.53","3.63","3.84","0.8","14916"
"Homer Bailey","Reds","2","2","11.1","2.38","3.18","2.38",".317","82.3 %","52.4 %","23.1 %","5.56","7.10","5.36","-0.2","8362"
"Chris Rusin","Rockies","22","22","125.0","5.98","2.81","1.37",".344","65.8 %","52.3 %","16.4 %","5.62","4.79","4.18","0.8","9895"
"Matt Cain","Giants","11","11","57.2","6.09","2.81","1.72",".308","72.4 %","36.6 %","14.7 %","5.62","5.41","4.85","-0.4","4732"
"Mike Foltynewicz","Braves","15","15","84.0","7.82","3.00","1.82",".340","67.4 %","33.8 %","14.3 %","5.68","5.17","4.63","-0.2","10811"
"Brad Hand","Marlins","12","12","57.0","6.00","3.47","1.26",".332","70.1 %","46.0 %","13.1 %","5.68","4.89","4.64","-0.1","9111"
"Scott Baker","Dodgers","2","2","11.0","6.55","2.45","3.27",".233","83.3 %","38.2 %","25.0 %","5.73","7.23","4.64","-0.3","6176"
"John Lamb","Reds","10","10","49.2","10.51","3.44","1.45",".376","69.3 %","37.7 %","14.3 %","5.80","4.16","3.73","0.6","8493"
"Archie Bradley","Diamondbacks","8","8","35.2","5.80","5.55","0.76",".297","66.3 %","58.0 %","9.7 %","5.80","4.96","5.15","0.0","12918"
"Matt Garza","Brewers","25","25","143.2","6.45","3.45","1.44",".324","64.7 %","44.9 %","14.7 %","5.83","4.97","4.49","0.4","3340"
"Chad Billingsley","Phillies","7","7","37.0","3.65","1.95","1.22",".353","65.5 %","45.3 %","11.6 %","5.84","4.81","4.77","0.1","5842"
"Dan Straily","Astros","3","3","15.1","8.22","4.70","1.17",".289","61.3 %","44.7 %","13.3 %","5.87","4.76","4.51","0.0","9460"
"Felix Doubront","- - -","12","12","61.1","7.19","3.67","1.32",".344","64.1 %","45.5 %","13.8 %","5.87","4.72","4.37","0.3","1478"
"Brandon McCarthy","Dodgers","4","4","23.0","11.35","1.57","3.52",".288","84.4 %","38.3 %","37.5 %","5.87","6.22","2.67","-0.3","4662"
"Eddie Butler","Rockies","16","16","79.1","4.99","4.76","1.47",".333","70.1 %","50.0 %","17.1 %","5.90","5.89","5.18","-0.4","13453"
"Tyler Cravy","Brewers","7","7","32.0","6.47","4.78","1.41",".309","63.0 %","38.6 %","12.8 %","5.91","5.42","5.18","-0.1","10770"
"Dillon Gee","Mets","7","7","38.0","5.92","2.37","0.95",".356","61.0 %","52.9 %","10.8 %","5.92","4.06","4.12","0.4","7396"
"Cory Rasmus","Angels","1","1","3.0","9.00","0.00","3.00",".250","62.5 %","55.6 %","25.0 %","6.00","5.47","3.10","0.0","2413"
"Allen Webster","Diamondbacks","5","5","24.0","5.25","5.63","2.63",".239","66.2 %","46.8 %","24.1 %","6.00","7.76","5.75","-0.6","3993"
"Yusmeiro Petit","Giants","1","1","6.0","3.00","1.50","1.50",".273","65.8 %","45.5 %","12.5 %","6.00","5.63","5.44","0.0","4020"
"Shaun Marcum","Indians","6","6","30.0","7.80","2.40","2.40",".263","67.2 %","30.7 %","20.5 %","6.00","5.77","4.22","-0.2","6204"
"Chris Beck","White Sox","1","1","6.0","4.50","6.00","0.00",".417","64.3 %","47.8 %","0.0 %","6.00","4.13","6.10","0.1","13418"
"David Hale","Rockies","12","12","68.1","7.38","2.50","1.58",".329","62.7 %","48.4 %","16.7 %","6.06","4.70","3.97","0.4","9756"
"Sean O'Sullivan","Phillies","13","13","71.0","4.44","2.54","2.03",".311","72.8 %","41.5 %","15.7 %","6.08","6.18","5.37","-0.7","9137"
"Jeremy Guthrie","Royals","24","24","131.1","4.66","2.67","1.71",".324","69.2 %","34.7 %","13.6 %","6.10","5.65","5.24","-0.8","2072"
"Kyle Lobstein","Tigers","11","11","59.0","4.58","3.36","0.92",".337","63.2 %","51.4 %","10.2 %","6.10","4.56","4.71","0.5","9178"
"Jerome Williams","Phillies","21","21","105.2","5.54","2.47","1.79",".338","68.2 %","47.8 %","19.1 %","6.13","5.42","4.38","-0.3","1137"
"Justin Masterson","Red Sox","9","9","44.0","6.55","4.30","0.82",".343","65.9 %","51.7 %","9.8 %","6.14","4.70","4.90","0.1","2038"
"Hector Noesi","White Sox","5","5","23.1","7.71","5.40","2.31",".234","72.5 %","42.9 %","19.4 %","6.17","6.69","5.31","-0.2","3292"
"Kyle Lohse","Brewers","22","22","124.0","6.24","2.18","1.81",".318","65.6 %","37.3 %","15.5 %","6.31","5.19","4.49","0.0","739"
"Kyle Kendrick","Rockies","27","27","142.1","5.06","2.85","2.09",".300","68.6 %","38.8 %","17.3 %","6.32","6.12","5.09","-1.1","6230"
"Aaron Brooks","Athletics","9","9","48.1","6.33","2.42","1.49",".331","65.4 %","42.5 %","14.5 %","6.33","4.93","4.46","0.1","12272"
"Eric Stults","Braves","8","8","44.0","6.14","2.66","2.05",".280","63.0 %","36.7 %","16.7 %","6.34","5.61","4.67","-0.4","8011"
"Ricky Nolasco","Twins","8","8","35.1","7.64","3.31","0.51",".390","57.4 %","40.8 %","5.3 %","6.37","3.36","4.21","0.8","3830"
"Randy Wolf","Tigers","7","7","33.2","7.22","3.74","1.34",".367","60.4 %","43.9 %","14.7 %","6.42","4.80","4.36","0.2","976"
"Henderson Alvarez","Marlins","4","4","22.1","3.63","2.82","0.40",".318","50.6 %","57.3 %","6.3 %","6.45","3.85","4.33","0.3","5669"
"Jason Marquis","Reds","9","9","47.1","7.04","2.66","1.90",".351","64.6 %","46.3 %","20.0 %","6.46","5.27","4.08","-0.1","105"
"Anthony Ranaudo","Rangers","2","2","8.1","6.48","4.32","0.00",".367","60.0 %","21.4 %","0.0 %","6.48","3.13","5.26","0.2","11424"
"Mike Wright","Orioles","9","9","41.2","5.62","3.24","1.94",".284","68.0 %","36.6 %","14.8 %","6.48","6.13","5.49","-0.3","12586"
"Kevin Correia","Phillies","5","5","23.1","5.40","3.09","1.54",".375","55.8 %","41.9 %","19.0 %","6.56","5.19","4.29","0.0","1767"
"Keyvius Sampson","Reds","12","12","51.1","7.01","4.56","1.23",".343","60.1 %","38.8 %","10.1 %","6.66","4.87","5.08","0.3","10039"
"Shane Greene","Tigers","16","16","81.2","5.29","2.87","1.43",".322","59.8 %","43.8 %","14.1 %","6.72","5.20","4.80","0.1","10756"
"Matt Harrison","Rangers","3","3","16.0","2.81","3.38","1.69",".291","62.5 %","40.4 %","13.6 %","6.75","6.07","5.66","-0.1","5551"
"Todd Redmond","Blue Jays","1","1","4.0","6.75","2.25","2.25",".250","55.6 %","23.1 %","11.1 %","6.75","5.63","5.70","0.0","9943"
"Bud Norris","Orioles","11","11","55.2","6.31","3.07","1.78",".330","59.3 %","42.6 %","16.9 %","6.79","5.49","4.64","-0.1","9492"
"Josh Smith","Reds","7","7","30.1","8.01","6.23","1.19",".366","66.8 %","40.2 %","12.5 %","6.82","5.64","5.48","-0.2","10946"
"Christian Bergman","Rockies","4","4","15.2","4.60","2.87","0.57",".393","62.9 %","40.0 %","5.3 %","6.89","3.90","4.86","0.2","10925"
"Ross Detwiler","Rangers","7","7","33.2","5.88","4.01","1.87",".353","65.2 %","35.8 %","14.6 %","6.95","6.05","5.45","-0.3","2859"
"David Buchanan","Phillies","15","15","74.2","5.30","3.50","1.45",".369","65.2 %","47.4 %","15.8 %","6.99","5.33","4.74","-0.1","11176"
"Chris Narveson","Marlins","2","2","9.0","6.00","5.00","1.00",".300","58.8 %","33.3 %","9.1 %","7.00","4.91","5.27","0.0","2141"
"Tyler Wagner","Brewers","3","3","13.2","3.29","4.61","0.66",".389","65.2 %","50.9 %","5.9 %","7.24","4.89","5.77","0.0","13796"
"Matt Boyd","- - -","12","12","56.2","6.83","3.18","2.70",".315","62.5 %","31.9 %","18.1 %","7.46","6.63","5.18","-0.7","15440"
"David Holmberg","Reds","6","6","28.1","4.76","5.08","3.18",".280","75.0 %","40.2 %","24.4 %","7.62","8.57","6.12","-0.9","7725"
"Brandon Beachy","Dodgers","2","2","8.0","5.63","6.75","1.13",".333","61.6 %","26.9 %","9.1 %","7.88","5.76","6.16","0.0","8851"
"Severino Gonzalez","Phillies","7","7","30.2","8.22","2.05","1.47",".394","58.3 %","35.9 %","12.8 %","7.92","4.50","4.26","0.2","14697"
"Bryan Mitchell","Yankees","2","2","5.2","11.12","3.18","1.59",".526","69.0 %","50.0 %","33.3 %","7.94","4.02","2.50","0.1","11479"
"Trevor Cahill","Braves","3","3","12.1","3.65","5.11","0.73",".304","50.9 %","57.8 %","14.3 %","8.03","5.32","5.11","-0.1","6249"
"Scott Copeland","Blue Jays","3","3","12.1","4.38","0.00","0.73",".420","53.4 %","43.1 %","11.1 %","8.03","3.22","3.24","0.3","10706"
"Toru Murata","Indians","1","1","3.1","5.40","2.70","5.40",".182","0.0 %","38.5 %","25.0 %","8.10","10.63","6.38","-0.2","11652"
"Joe Wieland","Dodgers","2","2","8.2","4.15","5.19","2.08",".276","57.4 %","38.7 %","20.0 %","8.31","6.94","5.64","-0.2","6109"
"Brian Johnson","Red Sox","1","1","4.1","6.23","8.31","0.00",".250","42.9 %","33.3 %","0.0 %","8.31","4.52","5.54","0.0","14272"
"Phil Klein","Rangers","2","2","7.1","7.36","3.68","3.68",".308","61.2 %","37.9 %","23.1 %","8.59","8.04","5.34","-0.2","12675"
"Buck Farmer","Tigers","5","5","24.0","5.25","3.38","2.63",".329","55.6 %","42.4 %","20.6 %","8.63","7.01","5.31","-0.4","14814"
"Casey Kelly","Padres","2","2","9.1","3.86","2.89","0.96",".361","36.1 %","44.4 %","10.0 %","8.68","4.96","5.14","0.0","9174"
"Barry Zito","Athletics","2","2","6.0","3.00","7.50","4.50",".333","83.3 %","41.7 %","33.3 %","9.00","11.47","7.18","-0.4","944"
"David Huff","Dodgers","1","1","4.0","4.50","2.25","4.50",".333","80.7 %","60.0 %","50.0 %","9.00","10.13","5.11","-0.2","4257"
"Yimi Garcia","Dodgers","1","1","2.0","9.00","0.00","4.50",".429","76.9 %","50.0 %","50.0 %","9.00","7.63","2.61","-0.1","12095"
"Kendry Flores","Marlins","1","1","5.0","9.00","3.60","0.00",".412","44.4 %","11.8 %","0.0 %","9.00","2.33","4.70","0.1","12118"
"Frank Garces","Padres","1","1","2.0","9.00","9.00","4.50",".250","76.9 %","40.0 %","100.0 %","9.00","10.63","4.87","-0.1","13144"
"Frankie Montas","White Sox","2","2","7.0","12.86","6.43","1.29",".389","51.7 %","31.6 %","11.1 %","9.00","4.28","4.32","0.1","14309"
"Alec Asher","Phillies","7","7","29.0","4.97","3.10","2.48",".330","55.0 %","36.1 %","16.3 %","9.31","6.75","5.66","-0.4","13560"
"Chris Capuano","Yankees","4","4","13.1","8.10","6.08","1.35",".388","51.5 %","44.0 %","12.5 %","9.45","5.31","5.13","0.0","1701"
"Matt Barnes","Red Sox","2","2","10.1","7.84","3.48","1.74",".364","49.4 %","42.4 %","16.7 %","9.58","5.36","4.56","0.0","12863"
"Dallas Beeler","Cubs","3","3","8.1","7.56","7.56","0.00",".438","47.6 %","66.7 %","0.0 %","9.72","3.97","5.21","0.1","11471"
"Asher Wojciechowski","Astros","3","3","12.0","9.00","4.50","1.50",".442","57.9 %","18.2 %","8.7 %","9.75","4.80","5.46","0.1","10836"
"Edgar Olmos","Mariners","2","2","6.1","2.84","8.53","1.42",".357","57.7 %","48.3 %","11.1 %","9.95","7.40","7.44","-0.1","10174"
"Yohan Pino","Royals","1","1","5.1","0.00","1.69","1.69",".435","56.6 %","41.7 %","12.5 %","10.13","6.13","5.91","-0.1","6955"
"Taylor Jordan","Nationals","1","1","6.0","6.00","1.50","0.00",".417","36.4 %","56.5 %","0.0 %","10.50","2.30","3.28","0.2","10466"
"Dustin McGowan","Phillies","1","1","3.1","10.80","10.80","0.00",".333","42.9 %","33.3 %","0.0 %","10.80","4.33","5.66","0.0","8600"
"Donn Roach","Cubs","1","1","3.1","2.70","2.70","0.00",".500","55.6 %","68.8 %","0.0 %","10.80","3.43","4.32","0.1","10620"
"Zach McAllister","Indians","1","1","4.0","11.25","2.25","2.25",".667","71.4 %","33.3 %","16.7 %","11.25","4.63","3.60","0.0","2895"
"Samuel Deduno","Astros","2","2","8.2","8.31","5.19","2.08",".414","49.4 %","48.4 %","25.0 %","11.42","6.02","4.38","-0.1","5285"
"Bruce Chen","Indians","2","2","6.1","5.68","1.42","4.26",".519","65.2 %","41.4 %","33.3 %","12.79","8.50","4.44","-0.2","769"
"T.J. House","Indians","4","4","13.0","4.85","8.31","0.69",".392","47.6 %","59.6 %","20.0 %","13.15","6.29","5.86","-0.2","9121"
"Drew Rucinski","Angels","1","1","2.2","0.00","13.50","0.00",".500","60.0 %","58.3 %","0.0 %","13.50","7.63","9.29","-0.1","12499"
"Marco Gonzales","Cardinals","1","1","2.2","3.37","3.37","3.37",".462","60.6 %","35.7 %","25.0 %","13.50","8.38","5.72","-0.1","15467"
"Zach Lee","Dodgers","1","1","4.2","5.79","1.93","1.93",".526","47.2 %","55.0 %","33.3 %","13.50","5.28","3.44","0.0","11468"
"Phillippe Aumont","Phillies","1","1","4.0","6.75","15.75","4.50",".273","65.2 %","53.8 %","66.7 %","13.50","13.38","7.99","-0.3","5362"
"Randall Delgado","Diamondbacks","1","1","2.1","7.71","7.71","0.00",".545","50.0 %","10.0 %","0.0 %","15.43","3.99","6.52","0.0","5985"
"Cody Martin","Athletics","2","2","6.0","3.00","6.00","4.50",".360","46.9 %","42.9 %","42.9 %","16.50","11.47","6.69","-0.4","12182"
"Tony Cingrani","Reds","1","1","2.2","10.12","6.75","0.00",".545","44.4 %","36.4 %","0.0 %","16.87","4.26","6.47","0.0","12555"
"A.J. Cole","Nationals","1","1","2.0","4.50","4.50","0.00",".600","10.0 %","42.9 %","0.0 %","18.00","3.63","5.85","0.1","11467"
