"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Tim Hudson","Athletics","34","34","238.1","5.74","2.34","0.72",".294","78.5 %","55.8 %","10.5 %","2.98","3.60","3.62","4.7","921"
"Odalis Perez","Dodgers","32","32","222.1","6.27","1.54","0.85",".247","76.1 %","46.2 %","9.7 %","3.00","3.36","3.49","4.9","668"
"Andy Van Hekken","Tigers","5","5","30.0","1.50","1.80","0.60",".305","75.2 %","32.5 %","4.3 %","3.00","4.10","5.40","0.5","1630"
"Sun-Woo Kim","- - -","5","5","27.0","3.33","2.67","1.00",".284","85.4 %","39.6 %","8.6 %","3.00","4.67","5.02","0.2","197"
"Cory Vance","Rockies","1","1","3.0","3.00","9.00","0.00",".125","80.0 %","25.0 %","0.0 %","3.00","6.30","8.60","0.0","1647"
"Roy Oswalt","Astros","34","34","232.0","7.95","2.41","0.66",".297","75.8 %","47.1 %","8.4 %","3.03","3.01","3.27","6.1","571"
"Elmer Dessens","Reds","30","30","178.0","4.70","2.48","1.21",".264","81.4 %","48.7 %","13.4 %","3.03","4.61","4.25","1.6","317"
"Terry Mulholland","Indians","3","3","20.2","5.66","2.18","0.44",".328","73.4 %","37.9 %","4.3 %","3.05","3.35","4.26","0.5","665"
"A.J. Burnett","Marlins","29","29","201.2","8.70","3.88","0.54",".259","72.6 %","43.2 %","6.3 %","3.12","3.23","3.77","4.6","512"
"Curt Schilling","Diamondbacks","35","35","258.1","10.97","1.15","0.98",".296","75.1 %","41.7 %","12.0 %","3.14","2.35","2.20","9.4","73"
"Jarrod Washburn","Angels","32","32","206.0","6.07","2.58","0.83",".259","77.8 %","30.9 %","6.1 %","3.15","3.71","4.63","4.2","40"
"Tomo Ohka","Expos","31","31","191.2","5.54","2.02","0.89",".283","74.3 %","45.2 %","9.5 %","3.15","3.80","3.97","3.3","788"
"Tim Drew","Expos","1","1","5.2","9.53","1.59","0.00",".267","60.0 %","42.9 %","0.0 %","3.18","1.37","2.84","0.3","380"
"Randy Wolf","Phillies","31","31","210.2","7.35","2.69","0.98",".253","78.7 %","40.6 %","9.6 %","3.20","3.75","3.90","3.9","976"
"Kirk Rueter","Giants","33","33","203.2","3.36","2.39","0.97",".263","77.1 %","44.5 %","9.4 %","3.23","4.43","4.62","1.3","1128"
"Johan Santana","Twins","14","14","80.2","10.93","4.46","0.78",".286","74.0 %","33.2 %","7.8 %","3.24","3.19","3.60","2.0","755"
"John Patterson","Diamondbacks","5","5","27.2","9.43","1.95","1.95",".271","93.2 %","24.0 %","20.0 %","3.25","4.44","3.13","0.3","71"
"Kevin Millwood","Braves","34","34","213.0","7.44","2.66","0.68",".273","74.4 %","44.2 %","8.0 %","3.25","3.29","3.62","4.6","106"
"Andy Pettitte","Yankees","22","22","134.2","6.48","2.14","0.40",".320","71.1 %","44.5 %","4.6 %","3.27","2.90","3.66","3.9","840"
"Vicente Padilla","Phillies","32","32","206.0","5.59","2.32","0.70",".280","75.1 %","53.4 %","9.1 %","3.28","3.72","3.89","3.6","964"
"Wade Miller","Astros","26","26","164.2","7.87","3.39","0.77",".297","78.2 %","44.6 %","9.1 %","3.28","3.56","3.75","3.4","568"
"Jamie Moyer","Mariners","34","34","230.2","5.74","1.95","1.09",".244","77.1 %","37.3 %","9.2 %","3.32","4.03","4.28","3.8","1091"
"Mark Prior","Cubs","19","19","116.2","11.34","2.93","1.08",".300","79.4 %","33.3 %","11.3 %","3.32","3.16","3.07","2.8","301"
"Steve Trachsel","Mets","30","30","173.2","5.44","3.58","0.83",".279","73.4 %","45.7 %","8.7 %","3.37","4.14","4.41","2.1","898"
"Hideo Nomo","Dodgers","34","34","220.1","7.88","4.13","1.06",".270","78.3 %","37.2 %","10.9 %","3.39","4.15","4.11","2.9","666"
"Matt Morris","Cardinals","32","32","210.1","7.32","2.74","0.68",".306","75.3 %","50.1 %","8.6 %","3.42","3.32","3.57","4.2","1172"
"Jason Schmidt","Giants","29","29","185.1","9.52","3.54","0.73",".275","71.8 %","34.9 %","7.4 %","3.45","3.11","3.58","4.5","1131"
"Mark Mulder","Athletics","30","30","207.1","6.90","2.39","0.91",".261","73.2 %","50.1 %","11.4 %","3.47","3.70","3.62","3.9","932"
"Rocky Biddle","White Sox","7","7","33.2","6.95","4.28","1.34",".272","78.1 %","59.4 %","20.0 %","3.48","4.95","4.05","0.2","223"
"Al Leiter","Mets","33","33","204.1","7.58","3.04","1.01",".287","72.0 %","43.7 %","10.8 %","3.48","3.87","3.85","3.2","883"
"Damian Moss","Braves","29","29","175.0","5.50","4.58","0.98",".230","75.7 %","42.5 %","9.7 %","3.50","4.78","4.92","1.1","107"
"Joel Pineiro","Mariners","28","28","176.1","5.77","2.30","1.22",".282","79.6 %","46.2 %","12.6 %","3.52","4.33","4.06","2.0","1094"
"Oliver Perez","Padres","15","15","89.0","9.20","4.85","1.31",".252","82.1 %","33.5 %","12.9 %","3.54","4.60","4.28","0.5","1514"
"Hector Mercado","Phillies","3","3","12.2","10.66","4.97","0.71",".233","75.3 %","43.3 %","10.0 %","3.55","3.51","3.58","0.2","960"
"Matt Clement","Cubs","32","32","205.0","9.44","3.73","0.79",".270","74.2 %","50.2 %","11.1 %","3.56","3.34","3.29","4.7","271"
"Mark Buehrle","White Sox","34","34","239.0","5.05","2.30","0.94",".277","74.7 %","46.3 %","10.4 %","3.58","4.00","4.04","4.3","225"
"Kip Wells","Pirates","33","33","198.1","6.08","3.22","0.95",".288","74.5 %","54.1 %","13.1 %","3.58","4.17","3.91","2.3","1012"
"Dustin Hermanson","Red Sox","1","1","5.0","5.40","5.40","1.80",".188","89.3 %","35.3 %","14.3 %","3.60","6.16","5.50","0.0","195"
"Giovanni Carrara","Dodgers","1","1","5.0","9.00","1.80","0.00",".286","66.7 %","42.9 %","0.0 %","3.60","2.16","3.27","0.2","643"
"Jeff Weaver","- - -","25","25","177.1","5.84","2.18","0.76",".276","70.3 %","45.5 %","7.7 %","3.60","3.66","4.09","3.7","503"
"Masato Yoshii","Expos","20","20","107.1","4.78","2.10","0.75",".303","72.5 %","48.2 %","8.9 %","3.61","3.77","3.99","1.8","807"
"Russ Ortiz","Giants","33","33","214.1","5.75","3.95","0.63",".266","74.6 %","44.9 %","6.5 %","3.61","3.97","4.54","2.9","1124"
"Brian Lawrence","Padres","31","31","205.0","6.50","2.20","0.66",".326","72.6 %","56.7 %","9.9 %","3.64","3.36","3.44","4.0","1045"
"Casey Fossum","Red Sox","12","12","66.2","9.31","2.56","1.08",".338","65.3 %","41.1 %","11.6 %","3.64","3.44","3.32","1.4","188"
"John Lackey","Angels","18","18","108.1","5.73","2.74","0.83",".295","72.1 %","40.4 %","9.1 %","3.66","3.91","4.12","1.9","1507"
"Kerry Wood","Cubs","33","33","213.2","9.14","4.09","0.93",".271","75.6 %","35.0 %","9.8 %","3.66","3.86","3.98","3.6","304"
"Carlos Zambrano","Cubs","16","16","93.0","7.65","4.94","0.77",".265","71.0 %","56.3 %","11.4 %","3.68","4.12","4.05","1.1","305"
"Jon Lieber","Cubs","21","21","141.0","5.55","0.77","0.96",".296","70.3 %","42.6 %","9.3 %","3.70","3.39","3.60","3.1","287"
"Rodrigo Lopez","Orioles","28","28","181.2","6.09","2.82","1.09",".260","74.5 %","40.2 %","10.3 %","3.72","4.19","4.24","2.8","150"
"Darryl Kile","Cardinals","14","14","84.2","5.31","2.98","0.96",".271","77.8 %","42.2 %","9.0 %","3.72","4.44","4.69","0.8","1163"
"Juan Cruz","Cubs","9","9","45.2","6.11","6.11","0.39",".294","65.2 %","40.0 %","4.3 %","3.74","4.60","5.46","0.4","273"
"David Wells","Yankees","31","31","206.1","5.98","1.96","0.92",".284","69.4 %","43.1 %","8.1 %","3.75","3.68","4.10","4.5","855"
"Ramon Ortiz","Angels","32","32","217.1","6.71","2.82","1.66",".238","80.0 %","42.1 %","15.6 %","3.77","4.87","4.12","1.6","27"
"Orlando Hernandez","Yankees","22","22","140.0","7.07","2.31","1.09",".269","73.6 %","38.2 %","9.5 %","3.79","3.91","4.10","2.8","823"
"Rick Reed","Twins","32","32","187.0","5.73","1.25","1.54",".269","75.2 %","40.2 %","12.7 %","3.80","4.43","4.06","1.9","750"
"Kenny Rogers","Rangers","33","33","210.2","4.57","2.99","0.90",".278","72.3 %","53.0 %","11.7 %","3.84","4.32","4.21","2.7","1277"
"Hansel Izquierdo","Marlins","2","2","7.0","7.71","6.43","0.00",".391","71.4 %","43.5 %","0.0 %","3.86","3.39","4.78","0.1","522"
"Brian Meadows","Pirates","11","11","62.2","4.45","2.01","1.01",".267","71.4 %","39.3 %","9.5 %","3.88","4.14","4.33","0.7","998"
"Cory Lidle","Athletics","30","30","191.2","5.17","1.83","0.80",".279","68.8 %","47.2 %","9.3 %","3.90","3.67","3.83","3.7","926"
"Ted Lilly","- - -","16","16","90.0","6.90","2.90","1.40",".230","75.8 %","35.0 %","11.2 %","3.90","4.62","4.52","1.2","833"
"Paul Byrd","Royals","33","33","228.1","5.08","1.50","1.42",".259","72.3 %","36.0 %","10.8 %","3.90","4.47","4.45","3.1","594"
"Javier Vazquez","Expos","34","34","230.1","6.99","1.91","1.09",".302","72.0 %","39.5 %","10.1 %","3.91","3.68","3.77","4.6","801"
"Ryan Franklin","Mariners","12","12","69.0","4.43","1.70","0.78",".277","62.8 %","37.7 %","6.2 %","3.91","3.80","4.62","1.3","1076"
"Andy Ashby","Dodgers","30","30","181.2","5.30","3.22","0.99",".278","74.6 %","46.8 %","10.8 %","3.91","4.42","4.40","1.8","637"
"Kevin Appier","Angels","32","32","188.1","6.31","3.06","1.10",".295","75.3 %","35.3 %","8.6 %","3.92","4.28","4.66","2.6","3"
"Pete Munro","Astros","14","14","70.1","4.99","2.43","0.64",".331","71.3 %","48.9 %","7.5 %","3.97","3.72","4.11","1.1","1546"
"Jason Simontacchi","Cardinals","24","24","143.1","4.52","3.39","1.13",".258","74.6 %","41.7 %","10.6 %","4.02","4.85","4.86","0.7","1181"
"Mike Mussina","Yankees","33","33","215.2","7.60","2.00","1.13",".290","70.8 %","40.8 %","11.2 %","4.05","3.64","3.56","4.5","837"
"Chris Reitsma","Reds","21","21","117.1","5.06","3.07","1.30",".284","69.1 %","47.0 %","13.2 %","4.07","4.82","4.46","0.8","348"
"Sidney Ponson","Orioles","28","28","176.0","6.14","3.22","1.33",".278","76.3 %","46.2 %","15.3 %","4.09","4.63","4.04","1.7","161"
"Carlos Hernandez","Astros","21","21","110.0","7.53","4.83","0.82",".301","75.5 %","43.7 %","9.9 %","4.09","4.16","4.25","1.5","560"
"Jimmy Haynes","Reds","34","34","196.2","5.77","3.71","0.96",".304","74.5 %","45.2 %","10.7 %","4.12","4.35","4.35","2.1","329"
"Kyle Lohse","Twins","31","31","180.1","6.19","3.44","1.25",".280","75.3 %","37.2 %","10.5 %","4.14","4.69","4.72","1.4","739"
"Chuck Finley","- - -","32","32","190.2","8.21","3.68","0.61",".313","67.7 %","49.8 %","8.3 %","4.15","3.27","3.51","4.4","384"
"Ben Sheets","Brewers","34","34","216.2","7.06","2.91","0.87",".326","73.7 %","46.3 %","10.8 %","4.15","3.76","3.75","3.8","710"
"Ismael Valdez","- - -","31","31","196.0","4.68","2.16","1.19",".265","73.0 %","38.4 %","9.9 %","4.18","4.50","4.63","2.4","1283"
"Mickey Callaway","Angels","6","6","34.1","6.03","2.88","1.05",".255","63.5 %","63.6 %","16.7 %","4.19","4.36","3.81","0.3","7"
"Kevin Beirne","Dodgers","3","3","15.0","6.00","6.00","1.20",".304","82.6 %","27.1 %","10.5 %","4.20","5.56","5.58","-0.1","638"
"Aaron Cook","Rockies","5","5","30.0","3.60","3.30","0.90",".324","77.6 %","58.1 %","13.6 %","4.20","4.66","4.38","0.3","1571"
"Denny Stark","Rockies","20","20","113.1","4.45","3.89","1.91",".202","79.4 %","38.5 %","15.7 %","4.21","6.16","5.27","-0.4","452"
"Mark Redman","Tigers","30","30","203.0","4.83","2.26","0.67",".290","65.2 %","40.3 %","5.5 %","4.21","3.69","4.61","4.0","491"
"Josh Beckett","Marlins","21","21","104.2","9.46","3.78","1.12",".289","68.5 %","36.4 %","10.6 %","4.21","3.76","3.78","1.8","510"
"Jared Fernandez","Reds","8","8","42.2","6.33","4.22","1.05",".308","70.5 %","51.9 %","11.9 %","4.22","4.63","4.47","0.4","324"
"Joe Roa","Phillies","11","11","64.0","4.50","1.55","1.41",".286","76.8 %","37.7 %","10.9 %","4.22","4.56","4.52","0.6","969"
"Matt Kinney","Twins","12","12","63.2","6.22","4.10","1.55",".304","77.6 %","37.5 %","12.4 %","4.24","5.24","4.93","0.1","737"
"Brett Myers","Phillies","12","12","72.0","4.25","3.63","1.38",".273","75.6 %","49.1 %","15.7 %","4.25","5.46","4.82","-0.1","962"
"Kazuhisa Ishii","Dodgers","28","28","154.0","8.36","6.19","1.17",".279","75.3 %","38.5 %","12.0 %","4.27","4.94","4.74","0.6","655"
"Victor Zambrano","Devil Rays","11","11","65.1","5.79","4.55","0.96",".304","71.4 %","49.1 %","9.9 %","4.27","4.68","4.79","0.5","1237"
"Miguel Batista","Diamondbacks","29","29","176.2","5.45","3.26","0.61",".273","63.9 %","50.8 %","7.3 %","4.33","3.81","4.21","3.1","46"
"Alan Benes","Cubs","7","7","39.1","7.32","2.75","0.69",".325","64.3 %","27.3 %","5.2 %","4.35","3.24","4.29","1.1","265"
"Roger Clemens","Yankees","29","29","180.0","9.60","3.15","0.90",".316","68.3 %","44.0 %","10.5 %","4.35","3.30","3.31","4.3","815"
"Josh Fogg","Pirates","33","33","194.1","5.23","3.20","1.30",".279","73.5 %","46.8 %","13.5 %","4.35","4.86","4.47","0.8","989"
"Runelvys Hernandez","Royals","12","12","74.1","5.45","2.66","0.97",".296","72.7 %","48.8 %","11.8 %","4.36","4.08","3.95","1.2","1528"
"CC Sabathia","Indians","33","33","210.0","6.39","3.77","0.73",".285","67.6 %","44.4 %","7.5 %","4.37","3.87","4.31","3.6","404"
"Kevin Jarvis","Padres","7","7","35.0","6.17","2.57","1.29",".292","70.0 %","37.6 %","12.5 %","4.37","4.39","4.12","0.3","1037"
"Livan Hernandez","Giants","33","33","216.0","5.58","2.96","0.79",".309","69.3 %","45.1 %","9.0 %","4.38","3.91","4.12","2.7","1116"
"Freddy Garcia","Mariners","34","34","223.2","7.28","2.54","1.21",".292","73.2 %","41.6 %","12.1 %","4.39","4.01","3.80","3.4","1077"
"Miguel Asencio","Royals","21","21","111.2","4.27","4.59","0.97",".289","74.1 %","46.8 %","10.2 %","4.43","5.02","5.09","0.8","586"
"Tony Armas Jr.","Expos","29","29","164.1","7.17","4.27","1.20",".272","72.3 %","47.1 %","14.1 %","4.44","4.66","4.23","1.2","761"
"Danys Baez","Indians","26","26","154.0","7.07","4.38","0.76",".301","72.3 %","40.3 %","7.6 %","4.44","4.11","4.54","2.2","367"
"Omar Daal","Dodgers","23","23","131.1","5.62","3.15","1.16",".268","71.0 %","37.0 %","11.0 %","4.45","4.54","4.48","1.1","646"
"Mike Maroth","Tigers","21","21","128.2","4.06","2.52","0.49",".297","64.6 %","47.7 %","5.5 %","4.48","3.65","4.31","2.4","1508"
"Brett Tomko","Padres","32","32","204.1","5.55","2.64","1.37",".278","72.4 %","46.0 %","14.0 %","4.49","4.61","4.14","1.3","1056"
"John Ennis","Braves","1","1","4.0","2.25","6.75","0.00",".357","75.0 %","38.5 %","0.0 %","4.50","4.71","5.75","0.0","85"
"Rick Helling","Diamondbacks","30","30","175.2","6.15","2.46","1.59",".273","73.5 %","32.5 %","12.0 %","4.51","4.81","4.55","1.5","58"
"Jake Peavy","Padres","17","17","97.2","8.29","3.04","1.01",".324","69.5 %","44.9 %","10.5 %","4.52","3.69","3.71","1.7","1051"
"Jason Jennings","Rockies","32","32","185.1","6.17","3.40","1.26",".303","73.0 %","47.8 %","14.6 %","4.52","4.68","4.18","2.1","434"
"John Burkett","Red Sox","29","29","173.0","6.45","2.60","1.30",".315","73.9 %","41.1 %","12.6 %","4.53","4.41","4.13","1.8","179"
"Joe Kennedy","Devil Rays","30","30","196.2","4.99","2.52","1.05",".284","66.3 %","36.5 %","8.4 %","4.53","4.46","4.87","2.5","1217"
"Kevin Brown","Dodgers","10","10","49.1","7.66","2.37","1.09",".313","69.3 %","48.6 %","14.0 %","4.56","3.94","3.56","0.7","642"
"Nelson Cruz","Astros","5","5","19.2","8.69","3.20","0.92",".281","69.0 %","43.6 %","10.0 %","4.58","3.57","3.66","0.4","554"
"Jon Garland","White Sox","33","33","192.2","5.23","3.88","1.07",".275","69.0 %","42.3 %","10.3 %","4.58","4.78","4.84","2.2","232"
"Jason Johnson","Orioles","22","22","131.1","6.65","2.81","1.30",".307","74.4 %","42.7 %","12.7 %","4.59","4.44","4.14","1.7","147"
"Brad Penny","Marlins","24","24","129.1","6.47","3.48","1.25",".316","70.8 %","46.2 %","13.0 %","4.66","4.52","4.18","1.0","535"
"Kris Benson","Pirates","25","25","130.1","5.46","3.45","1.24",".315","71.8 %","39.6 %","11.8 %","4.70","4.77","4.60","0.8","982"
"Glendon Rusch","Brewers","34","34","210.2","5.98","3.25","1.28",".298","71.4 %","48.6 %","14.6 %","4.70","4.64","4.13","1.6","707"
"Mike Bacsik","Mets","9","9","51.2","4.88","2.96","1.39",".301","74.9 %","46.0 %","14.0 %","4.70","5.11","4.63","0.2","863"
"John Thomson","- - -","30","30","181.2","5.30","2.18","1.39",".279","63.0 %","34.6 %","10.8 %","4.71","4.55","4.53","2.3","453"
"Brad Radke","Twins","21","21","118.1","4.72","1.52","0.91",".288","64.8 %","39.0 %","8.0 %","4.72","3.92","4.35","2.1","748"
"Nick Neugebauer","Brewers","12","12","55.1","7.64","7.16","1.63",".289","77.9 %","45.7 %","18.2 %","4.72","6.00","5.03","-0.3","698"
"Ryan Jensen","Giants","30","30","163.1","5.40","3.53","1.16",".302","71.2 %","36.2 %","9.5 %","4.74","4.70","4.90","0.9","1117"
"Darren Oliver","Red Sox","9","9","47.1","5.13","3.99","1.33",".333","78.7 %","50.0 %","13.7 %","4.75","5.33","4.90","0.0","206"
"Mike Thurman","Yankees","2","2","11.1","6.35","4.76","0.00",".389","70.0 %","48.6 %","0.0 %","4.76","3.14","4.12","0.3","852"
"Pete Walker","Blue Jays","20","20","114.2","5.49","3.22","1.18",".289","69.2 %","40.7 %","11.3 %","4.79","4.59","4.50","1.2","1325"
"Pedro Astacio","Mets","31","31","191.2","7.14","2.96","1.50",".283","72.9 %","41.1 %","13.9 %","4.79","4.78","4.28","1.0","862"
"John Halama","Mariners","10","10","50.1","5.19","2.86","1.07",".348","72.8 %","46.4 %","11.5 %","4.83","4.31","4.19","0.5","1080"
"Paul Wilson","Devil Rays","30","30","193.2","5.16","3.11","1.35",".301","72.0 %","41.3 %","12.8 %","4.83","5.00","4.67","1.2","1234"
"Aaron Harang","Athletics","15","15","76.1","7.43","4.95","0.83",".301","70.1 %","31.3 %","6.6 %","4.83","4.27","5.00","1.2","1451"
"Eric Milton","Twins","29","29","171.0","6.37","1.58","1.26",".282","63.8 %","31.8 %","9.7 %","4.84","3.95","4.13","3.2","743"
"Dewon Brazelton","Devil Rays","2","2","13.0","3.46","4.15","2.08",".257","82.3 %","39.5 %","21.4 %","4.85","7.04","5.53","-0.2","1195"
"Shane Reynolds","Astros","13","13","74.0","5.72","3.16","1.58",".285","72.1 %","49.6 %","17.6 %","4.86","5.07","4.17","0.3","574"
"Brian Anderson","Diamondbacks","24","24","141.2","4.76","1.72","1.46",".285","68.7 %","39.1 %","12.2 %","4.89","4.61","4.33","1.4","44"
"Aaron Sele","Angels","26","26","160.0","4.61","2.76","1.18",".309","71.1 %","38.9 %","11.0 %","4.89","4.69","4.64","1.3","34"
"Michael Tejera","Marlins","18","18","105.2","6.22","3.83","1.28",".313","73.7 %","37.4 %","11.1 %","4.94","4.85","4.77","0.4","542"
"Jason Phillips","Indians","6","6","36.1","4.95","4.46","1.24",".276","72.6 %","48.3 %","13.9 %","4.95","5.38","4.97","0.0","1549"
"Brian Moehler","- - -","12","12","61.2","4.52","1.75","1.61",".307","68.8 %","43.7 %","15.1 %","4.96","4.91","4.23","0.3","480"
"Doug Davis","Rangers","10","10","59.2","4.22","3.32","1.06",".297","68.1 %","39.9 %","9.0 %","4.98","4.81","5.09","0.6","1244"
"Dave Williams","Pirates","9","9","43.1","6.85","4.98","1.87",".232","74.9 %","43.0 %","19.6 %","4.98","6.08","4.85","-0.3","1013"
"Darrell May","Royals","21","21","115.1","5.93","3.59","1.87",".278","75.0 %","34.2 %","14.1 %","4.99","5.57","4.91","0.4","613"
"Terry Adams","Phillies","19","19","102.2","6.14","4.12","0.61",".310","61.9 %","59.8 %","11.1 %","5.00","3.95","3.91","1.4","946"
"Bronson Arroyo","Pirates","4","4","18.0","7.50","6.00","0.50",".373","68.5 %","37.3 %","5.6 %","5.00","4.02","4.68","0.2","978"
"Jason Marquis","Braves","22","22","114.1","6.61","3.86","1.50",".307","74.2 %","42.9 %","15.0 %","5.04","5.02","4.40","0.3","105"
"Nate Cornejo","Tigers","9","9","50.0","4.14","3.24","1.08",".315","67.0 %","55.9 %","13.0 %","5.04","4.80","4.52","0.2","462"
"James Baldwin","Mariners","23","23","135.1","5.05","2.79","1.46",".313","70.9 %","37.4 %","12.6 %","5.05","5.04","4.71","0.5","1064"
"Josh Hancock","Red Sox","1","1","5.1","10.13","3.38","1.69",".308","71.4 %","15.4 %","14.3 %","5.06","4.27","3.65","0.1","1606"
"Jimmy Anderson","Pirates","25","25","136.2","2.96","3.95","1.19",".289","70.8 %","60.0 %","17.6 %","5.07","5.44","4.76","-0.4","977"
"Dave Burba","- - -","21","21","122.0","5.83","3.54","1.03",".290","64.8 %","42.6 %","8.9 %","5.09","4.44","4.73","1.7","1239"
"Mike Bynum","Padres","3","3","17.2","5.09","4.58","1.02",".263","71.4 %","46.4 %","11.1 %","5.09","5.17","5.11","0.0","1022"
"Shawn Estes","- - -","29","29","160.2","6.11","4.65","0.73",".317","69.0 %","51.3 %","8.7 %","5.10","4.38","4.61","1.5","873"
"Rafael Soriano","Mariners","8","8","42.1","5.53","3.40","1.70",".257","71.1 %","27.9 %","11.4 %","5.10","5.32","5.16","0.2","1100"
"Brian Powell","Tigers","9","9","49.1","4.93","2.92","2.01",".278","74.7 %","40.0 %","16.2 %","5.11","5.80","4.81","-0.1","490"
"Travis Driskill","Orioles","19","19","108.2","5.55","3.31","1.41",".319","72.2 %","46.7 %","15.3 %","5.13","5.06","4.44","0.5","134"
"Dan Wright","White Sox","33","33","196.1","6.23","3.25","1.47",".275","65.9 %","42.1 %","14.0 %","5.18","4.87","4.36","1.7","258"
"Tanyon Sturtze","Devil Rays","33","33","224.0","5.50","3.58","1.33",".322","70.6 %","36.4 %","11.1 %","5.18","4.97","4.89","1.4","1230"
"Frank Castillo","Red Sox","23","23","130.2","6.27","3.24","1.03",".298","62.5 %","42.3 %","9.7 %","5.23","4.26","4.41","1.7","180"
"Dave Mlicki","Astros","16","16","77.1","5.94","3.96","1.16",".309","66.7 %","41.5 %","11.0 %","5.24","4.72","4.67","0.6","569"
"Kevin Olsen","Marlins","8","8","37.2","6.21","5.26","0.48",".322","63.1 %","33.3 %","4.1 %","5.26","4.02","5.14","0.5","533"
"Rolando Arrojo","Red Sox","8","8","39.1","6.64","2.75","0.69",".325","63.0 %","40.7 %","6.8 %","5.26","3.39","3.95","0.8","174"
"Joe Beimel","Pirates","8","8","42.2","5.06","3.59","1.27",".271","64.1 %","48.9 %","14.6 %","5.27","5.00","4.50","0.1","979"
"Chris Carpenter","Blue Jays","13","13","73.1","5.52","3.31","1.35",".325","71.7 %","41.6 %","13.6 %","5.28","4.95","4.53","0.5","1292"
"Denny Neagle","Rockies","28","28","154.2","6.23","3.32","1.40",".277","67.2 %","38.9 %","12.0 %","5.30","4.90","4.67","1.6","441"
