"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Carlos Torres","Mets","9","9","49.2","9.06","2.17","1.99",".301","78.0 %","43.0 %","19.0 %","4.89","4.88","3.60","-0.1","7624"
"Esmil Rogers","Blue Jays","20","20","106.2","6.83","2.87","1.43",".310","72.1 %","51.0 %","18.5 %","4.89","4.67","3.78","0.4","6317"
"Dallas Keuchel","Astros","22","22","132.1","7.28","2.86","1.09",".337","69.8 %","56.1 %","16.7 %","4.90","4.05","3.46","1.4","9434"
"Ian Kennedy","- - -","31","31","181.1","8.09","3.62","1.34",".295","69.1 %","38.2 %","13.2 %","4.91","4.59","4.19","0.6","6986"
"Jeremy Bonderman","Mariners","7","7","38.1","3.76","3.99","0.94",".275","67.4 %","42.5 %","8.2 %","4.93","5.06","5.45","0.0","1667"
"David Phelps","Yankees","12","12","65.2","7.26","3.29","0.82",".320","67.4 %","42.5 %","8.2 %","4.93","3.85","4.19","0.9","6316"
"Phil Hughes","Yankees","29","29","145.1","7.49","2.54","1.49",".321","70.2 %","30.5 %","11.1 %","4.95","4.48","4.36","1.3","7450"
"Erasmo Ramirez","Mariners","13","13","70.2","7.13","3.31","1.53",".296","70.3 %","42.0 %","14.6 %","4.97","4.90","4.28","0.0","10314"
"Edwin Jackson","Cubs","31","31","175.1","6.93","3.03","0.82",".322","63.3 %","51.3 %","9.9 %","4.98","3.79","3.86","2.0","1841"
"Roberto Hernandez","Rays","24","24","142.2","6.62","2.08","1.45",".314","69.9 %","53.0 %","21.1 %","4.98","4.60","3.54","0.5","3273"
"Brad Peacock","Astros","14","14","75.2","8.68","3.93","1.55",".273","69.1 %","36.7 %","13.0 %","5.00","4.74","4.31","0.4","5401"
"Luis Mendoza","Royals","15","15","79.0","5.70","3.76","0.91",".306","66.8 %","48.8 %","10.5 %","5.01","4.47","4.46","0.4","3126"
"Chad Bettis","Rockies","8","8","37.2","5.50","4.30","1.19",".318","65.5 %","48.9 %","12.2 %","5.02","5.07","4.83","0.1","10587"
"Travis Blackley","Rangers","3","3","14.1","6.28","1.26","1.26",".333","65.8 %","47.7 %","15.4 %","5.02","3.89","3.31","0.2","3234"
"Jake Odorizzi","Rays","4","4","19.2","5.95","1.83","0.92",".323","67.5 %","29.7 %","7.4 %","5.03","3.96","4.52","0.2","6397"
"Jerome Williams","Angels","25","25","138.2","5.84","3.18","1.43",".305","71.3 %","49.2 %","16.3 %","5.06","4.94","4.20","-0.2","1137"
"Ted Lilly","Dodgers","5","5","23.0","7.04","3.91","1.57",".303","67.9 %","35.4 %","11.8 %","5.09","5.18","4.94","-0.1","833"
"John Gast","Cardinals","3","3","12.1","5.84","3.65","0.73",".263","61.6 %","53.8 %","8.3 %","5.11","4.02","4.30","0.1","11133"
"Tyler Skaggs","Diamondbacks","7","7","38.2","8.38","3.49","1.63",".282","70.8 %","44.8 %","17.1 %","5.12","4.86","3.95","0.1","10190"
"Juan Nicasio","Rockies","31","31","157.2","6.79","3.65","0.97",".303","65.7 %","45.1 %","10.0 %","5.14","4.25","4.32","1.8","7731"
"Jose Alvarez","Tigers","6","6","28.0","8.04","3.86","1.93",".278","74.4 %","43.4 %","20.7 %","5.14","5.55","4.18","-0.2","5358"
"Jason Hammel","Orioles","23","23","133.0","6.09","3.18","1.49",".303","71.6 %","40.0 %","13.3 %","5.14","5.09","4.64","0.4","4538"
"Gavin Floyd","White Sox","5","5","24.1","9.25","4.44","1.48",".333","71.9 %","50.0 %","20.0 %","5.18","4.61","3.60","0.2","3886"
"Mike Pelfrey","Twins","29","29","152.2","5.95","3.12","0.77",".337","67.2 %","43.2 %","7.0 %","5.19","3.99","4.54","2.0","5203"
"Josh Beckett","Dodgers","8","8","43.1","8.52","3.12","1.66",".323","65.7 %","39.1 %","16.3 %","5.19","4.66","3.81","0.0","510"
"Jeremy Hellickson","Rays","31","31","171.2","6.97","2.62","1.26",".309","66.1 %","39.7 %","11.1 %","5.24","4.26","4.17","1.4","4371"
"Joe Saunders","Mariners","32","32","183.0","5.26","3.00","1.23",".332","68.7 %","51.2 %","14.5 %","5.26","4.72","4.23","0.3","4366"
"Trevor Bauer","Indians","4","4","17.0","5.82","8.47","1.59",".240","75.5 %","35.3 %","13.0 %","5.29","7.05","6.60","-0.3","12703"
"John Lannan","Phillies","14","14","74.1","4.60","3.27","0.73",".313","63.9 %","52.4 %","7.9 %","5.33","4.37","4.71","0.4","7080"
"Jamey Wright","Rays","1","1","1.2","5.40","10.80","5.40",".400","100.0 %","40.0 %","50.0 %","5.40","13.25","7.09","-0.1","715"
"Aaron Harang","- - -","26","26","143.1","7.10","2.51","1.63",".288","66.4 %","36.0 %","12.7 %","5.40","4.79","4.38","0.2","1451"
"Scott Diamond","Twins","24","24","131.0","3.57","2.47","1.44",".305","65.7 %","46.9 %","13.6 %","5.43","5.19","4.71","-0.3","5089"
"Zach Britton","Orioles","7","7","36.1","3.96","4.21","0.99",".331","70.7 %","55.0 %","12.5 %","5.45","5.08","4.86","0.0","3240"
"Ramon Ortiz","Blue Jays","4","4","16.1","1.65","4.41","1.65",".300","77.5 %","40.3 %","11.5 %","5.51","6.72","6.51","-0.3","27"
"Barry Zito","Giants","25","25","128.0","5.70","3.66","1.12",".347","67.0 %","36.8 %","9.8 %","5.55","4.72","4.85","-0.3","944"
"Tyler Lyons","Cardinals","8","8","43.2","6.80","2.89","0.82",".291","58.8 %","46.3 %","8.7 %","5.56","3.90","4.14","0.4","11334"
"Jordan Lyles","Astros","25","25","139.0","5.83","2.98","1.04",".315","62.8 %","48.5 %","11.2 %","5.57","4.48","4.39","0.8","7593"
"Tommy Hanson","Angels","13","13","67.2","6.92","3.72","1.33",".325","67.7 %","32.9 %","10.3 %","5.59","4.81","4.84","0.2","9129"
"Brandon Morrow","Blue Jays","10","10","54.1","6.96","2.98","1.99",".302","66.0 %","37.0 %","15.6 %","5.63","5.42","4.49","-0.1","9346"
"Shaun Marcum","Mets","12","12","68.2","6.82","2.62","0.92",".324","61.0 %","36.2 %","8.3 %","5.64","3.91","4.25","0.9","6204"
"Joe Blanton","Angels","20","20","116.0","7.53","2.17","1.86",".351","70.8 %","43.9 %","18.0 %","5.66","4.89","3.77","-0.1","4849"
"Wade Davis","Royals","24","24","125.1","7.68","3.88","1.08",".376","67.0 %","39.3 %","11.4 %","5.67","4.28","4.17","1.2","7441"
"Aaron Laffey","- - -","3","3","11.0","6.55","7.36","0.00",".432","74.1 %","44.1 %","0.0 %","5.73","4.59","5.71","0.1","6248"
"Ryan Vogelsong","Giants","19","19","103.2","5.82","3.30","1.30",".320","64.6 %","40.9 %","13.4 %","5.73","4.91","4.50","-0.5","1011"
"Edinson Volquez","- - -","32","32","169.1","7.55","4.09","1.01",".325","64.4 %","47.9 %","12.0 %","5.74","4.25","4.06","0.9","3990"
"Dylan Axelrod","White Sox","20","20","106.1","4.99","3.05","1.61",".328","69.4 %","41.1 %","13.0 %","5.76","5.36","4.91","-0.1","9303"
"James McDonald","Pirates","6","6","29.2","7.58","6.07","0.30",".315","55.3 %","42.2 %","2.7 %","5.76","4.13","5.39","0.2","5523"
"Zach Miner","Phillies","3","3","9.1","5.79","6.75","0.96",".400","75.3 %","51.6 %","14.3 %","5.79","5.40","5.04","0.0","3193"
"Jon Garland","Rockies","12","12","68.0","4.24","3.04","1.19",".321","66.7 %","49.1 %","13.6 %","5.82","4.93","4.54","0.2","232"
"P.J. Walters","Twins","8","8","39.1","5.03","4.12","1.14",".336","63.5 %","39.7 %","9.4 %","5.95","5.03","5.22","0.0","9557"
"Lucas Harrell","Astros","22","22","114.1","5.83","4.96","1.34",".309","64.3 %","50.9 %","16.0 %","5.98","5.47","4.80","-0.4","7541"
"Wade LeBlanc","Marlins","7","7","35.1","6.37","3.06","1.53",".345","66.5 %","40.0 %","11.5 %","6.11","5.03","4.83","0.0","5221"
"Jeff Francis","Rockies","12","12","57.0","7.74","3.00","1.74",".316","60.1 %","49.2 %","18.6 %","6.16","4.89","3.80","0.2","4684"
"Josh Johnson","Blue Jays","16","16","81.1","9.18","3.32","1.66",".356","63.3 %","45.1 %","18.5 %","6.20","4.62","3.58","0.4","4567"
"Brandon Maurer","Mariners","14","14","69.2","6.72","2.71","1.55",".347","64.1 %","42.3 %","14.5 %","6.20","4.83","4.22","0.1","4878"
"Josh Lindblom","Rangers","5","5","27.0","5.00","3.00","1.33",".323","64.2 %","35.1 %","10.3 %","6.33","4.86","4.91","0.2","7882"
"Justin Grimm","Rangers","17","17","89.0","6.88","3.13","1.52",".347","63.8 %","43.8 %","14.3 %","6.37","4.79","4.21","0.3","11720"
"Hiram Burgos","Brewers","6","6","29.1","5.52","3.38","1.53",".320","63.6 %","40.0 %","10.4 %","6.44","5.37","5.39","-0.1","9412"
"Alfredo Figaro","Brewers","5","5","25.0","7.56","2.16","2.88",".263","65.8 %","46.3 %","25.8 %","6.48","6.25","3.78","-0.3","8404"
"Matt Magill","Dodgers","6","6","27.2","8.46","9.11","1.95",".276","65.1 %","43.0 %","17.1 %","6.51","7.13","6.04","-0.7","3950"
"Kyle Gibson","Twins","10","10","51.0","5.12","3.53","1.24",".350","66.5 %","50.3 %","13.5 %","6.53","5.17","4.77","-0.1","10123"
"Ethan Martin","Phillies","8","8","33.0","9.82","6.00","2.18",".315","73.8 %","29.3 %","17.4 %","6.55","6.11","4.86","-0.4","3877"
"Johnny Hellweg","Brewers","7","7","29.2","2.43","7.58","0.91",".315","64.4 %","55.0 %","13.6 %","6.67","7.16","6.86","-0.6","10065"
"Brett Myers","Indians","3","3","16.0","4.50","2.81","3.94",".220","83.3 %","36.4 %","25.9 %","6.75","8.67","5.29","-0.5","962"
"Roy Halladay","Phillies","13","13","62.0","7.40","5.23","1.74",".249","63.0 %","40.7 %","17.9 %","6.82","6.14","5.10","-0.7","1303"
"Jeff Manship","Rockies","4","4","21.0","5.14","3.43","1.71",".265","57.4 %","46.5 %","20.0 %","6.86","5.52","4.35","-0.1","6865"
"Liam Hendriks","Twins","8","8","36.2","4.66","2.70","1.72",".331","61.6 %","39.6 %","13.2 %","6.87","5.64","5.13","-0.2","3548"
"Ross Wolf","Rangers","3","3","13.0","5.54","3.46","2.08",".293","63.3 %","43.2 %","18.8 %","6.92","5.97","4.65","-0.1","4534"
"Tyler Cloyd","Phillies","11","11","54.1","5.96","3.31","1.16",".374","62.8 %","37.7 %","9.5 %","6.96","4.56","4.74","0.3","8536"
"Roy Oswalt","Rockies","6","6","27.0","10.00","2.33","0.67",".459","59.7 %","38.8 %","6.7 %","7.00","2.57","3.12","0.9","571"
"Jair Jurrjens","Orioles","1","1","5.0","9.00","1.80","1.80",".333","53.6 %","18.8 %","9.1 %","7.20","4.25","4.65","0.0","5556"
"Vance Worley","Twins","10","10","48.2","4.62","2.77","1.66",".401","65.2 %","47.1 %","15.5 %","7.21","5.53","4.76","-0.2","6435"
"Brett Anderson","Athletics","5","5","23.2","9.13","4.94","1.14",".366","55.6 %","64.4 %","17.6 %","7.23","4.32","3.65","0.1","8223"
"Burch Smith","Padres","7","7","31.0","12.19","5.81","2.32",".347","67.8 %","25.6 %","20.0 %","7.26","5.63","4.04","-0.3","12784"
"Clayton Richard","Padres","11","11","50.2","3.91","3.73","2.31",".290","61.4 %","51.6 %","26.0 %","7.28","6.76","4.77","-1.1","3551"
"David Holmberg","Diamondbacks","1","1","3.2","0.00","7.36","0.00",".353","66.7 %","25.0 %","0.0 %","7.36","5.50","8.48","0.0","7725"
"Pedro Hernandez","Twins","12","12","51.1","4.91","4.03","1.58",".363","65.6 %","41.0 %","12.9 %","7.36","5.58","5.16","-0.3","4578"
"Nathan Karns","Nationals","3","3","12.0","8.25","4.50","3.75",".316","76.5 %","35.7 %","35.7 %","7.50","8.38","4.56","-0.4","12638"
"Kevin Gausman","Orioles","5","5","24.2","7.30","2.19","2.55",".351","62.9 %","36.7 %","25.0 %","7.66","5.85","3.71","-0.2","14107"
"Chien-Ming Wang","Blue Jays","6","6","27.0","4.67","3.00","1.67",".368","59.5 %","58.0 %","23.8 %","7.67","5.42","4.07","-0.1","2074"
"Phil Irwin","Pirates","1","1","4.2","7.71","7.71","0.00",".400","50.0 %","64.3 %","0.0 %","7.71","3.90","4.49","0.1","9489"
"Carlos Martinez","Cardinals","1","1","4.2","3.86","5.79","1.93",".333","69.8 %","52.6 %","14.3 %","7.71","6.90","6.17","-0.1","11682"
"Zeke Spruill","Diamondbacks","2","2","7.0","5.14","2.57","3.86",".385","50.9 %","42.9 %","27.3 %","7.71","8.76","5.34","-0.3","3873"
"Josh Stinson","Orioles","1","1","5.2","4.76","1.59","6.35",".067","100.0 %","42.1 %","44.4 %","7.94","11.69","4.69","-0.3","3219"
"Guillermo Moscoso","Giants","2","2","9.0","7.00","8.00","2.00",".240","60.6 %","11.1 %","11.1 %","8.00","7.05","6.89","-0.3","5106"
"Drew Pomeranz","Rockies","4","4","16.2","7.02","9.72","2.16",".385","74.9 %","49.1 %","21.1 %","8.10","8.03","6.47","-0.5","11426"
"Blake Beavan","Mariners","2","2","10.2","5.06","0.84","2.53",".333","54.7 %","33.3 %","14.3 %","8.44","5.86","4.89","-0.1","338"
"Matt Harrison","Rangers","2","2","10.2","10.12","5.91","1.69",".400","55.0 %","45.2 %","20.0 %","8.44","5.20","4.05","0.0","5551"
"Brian Flynn","Marlins","4","4","18.0","7.50","6.50","2.00",".411","66.9 %","37.9 %","23.5 %","8.50","6.44","4.84","-0.3","12027"
"Allen Webster","Red Sox","7","7","29.1","7.06","5.22","2.15",".319","57.5 %","42.9 %","19.4 %","8.59","6.53","5.10","-0.5","3993"
"Philip Humber","Astros","7","7","33.2","4.28","3.48","1.60",".357","57.3 %","46.6 %","14.3 %","8.82","5.66","5.05","-0.2","8586"
"Carlos Carrasco","Indians","7","7","33.0","5.18","3.55","1.09",".405","56.6 %","48.9 %","11.8 %","9.00","4.74","4.58","0.0","6632"
"Will Smith","Royals","1","1","4.0","11.25","2.25","2.25",".429","30.3 %","46.7 %","16.7 %","9.00","4.55","3.35","0.0","8048"
"Collin McHugh","- - -","5","5","23.0","3.52","1.96","1.57",".376","49.5 %","41.3 %","14.3 %","9.78","5.18","4.58","0.0","7531"
"T.J. McFarland","Orioles","1","1","2.2","13.50","3.37","0.00",".636","62.5 %","54.5 %","0.0 %","10.12","1.17","1.69","0.1","3237"
"Kameron Loe","Braves","1","1","4.1","0.00","6.23","4.15",".409","80.4 %","47.8 %","25.0 %","10.38","11.12","7.65","-0.3","4422"
"David Huff","Yankees","2","2","8.1","9.72","0.00","2.16",".360","21.7 %","29.6 %","18.2 %","10.80","4.37","3.05","0.1","4257"
"Zach Duke","Nationals","1","1","3.1","2.70","0.00","0.00",".438","42.9 %","75.0 %","0.0 %","10.80","2.45","3.27","0.1","3840"
"Ricky Romero","Blue Jays","2","2","4.1","8.31","10.38","2.08",".429","60.3 %","53.3 %","33.3 %","12.46","8.36","6.30","-0.2","3403"
"Mike Fiers","Brewers","3","3","10.2","5.91","1.69","5.06",".357","41.1 %","33.3 %","33.3 %","12.66","9.61","4.60","-0.5","7754"
"Jonathan Sanchez","Pirates","4","4","11.1","8.74","6.35","3.97",".421","62.5 %","41.5 %","35.7 %","12.71","9.49","5.44","-0.5","7507"
"Steve Johnson","Orioles","1","1","4.0","6.75","9.00","0.00",".438","45.5 %","31.3 %","0.0 %","13.50","4.55","6.26","0.0","4053"
"Michael Roth","Angels","1","1","3.1","5.40","5.40","0.00",".429","37.5 %","42.9 %","0.0 %","13.50","3.65","5.29","0.0","13736"
"Mike Kickham","Giants","3","3","10.1","8.71","3.48","3.48",".447","41.2 %","34.1 %","33.3 %","13.94","7.31","3.86","-0.3","11618"
"Cole DeVries","Twins","2","2","7.0","10.29","5.14","2.57",".381","26.8 %","26.1 %","14.3 %","14.14","6.19","5.21","0.0","8201"
"Pedro Villarreal","Reds","1","1","3.2","4.91","4.91","7.36",".467","76.9 %","33.3 %","37.5 %","14.73","14.23","6.57","-0.3","9904"
"Barry Enright","Angels","2","2","5.1","3.38","6.75","1.69",".381","34.5 %","31.8 %","14.3 %","15.19","6.99","6.34","-0.1","2412"
"Raul Valdes","Phillies","1","1","3.2","7.36","0.00","4.91",".556","32.6 %","20.0 %","25.0 %","22.09","8.50","4.39","-0.1","1953"
"Kris Johnson","Pirates","1","1","2.0","4.50","9.00","0.00",".583","44.4 %","41.7 %","0.0 %","22.50","5.05","7.78","0.0","886"
"Eric Surkamp","Giants","1","1","2.2","0.00","0.00","6.75",".500","48.8 %","18.8 %","22.2 %","23.62","15.05","9.91","-0.3","2540"
"Sam Dyson","Marlins","1","1","2.2","3.37","13.50","3.37",".417","34.9 %","76.9 %","33.3 %","23.62","11.67","8.33","-0.2","11710"
"Steven Wright","Red Sox","1","1","1.0","9.00","18.00","0.00",".333","25.0 %","33.3 %","0.0 %","27.00","10.05","11.41","-0.1","8185"
"Sean Nolin","Blue Jays","1","1","1.1","0.00","6.75","6.75",".667","30.3 %","30.0 %","25.0 %","40.50","15.05","9.40","-0.1","11341"
