"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Mark Langston","Indians","5","5","24.1","7.03","5.92","0.37",".350","52.8 %","","","7.03","4.08","","0.5","1007323"
"Jamie Arnold","Dodgers","3","3","15.1","5.28","1.76","1.17",".296","49.5 %","","","7.04","4.24","","0.2","1000319"
"Ryan Glynn","Rangers","10","10","50.1","6.08","6.08","1.43",".327","63.7 %","","","7.15","5.94","","0.1","686"
"Jim Abbott","Brewers","15","15","75.0","4.08","4.44","1.56",".326","61.6 %","","","7.20","6.00","","-0.1","1000012"
"Mike Lincoln","Twins","15","15","69.2","3.36","2.84","1.42",".313","58.2 %","","","7.23","5.43","","0.4","1457"
"Jason Isringhausen","Mets","5","5","24.2","8.39","5.84","2.19",".284","65.5 %","","","7.30","6.50","","-0.2","1158"
"Matt Riley","Orioles","3","3","11.0","4.91","10.64","3.27",".361","86.1 %","","","7.36","10.32","","-0.4","164"
"Nelson Cruz","Tigers","6","6","31.1","5.46","2.87","1.72",".333","57.9 %","","","7.47","5.66","","0.2","554"
"Brad Woodall","Cubs","3","3","12.0","3.00","3.75","3.75",".244","76.9 %","","","7.50","9.13","","-0.3","1014206"
"Jose Silva","Pirates","12","12","65.0","7.62","3.74","1.11",".363","50.1 %","","","7.62","4.38","","1.0","354"
"Mickey Callaway","Devil Rays","4","4","15.1","5.28","5.87","1.17",".364","61.6 %","","","7.63","5.61","","0.1","7"
"Tom Candiotti","- - -","13","13","61.0","4.57","3.69","1.92",".318","55.2 %","","","7.67","6.22","","-0.1","1001911"
"Carlos Perez","Dodgers","16","16","85.1","3.80","4.11","2.32",".303","64.5 %","","","7.70","7.22","","-1.1","1010179"
"Terry Mathews","Royals","1","1","4.2","5.79","3.86","1.93",".400","65.8 %","","","7.71","5.92","","0.0","1008241"
"Cal Eldred","Brewers","15","15","74.2","6.39","4.82","2.05",".313","59.9 %","","","7.71","6.28","","-0.3","1653"
"Mike Grace","Phillies","5","5","23.1","4.24","7.33","1.54",".314","66.1 %","","","7.71","6.99","","-0.3","1004915"
"Rick White","Devil Rays","1","1","2.1","0.00","0.00","3.86",".500","87.0 %","","","7.71","8.71","","-0.1","456"
"Chris Fussell","Royals","8","8","38.0","5.45","5.68","2.13",".333","60.9 %","","","7.82","7.05","","-0.3","1004410"
"Brett Laxton","Athletics","2","2","8.0","9.00","5.63","1.13",".407","42.2 %","","","7.88","5.01","","0.1","1007412"
"Mark Brownson","Rockies","7","7","29.2","6.37","2.43","2.43",".337","62.8 %","","","7.89","6.13","","0.1","1001544"
"Brian McNichol","Cubs","2","2","9.0","11.00","4.00","4.00",".385","82.1 %","","","8.00","8.13","","-0.2","1008670"
"Jack McDowell","Angels","4","4","19.0","5.68","2.37","1.89",".386","64.8 %","","","8.05","5.71","","0.1","1008473"
"John Thomson","Rockies","13","13","60.2","4.90","5.19","1.63",".336","55.5 %","","","8.31","6.18","","0.2","453"
"Dan Perkins","Twins","12","12","53.2","4.19","5.53","1.68",".352","60.8 %","","","8.39","6.69","","-0.4","1010194"
"Robinson Checo","Dodgers","2","2","5.1","8.44","15.19","0.00",".267","61.5 %","","","8.44","6.32","","0.0","1002172"
"Ricky Bones","Orioles","2","2","6.1","4.26","2.84","2.84",".333","65.2 %","","","8.53","7.24","","-0.1","1001161"
"Joel Bennett","Phillies","3","3","13.2","7.24","3.95","4.61",".293","79.0 %","","","8.56","9.50","","-0.4","1000845"
"Mark Clark","Rangers","15","15","74.1","5.33","4.12","2.06",".335","56.9 %","","","8.60","6.34","","-0.1","1002296"
"Willie Blair","Tigers","16","16","81.1","5.42","2.99","2.43",".318","55.9 %","","","8.63","6.59","","-0.2","1001033"
"Julio Santana","Devil Rays","5","5","26.0","6.23","5.54","1.73",".341","53.2 %","","","9.00","6.56","","-0.1","496"
"Michael Tejera","Marlins","1","1","2.0","4.50","9.00","0.00",".625","71.4 %","","","9.00","5.13","","0.0","542"
"Cory Lidle","Devil Rays","1","1","2.0","4.50","4.50","0.00",".375","50.0 %","","","9.00","3.63","","0.0","926"
"Dan Reichert","Royals","8","8","36.2","4.91","7.85","0.49",".362","55.6 %","","","9.08","5.53","","0.2","624"
"Jim Brower","Indians","2","2","9.1","6.75","4.82","4.82",".333","78.6 %","","","9.64","10.53","","-0.3","313"
"Stan Spencer","Padres","8","8","36.1","8.42","2.72","2.72",".373","46.5 %","","","9.66","6.19","","-0.2","1012329"
"Carlos Castillo","White Sox","2","2","8.1","4.32","4.32","0.00",".412","50.0 %","","","9.72","3.61","","0.2","1002060"
"Micah Bowie","Cubs","11","11","47.0","7.47","5.74","1.53",".399","54.4 %","","","9.96","5.73","","0.1","1561"
"Melvin Bunch","Mariners","1","1","2.2","6.75","13.50","3.37",".167","65.2 %","","","10.12","11.01","","-0.1","1001651"
"Kevin Jarvis","Athletics","1","1","4.1","6.23","6.23","2.08",".471","56.6 %","","","10.38","6.83","","0.0","1037"
"Roberto Ramirez","Rockies","4","4","16.2","5.94","5.94","3.24",".339","58.0 %","","","10.80","8.47","","-0.3","1010674"
"Luther Hackman","Rockies","3","3","14.0","6.43","7.07","3.21",".326","58.3 %","","","10.93","8.71","","-0.3","1155"
"Ken Cloude","Mariners","6","6","23.0","5.48","5.48","2.35",".414","57.6 %","","","10.96","7.26","","-0.3","1002362"
"Brett Hinchliffe","Mariners","4","4","14.1","5.02","7.53","6.28",".298","76.9 %","","","11.93","14.44","","-1.0","1005840"
"Mike Johnson","Expos","1","1","4.1","8.31","6.23","2.08",".438","52.1 %","","","12.46","6.36","","0.0","1006487"
"Brian Barber","Royals","3","3","10.0","2.70","4.50","3.60",".385","51.6 %","","","13.50","9.53","","-0.3","1000525"
"Rocky Coppinger","Orioles","2","2","6.2","9.45","12.15","1.35",".444","48.2 %","","","13.50","7.03","","-0.1","1002604"
"Scott Kamieniecki","Orioles","3","3","8.1","8.64","9.72","3.24",".280","38.0 %","","","14.04","9.49","","-0.3","1006681"
"Tomo Ohka","Red Sox","2","2","5.2","6.35","6.35","3.18",".462","39.5 %","","","14.29","8.43","","-0.1","788"
"Don Wengert","Royals","1","1","5.0","7.20","0.00","3.60",".333","0.0 %","","","14.40","6.73","","0.0","1013777"
"Pete Munro","Blue Jays","2","2","8.0","5.63","7.88","3.38",".367","50.6 %","","","14.63","9.76","","-0.3","1546"
"Kip Gross","Red Sox","1","1","3.0","6.00","6.00","3.00",".200","35.7 %","","","15.00","10.13","","-0.1","1005089"
"Gary Rath","Twins","1","1","3.0","3.00","12.00","3.00",".333","52.6 %","","","15.00","10.80","","-0.1","1010708"
"Shigetoshi Hasegawa","Angels","1","1","2.1","11.57","7.71","11.57",".429","100.0 %","","","15.43","19.85","","-0.2","1082"
"Beiker Graterol","Tigers","1","1","4.0","4.50","9.00","6.75",".091","26.3 %","","","15.75","14.88","","-0.3","1004957"
"Paul Spoljaric","- - -","5","5","17.2","6.11","6.11","1.53",".447","26.2 %","","","15.79","6.19","","0.0","1012349"
"Benj Sampson","Twins","4","4","9.0","6.00","9.00","5.00",".432","39.1 %","","","20.00","12.02","","-0.5","1011397"
"Dennys Reyes","Reds","1","1","2.2","6.75","16.87","3.37",".400","46.5 %","","","20.25","12.13","","-0.1","444"
"Wade Miller","Astros","1","1","3.0","9.00","3.00","9.00",".455","41.7 %","","","21.00","15.13","","-0.2","568"
"Clint Sodowsky","Cardinals","1","1","3.1","2.70","8.10","2.70",".471","37.7 %","","","21.60","9.13","","-0.1","1012262"
"Manny Aybar","Cardinals","1","1","3.2","7.36","9.82","2.45",".500","28.3 %","","","22.09","8.32","","-0.1","1107"
"Shayne Bennett","Expos","1","1","4.0","2.25","2.25","6.75",".450","34.1 %","","","22.50","13.13","","-0.2","1000847"
"Kirt Ojala","Marlins","1","1","0.2","0.00","27.00","0.00",".857","25.0 %","","","81.00","12.13","","0.0","1009755"
