"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Madison Bumgarner","Giants","17","17","111.0","8.19","1.62","1.38",".272","82.8 %","40.8 %","12.9 %","3.32","3.95","4.07","1.7","5524"
"Justin Verlander","- - -","33","33","206.0","9.57","3.15","1.18",".271","79.7 %","33.5 %","11.5 %","3.36","3.84","4.17","4.1","8700"
"Andrew Cashner","Rangers","28","28","166.2","4.64","3.46","0.81",".266","74.0 %","48.6 %","8.6 %","3.40","4.61","5.30","1.9","8782"
"Zack Godley","Diamondbacks","25","25","153.1","9.57","3.11","0.88",".282","75.2 %","55.2 %","14.9 %","3.40","3.44","3.34","3.5","14862"
"Robert Stephenson","Reds","11","11","58.0","8.69","5.59","0.78",".276","73.1 %","38.2 %","8.3 %","3.41","4.26","4.98","0.8","13594"
"Jake Faria","Rays","14","14","81.2","8.71","3.42","1.10",".274","79.1 %","39.5 %","11.4 %","3.42","4.14","4.46","1.3","13699"
"Nathan Karns","Royals","8","8","44.2","9.87","2.22","1.81",".270","88.8 %","49.6 %","20.0 %","3.43","4.46","3.63","0.4","12638"
"Lance Lynn","Cardinals","33","33","186.1","7.39","3.77","1.30",".244","79.0 %","44.0 %","14.2 %","3.43","4.82","4.75","1.4","2520"
"Max Fried","Braves","4","4","18.1","7.85","2.95","0.98",".362","71.9 %","63.3 %","20.0 %","3.44","4.30","3.86","0.2","13743"
"Brent Suter","Brewers","14","14","70.1","6.91","2.05","1.02",".294","77.8 %","46.3 %","12.1 %","3.45","3.83","4.02","1.4","13942"
"Taijuan Walker","Diamondbacks","28","28","157.1","8.35","3.49","0.97",".290","73.1 %","48.9 %","11.3 %","3.49","4.04","4.34","2.5","11836"
"Jimmy Nelson","Brewers","29","29","175.1","10.21","2.46","0.82",".340","74.4 %","50.3 %","12.6 %","3.49","3.05","3.15","4.9","10547"
"Jake Arrieta","Cubs","30","30","168.1","8.71","2.94","1.23",".279","72.8 %","45.1 %","14.0 %","3.53","4.16","4.11","2.4","4153"
"J.A. Happ","Blue Jays","25","25","145.1","8.79","2.85","1.11",".302","76.6 %","46.9 %","12.3 %","3.53","3.76","3.94","2.9","7410"
"Jacob deGrom","Mets","31","31","201.1","10.68","2.64","1.25",".305","76.3 %","45.3 %","16.1 %","3.53","3.50","3.23","4.4","10954"
"Aaron Nola","Phillies","27","27","168.0","9.86","2.63","0.96",".309","76.8 %","49.8 %","12.7 %","3.54","3.27","3.38","4.3","16149"
"Sonny Gray","- - -","27","27","162.1","8.48","3.16","1.05",".269","69.6 %","52.8 %","15.1 %","3.55","3.90","3.76","2.8","12768"
"Collin McHugh","Astros","12","12","63.1","8.81","2.84","0.99",".311","77.7 %","32.8 %","8.6 %","3.55","3.82","4.66","1.1","7531"
"Charlie Morton","Astros","25","25","146.2","10.00","3.07","0.86",".294","73.0 %","51.8 %","12.5 %","3.62","3.46","3.58","3.3","4676"
"Carlos Martinez","Cardinals","32","32","205.0","9.53","3.12","1.19",".284","74.9 %","51.3 %","16.4 %","3.64","3.91","3.63","3.3","11682"
"Alex Cobb","Rays","29","29","179.1","6.42","2.21","1.10",".282","75.7 %","47.8 %","13.0 %","3.66","4.16","4.24","2.4","6562"
"Jon Gray","Rockies","20","20","110.1","9.14","2.45","0.82",".336","74.8 %","48.9 %","11.1 %","3.67","3.18","3.45","3.2","14916"
"CC Sabathia","Yankees","27","27","148.2","7.26","3.03","1.27",".276","79.0 %","49.9 %","17.2 %","3.69","4.49","4.11","1.9","404"
"Alex Meyer","Angels","13","13","67.1","10.02","5.61","0.80",".255","74.8 %","46.5 %","11.3 %","3.74","4.14","4.38","1.0","12833"
"Parker Bridwell","Angels","20","20","117.1","5.52","2.30","1.46",".253","78.9 %","37.8 %","12.4 %","3.76","4.90","5.12","0.9","11502"
"Danny Duffy","Royals","24","24","146.1","8.00","2.52","0.80",".309","71.3 %","39.5 %","7.6 %","3.81","3.46","4.39","3.4","3542"
"David Price","Red Sox","11","11","66.0","8.59","3.00","1.09",".287","75.5 %","40.8 %","10.7 %","3.82","4.01","4.45","1.1","3184"
"Michael Fulmer","Tigers","25","25","164.2","6.23","2.19","0.71",".273","65.6 %","49.2 %","8.8 %","3.83","3.67","4.24","3.5","13218"
"Brandon McCarthy","Dodgers","16","16","86.2","6.85","2.60","0.52",".297","68.9 %","42.6 %","5.7 %","3.84","3.35","4.39","2.2","4662"
"Yu Darvish","- - -","31","31","186.2","10.08","2.80","1.30",".283","75.6 %","40.7 %","15.1 %","3.86","3.83","3.65","3.5","13074"
"Eddie Butler","Cubs","11","11","51.1","5.08","4.73","0.53",".272","75.2 %","44.4 %","5.6 %","3.86","4.48","5.59","0.6","13453"
"A.J. Cole","Nationals","8","8","44.1","8.32","4.87","1.42",".309","83.6 %","45.2 %","14.6 %","3.86","5.19","5.06","0.1","11467"
"Aaron Wilkerson","Brewers","2","2","9.1","4.82","0.96","0.96",".185","53.6 %","46.4 %","9.1 %","3.86","3.80","4.50","0.2","16904"
"Dietrich Enns","Twins","1","1","2.1","0.00","3.86","3.86",".333","87.0 %","46.2 %","20.0 %","3.86","10.01","8.26","-0.1","13932"
"Jordan Montgomery","Yankees","29","29","155.1","8.34","2.95","1.22",".275","73.8 %","40.7 %","11.2 %","3.88","4.07","4.45","2.7","16511"
"Hyun-Jin Ryu","Dodgers","24","24","122.2","8.36","3.23","1.61",".303","81.0 %","44.0 %","18.8 %","3.89","4.80","4.17","0.8","14444"
"Jhoulys Chacin","Padres","32","32","180.1","7.64","3.59","0.95",".272","74.4 %","49.1 %","11.4 %","3.89","4.26","4.54","2.3","2608"
"Zach Davies","Brewers","33","33","191.1","5.83","2.59","0.94",".302","74.2 %","50.2 %","12.0 %","3.90","4.22","4.42","2.8","13183"
"Mike Leake","- - -","31","31","186.0","6.29","1.79","0.97",".309","70.3 %","53.7 %","13.6 %","3.92","3.90","3.91","3.1","10130"
"Jose Berrios","Twins","25","25","144.1","8.61","2.99","0.94",".288","70.4 %","39.0 %","9.3 %","3.93","3.86","4.51","2.8","14168"
"Trevor Williams","Pirates","25","25","138.2","6.94","2.92","0.78",".291","71.7 %","49.8 %","9.8 %","3.96","3.91","4.35","2.3","16977"
"Jose Urena","Marlins","28","28","154.1","6.12","3.56","1.40",".242","77.5 %","43.2 %","13.6 %","3.97","5.28","5.29","0.2","11589"
"Jayson Aquino","Orioles","2","2","11.1","7.15","2.38","1.59",".257","71.4 %","43.2 %","12.5 %","3.97","4.66","4.87","0.2","13150"
"Blake Snell","Rays","24","24","129.1","8.28","4.11","1.04",".277","70.9 %","43.9 %","11.0 %","4.04","4.19","4.56","1.9","13543"
"Odrisamer Despaigne","Marlins","8","8","44.1","4.67","3.65","0.41",".268","62.5 %","37.6 %","3.5 %","4.06","4.06","5.76","0.7","16017"
"Chris Archer","Rays","34","34","201.0","11.15","2.69","1.21",".325","71.3 %","42.0 %","14.1 %","4.07","3.40","3.35","4.6","6345"
"Francis Martes","Astros","4","4","17.2","10.70","5.09","0.51",".333","74.2 %","41.9 %","8.3 %","4.08","3.55","4.03","0.4","17303"
"Patrick Corbin","Diamondbacks","32","32","187.0","8.47","2.84","1.25",".327","73.8 %","50.5 %","15.4 %","4.09","4.08","3.88","3.0","9323"
"Shelby Miller","Diamondbacks","4","4","22.0","8.18","4.91","0.41",".288","71.9 %","43.9 %","4.3 %","4.09","3.57","4.84","0.5","10197"
"JC Ramirez","Angels","24","24","142.1","6.45","2.97","1.26",".290","75.5 %","51.4 %","15.0 %","4.11","4.67","4.50","1.1","8302"
"Michael Wacha","Cardinals","30","30","165.2","8.58","2.99","0.92",".327","71.5 %","48.0 %","11.6 %","4.13","3.63","3.88","3.2","14078"
"Ivan Nova","Pirates","31","31","187.0","6.30","1.73","1.40",".299","73.0 %","45.7 %","15.8 %","4.14","4.46","4.19","1.9","1994"
"Jake Odorizzi","Rays","28","28","143.1","7.97","3.83","1.88",".227","72.5 %","30.6 %","15.5 %","4.14","5.43","5.10","0.1","6397"
"Kyle Freeland","Rockies","28","28","149.2","5.95","3.67","1.02",".307","74.9 %","54.6 %","13.1 %","4.15","4.69","4.76","1.8","16256"
"Jose Quintana","- - -","32","32","188.2","9.87","2.91","1.10",".301","71.4 %","44.8 %","13.2 %","4.15","3.68","3.73","3.9","11423"
"Brandon Finnegan","Reds","4","4","13.0","11.08","9.00","0.69",".276","77.7 %","53.3 %","12.5 %","4.15","4.70","4.79","0.1","16208"
"Mike Montgomery","Cubs","14","14","69.1","7.27","2.73","0.91",".258","68.3 %","59.2 %","13.0 %","4.15","3.94","4.01","1.1","4869"
"Carlos Rodon","White Sox","12","12","69.1","9.87","4.02","1.56",".297","77.6 %","44.1 %","19.0 %","4.15","4.69","4.05","0.6","16137"
"Jason Vargas","Royals","32","32","179.2","6.71","2.91","1.35",".289","77.6 %","40.3 %","12.1 %","4.16","4.67","4.94","1.6","8044"
"Jakob Junis","Royals","16","16","93.0","7.06","1.94","1.35",".289","72.5 %","40.5 %","11.9 %","4.16","4.45","4.75","1.0","13619"
"Austin Pruitt","Rays","8","8","43.0","6.49","1.88","1.67",".256","77.9 %","46.2 %","15.7 %","4.19","4.90","4.59","0.3","15290"
"Kendall Graveman","Athletics","19","19","105.1","5.98","2.73","1.03",".313","75.1 %","51.2 %","12.0 %","4.19","4.33","4.54","1.2","15514"
"Edinson Volquez","Marlins","17","17","92.1","7.90","5.17","0.78",".278","71.7 %","45.8 %","9.9 %","4.19","4.35","4.78","1.0","3990"
"Cole Hamels","Rangers","24","24","148.0","6.39","3.22","1.09",".251","70.2 %","47.5 %","12.1 %","4.20","4.62","4.83","1.5","4972"
"Trevor Bauer","Indians","31","31","175.2","9.99","3.07","1.28",".336","76.7 %","46.6 %","16.2 %","4.20","3.90","3.61","3.2","12703"
"Eduardo Rodriguez","Red Sox","24","24","136.1","9.77","3.30","1.25",".300","74.5 %","34.8 %","11.8 %","4.22","4.01","4.30","2.1","13164"
"Luke Weaver","Cardinals","10","10","55.1","11.22","2.28","1.14",".338","71.4 %","50.7 %","17.9 %","4.23","3.12","2.73","1.4","16918"
"Jarred Cosart","Padres","6","6","23.1","5.79","6.17","0.00",".333","69.8 %","50.0 %","0.0 %","4.24","4.19","5.86","0.3","10304"
"Dylan Bundy","Orioles","28","28","169.2","8.06","2.71","1.38",".273","73.7 %","32.8 %","11.5 %","4.24","4.38","4.77","2.7","12917"
"Lance McCullers","Astros","22","22","118.2","10.01","3.03","0.61",".330","67.6 %","61.3 %","12.7 %","4.25","3.10","3.17","3.0","14120"
"Aaron Sanchez","Blue Jays","8","8","36.0","6.00","5.00","1.50",".310","71.4 %","47.5 %","17.1 %","4.25","5.74","5.30","0.0","11490"
"Gerrit Cole","Pirates","33","33","203.0","8.69","2.44","1.37",".298","74.6 %","45.8 %","15.9 %","4.26","4.08","3.81","3.1","13125"
"Dan Straily","Marlins","33","33","181.2","8.42","2.97","1.54",".288","76.4 %","34.2 %","13.0 %","4.26","4.58","4.70","2.0","9460"
"R.A. Dickey","Braves","31","31","190.0","6.44","3.17","1.23",".290","73.2 %","46.9 %","13.2 %","4.26","4.72","4.79","1.6","1245"
"Ben Lively","Phillies","15","15","88.2","5.28","2.44","1.32",".280","74.2 %","38.2 %","10.4 %","4.26","4.97","5.58","0.8","14932"
"Andrew Triggs","Athletics","12","12","65.1","6.89","2.62","1.24",".294","62.5 %","49.8 %","13.2 %","4.27","4.47","4.53","0.7","13533"
"Henderson Alvarez","Phillies","3","3","14.2","3.68","6.75","1.23",".250","81.1 %","46.0 %","11.8 %","4.30","6.36","6.65","-0.1","5669"
"Sean Newcomb","Braves","19","19","100.0","9.72","5.13","0.90",".327","75.2 %","43.8 %","10.9 %","4.32","4.19","4.52","1.3","16943"
"Troy Scribner","Angels","4","4","16.2","8.10","3.78","3.24",".125","77.6 %","26.1 %","20.7 %","4.32","7.66","6.07","-0.3","15570"
"Wei-Yin Chen","Marlins","5","5","27.0","6.67","3.00","1.00",".253","69.4 %","37.2 %","9.1 %","4.33","4.23","4.96","0.3","13071"
"Brian Johnson","Red Sox","5","5","27.0","7.00","2.67","1.67",".310","81.8 %","35.9 %","11.9 %","4.33","4.90","5.26","0.2","14272"
"Jon Lester","Cubs","32","32","180.2","8.97","2.99","1.30",".310","68.7 %","46.2 %","15.8 %","4.33","4.10","3.85","2.7","4930"
"Carson Fulmer","White Sox","5","5","18.2","7.71","5.30","1.45",".216","78.0 %","33.3 %","12.0 %","4.34","5.46","5.75","0.1","18311"
"Kenta Maeda","Dodgers","25","25","126.1","9.26","2.35","1.50",".276","70.7 %","37.5 %","15.2 %","4.35","4.14","3.92","1.9","18498"
"Chad Kuhl","Pirates","31","31","157.1","8.12","4.12","0.97",".321","73.2 %","41.9 %","10.8 %","4.35","4.24","4.61","1.9","14975"
"Sam Gaviglio","- - -","13","13","70.1","5.63","3.07","1.92",".273","76.9 %","49.5 %","20.8 %","4.35","5.83","4.88","-0.2","12778"
"Hisashi Iwakuma","Mariners","6","6","31.0","4.65","3.48","2.03",".220","80.1 %","40.8 %","16.7 %","4.35","6.42","5.89","-0.3","13048"
"Felix Hernandez","Mariners","16","16","86.2","8.10","2.70","1.77",".286","76.4 %","46.9 %","22.4 %","4.36","5.02","4.03","0.4","4772"
"Sean Manaea","Athletics","29","29","158.2","7.94","3.12","1.02",".318","69.6 %","44.1 %","10.6 %","4.37","4.10","4.53","2.3","15873"
"Trevor Cahill","- - -","14","14","72.0","9.75","4.13","1.25",".335","74.5 %","55.4 %","18.2 %","4.38","4.30","3.85","0.9","6249"
"German Marquez","Rockies","29","29","162.0","8.17","2.72","1.39",".316","76.0 %","45.2 %","15.4 %","4.39","4.40","4.18","2.4","15038"
"Michael Pineda","Yankees","17","17","96.1","8.60","1.96","1.87",".302","72.5 %","50.9 %","22.5 %","4.39","4.66","3.61","1.1","5372"
"Jaime Garcia","- - -","27","27","157.0","7.39","3.67","1.03",".302","69.1 %","54.8 %","14.3 %","4.41","4.25","4.18","2.1","8137"
"Jeff Samardzija","Giants","32","32","207.2","8.88","1.39","1.30",".303","67.5 %","41.5 %","13.8 %","4.42","3.61","3.60","3.8","3254"
"Danny Salazar","Indians","19","19","97.1","12.76","3.98","1.29",".346","73.7 %","39.3 %","16.9 %","4.44","3.61","3.26","2.1","5867"
"Jameson Taillon","Pirates","25","25","133.2","8.42","3.10","0.74",".352","71.3 %","47.3 %","9.9 %","4.44","3.48","3.89","2.9","11674"
"Sal Romano","Reds","16","16","87.0","7.55","3.83","0.93",".314","69.5 %","50.4 %","11.7 %","4.45","4.24","4.47","1.3","13690"
"Julio Teheran","Braves","32","32","188.1","7.22","3.44","1.48",".281","73.1 %","40.0 %","13.7 %","4.49","4.95","4.96","1.1","6797"
"Deck McGuire","Reds","2","2","8.0","7.88","2.25","1.13",".269","46.5 %","25.9 %","5.9 %","4.50","3.78","5.94","0.2","11596"
"Tyler Wilson","Orioles","1","1","6.0","1.50","0.00","1.50",".238","65.2 %","42.9 %","12.5 %","4.50","4.99","5.20","0.0","12691"
"Gabriel Ynoa","Orioles","4","4","20.0","5.85","2.25","0.90",".317","67.5 %","44.4 %","8.0 %","4.50","4.06","4.98","0.4","12938"
"Steven Brault","Pirates","4","4","18.0","6.50","4.00","1.50",".286","79.8 %","43.1 %","12.5 %","4.50","5.38","5.58","0.1","15291"
"Adalberto Mejia","Twins","21","21","98.0","7.81","4.04","1.19",".328","76.0 %","39.3 %","11.2 %","4.50","4.65","5.03","1.0","13188"
"Matt Shoemaker","Angels","14","14","77.2","8.00","3.24","1.74",".276","76.2 %","38.5 %","14.6 %","4.52","5.13","4.98","0.3","4776"
"Johnny Cueto","Giants","25","25","147.1","8.31","3.24","1.34",".322","75.7 %","39.4 %","14.0 %","4.52","4.49","4.45","1.2","6893"
"Tyler Skaggs","Angels","16","16","85.0","8.05","2.96","1.38",".318","73.7 %","41.8 %","14.1 %","4.55","4.56","4.49","0.9","10190"
"John Lackey","Cubs","30","30","169.2","7.85","2.81","1.91",".266","76.6 %","41.4 %","18.3 %","4.56","5.32","4.63","0.5","1507"
"Dinelson Lamet","Padres","21","21","114.1","10.94","4.25","1.42",".261","69.2 %","37.1 %","14.8 %","4.57","4.35","4.20","1.3","17186"
"Tanner Roark","Nationals","30","30","175.1","8.32","3.23","1.13",".300","66.9 %","48.5 %","13.4 %","4.57","4.12","4.15","2.4","8753"
"Chris Rowley","Blue Jays","3","3","13.2","4.61","5.93","1.32",".261","79.2 %","40.4 %","10.0 %","4.61","6.01","6.71","0.0","18820"
"Miguel Gonzalez","- - -","27","27","156.0","5.77","3.17","1.27",".289","71.0 %","36.2 %","9.6 %","4.62","4.88","5.65","1.4","7024"
"Rick Porcello","Red Sox","33","33","203.1","8.01","2.12","1.68",".324","69.7 %","39.2 %","14.7 %","4.65","4.60","4.43","2.0","2717"
"Matt Andriese","Rays","17","17","83.0","8.24","2.93","1.73",".304","73.8 %","44.3 %","18.0 %","4.66","4.95","4.35","0.5","12022"
"Luis Perdomo","Padres","29","29","163.2","6.49","3.57","0.93",".325","68.3 %","61.8 %","15.6 %","4.67","4.40","4.24","1.6","14682"
"Kevin Gausman","Orioles","34","34","186.2","8.63","3.42","1.40",".336","76.0 %","42.7 %","14.8 %","4.68","4.48","4.33","2.5","14107"
"Miguel Diaz","Padres","3","3","7.2","8.22","5.87","2.35",".238","87.0 %","45.5 %","25.0 %","4.70","6.68","5.14","-0.1","18815"
"Jerad Eickhoff","Phillies","24","24","128.0","8.30","3.73","1.13",".328","71.0 %","37.6 %","10.2 %","4.71","4.30","4.86","1.9","12664"
"Doug Fister","Red Sox","15","15","84.0","8.46","3.64","0.96",".300","64.2 %","52.1 %","13.4 %","4.71","3.99","4.02","1.3","9425"
"Austin Bibens-Dirkx","Rangers","6","6","34.1","3.93","2.36","2.62",".206","85.7 %","41.9 %","21.7 %","4.72","6.94","5.54","-0.4","9559"
"Reynaldo Lopez","White Sox","8","8","47.2","5.66","2.64","1.32",".271","64.6 %","30.2 %","9.0 %","4.72","4.75","5.75","0.6","16400"
"Mike Foltynewicz","Braves","28","28","152.0","8.23","3.49","1.13",".322","72.5 %","39.4 %","11.4 %","4.74","4.32","4.64","1.8","10811"
"Erasmo Ramirez","- - -","19","19","100.2","7.69","2.24","1.70",".286","68.7 %","39.0 %","15.0 %","4.74","4.71","4.50","0.7","10314"
"Masahiro Tanaka","Yankees","30","30","178.1","9.79","2.07","1.77",".305","71.5 %","49.2 %","21.2 %","4.74","4.34","3.44","2.7","15764"
"Tyler Chatwood","Rockies","25","25","136.1","7.20","4.69","1.25",".283","72.7 %","57.2 %","22.4 %","4.75","4.98","4.27","1.1","4338"
"Seth Lugo","Mets","18","18","98.1","7.51","2.20","1.10",".329","67.7 %","41.8 %","11.4 %","4.76","3.87","4.18","1.8","12447"
"Jacob Turner","Nationals","2","2","11.1","5.56","3.18","1.59",".265","75.8 %","51.4 %","18.2 %","4.76","5.54","4.97","0.0","10185"
"Scott Feldman","Reds","21","21","111.1","7.52","2.83","1.70",".300","74.5 %","42.8 %","21.4 %","4.77","5.04","4.16","0.7","6283"
"Clayton Richard","Padres","32","32","197.1","6.89","2.69","1.09",".351","70.6 %","59.2 %","19.4 %","4.79","4.23","3.76","2.3","3551"
"Ty Blach","Giants","24","24","149.2","4.21","2.10","1.02",".295","66.4 %","47.2 %","10.5 %","4.81","4.40","4.85","1.3","14361"
"Brandon Woodruff","Brewers","8","8","43.0","6.70","2.93","1.05",".292","69.8 %","47.4 %","11.1 %","4.81","4.37","4.72","0.6","16162"
"Martin Perez","Rangers","32","32","185.0","5.59","3.06","1.12",".328","70.6 %","47.3 %","13.3 %","4.82","4.65","4.70","1.9","6902"
"Ariel Miranda","Mariners","29","29","158.0","7.69","3.53","1.99",".235","74.7 %","31.4 %","14.7 %","4.90","5.60","5.40","0.2","17526"
"Luiz Gohara","Braves","5","5","29.1","9.51","2.45","0.61",".366","61.8 %","35.4 %","5.6 %","4.91","2.75","4.05","1.0","15166"
"Ricky Nolasco","Angels","33","33","181.0","7.11","2.88","1.74",".310","75.6 %","40.1 %","15.6 %","4.92","5.10","4.79","0.7","3830"
"Tyler Pill","Mets","3","3","16.1","7.71","3.31","1.10",".327","60.3 %","45.1 %","16.7 %","4.96","4.32","4.04","0.2","12751"
"Josh Tomlin","Indians","26","26","141.0","6.96","0.89","1.47",".329","68.5 %","39.6 %","13.7 %","4.98","4.12","4.11","2.2","9388"
"Marco Estrada","Blue Jays","33","33","186.0","8.52","3.44","1.50",".295","71.9 %","30.3 %","11.2 %","4.98","4.61","5.09","2.6","1118"
"Joe Ross","Nationals","13","13","73.2","8.31","2.44","1.95",".330","75.1 %","37.5 %","18.8 %","5.01","4.99","4.22","0.4","12972"
"Hector Velazquez","Red Sox","3","3","14.1","6.91","2.51","2.51",".317","84.4 %","35.6 %","23.5 %","5.02","6.09","4.57","-0.1","19341"
"Antonio Senzatela","Rockies","20","20","111.0","6.41","3.16","1.46",".292","70.8 %","48.7 %","18.4 %","5.03","5.00","4.47","0.9","15488"
"Chad Bettis","Rockies","9","9","46.1","5.83","2.14","1.55",".293","70.1 %","48.4 %","16.0 %","5.05","4.88","4.56","0.4","10587"
