"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Matt Morris","Cardinals","34","34","216.1","7.70","2.25","0.54",".318","74.6 %","","","3.16","3.05","","6.1","1172"
"Kelvim Escobar","Blue Jays","11","11","68.0","7.94","3.31","0.40",".265","72.9 %","","","3.18","3.09","","1.9","1298"
"Juan Cruz","Cubs","8","8","44.2","7.86","3.43","0.81",".293","80.5 %","","","3.22","3.74","","0.9","273"
"Brian Lawrence","Padres","15","15","97.2","6.63","2.49","0.74",".274","69.6 %","","","3.23","3.56","","2.0","1045"
"Jason Marquis","Braves","16","16","99.1","6.43","3.81","0.82",".273","74.8 %","","","3.26","4.19","","1.4","105"
"Russ Ortiz","Giants","33","33","218.2","6.96","3.75","0.54",".273","72.4 %","","","3.29","3.52","","4.4","1124"
"Mark Buehrle","White Sox","32","32","221.1","5.12","1.95","0.98",".242","73.7 %","","","3.29","4.08","","4.0","225"
"Al Leiter","Mets","29","29","187.1","6.82","2.21","0.86",".285","72.5 %","","","3.31","3.58","","3.8","883"
"Ryan Jensen","Giants","7","7","35.0","4.63","4.89","0.51",".281","79.3 %","","","3.34","4.73","","0.2","1117"
"Chan Ho Park","Dodgers","35","35","234.0","8.38","3.38","0.88",".252","75.9 %","","","3.35","3.85","","4.3","1267"
"Kerry Wood","Cubs","28","28","174.1","11.20","4.75","0.83",".274","77.0 %","","","3.36","3.51","","3.9","304"
"Miguel Batista","Diamondbacks","18","18","96.1","6.17","3.92","0.84",".255","76.9 %","","","3.36","4.48","","1.2","46"
"Tim Hudson","Athletics","35","35","235.0","6.93","2.72","0.77",".279","72.8 %","","","3.37","3.60","","5.1","921"
"Brian Moehler","Tigers","1","1","8.0","2.25","1.13","0.00",".222","57.1 %","","","3.38","2.92","","0.2","480"
"Jason Middlebrook","Padres","3","3","16.0","4.50","5.06","1.69",".208","90.4 %","","","3.38","6.36","","-0.2","1048"
"Wade Miller","Astros","32","32","212.0","7.77","3.23","1.32",".263","78.3 %","","","3.40","4.36","","2.8","568"
"Javier Vazquez","Expos","32","32","223.2","8.37","1.77","0.97",".279","72.2 %","","","3.42","3.21","","6.1","801"
"Ryan Drese","Indians","4","4","23.2","5.70","3.04","0.38",".300","71.0 %","","","3.42","3.47","","0.6","379"
"Jamie Moyer","Mariners","33","33","209.2","5.11","1.89","1.03",".249","75.7 %","","","3.43","4.17","","3.0","1091"
"Mark Mulder","Athletics","34","34","229.1","6.00","2.00","0.63",".282","71.9 %","","","3.45","3.35","","5.7","932"
"Pat Hentgen","Orioles","9","9","62.1","4.76","2.74","1.01",".228","74.8 %","","","3.47","4.36","","0.9","145"
"Barry Zito","Athletics","35","35","214.1","8.61","3.36","0.76",".283","73.5 %","","","3.49","3.53","","4.8","944"
"Dennis Springer","Dodgers","3","3","18.0","3.50","1.00","1.50",".276","85.1 %","","","3.50","5.10","","0.1","672"
"Roger Clemens","Yankees","33","33","220.1","8.70","2.94","0.78",".305","73.6 %","","","3.51","3.29","","5.6","815"
"Brandon Duckworth","Phillies","11","11","69.0","5.22","3.78","0.26",".259","70.6 %","","","3.52","3.79","","1.3","954"
"Tom Glavine","Braves","35","35","219.1","4.76","3.98","0.98",".274","79.0 %","","","3.57","4.77","","1.7","90"
"Kevin Appier","Mets","33","33","206.2","7.49","2.79","0.96",".273","74.6 %","","","3.57","3.92","","3.4","3"
"Cory Lidle","Athletics","29","29","188.0","5.65","2.25","1.10",".261","73.4 %","","","3.59","4.29","","2.6","926"
"Brian Cooper","Angels","1","1","5.0","7.20","1.80","1.80",".154","76.9 %","","","3.60","4.65","","0.1","1295"
"Aaron Sele","Mariners","33","33","213.0","4.69","2.15","1.06",".272","75.6 %","","","3.63","4.35","","2.6","34"
"Steve Sparks","Tigers","33","33","230.2","4.53","2.50","0.86",".286","71.8 %","","","3.67","4.19","","3.1","499"
"Randy Wolf","Phillies","25","25","157.0","8.20","2.81","0.86",".294","72.7 %","","","3.67","3.60","","3.2","976"
"Brad Penny","Marlins","31","31","205.0","6.76","2.37","0.66",".279","68.2 %","","","3.69","3.39","","4.6","535"
"Jarrod Washburn","Angels","30","30","193.1","5.87","2.51","1.16",".285","75.7 %","","","3.77","4.37","","2.5","40"
"Jon Lieber","Cubs","34","34","232.1","5.73","1.59","0.97",".273","71.1 %","","","3.80","3.79","","4.4","287"
"Dave Williams","Pirates","18","18","104.0","4.59","3.46","1.21",".246","74.5 %","","","3.81","5.14","","0.4","1013"
"Nelson Figueroa","Phillies","13","13","77.2","5.68","3.82","0.93",".301","80.0 %","","","3.82","4.59","","0.7","683"
"Andy Ashby","Dodgers","2","2","11.2","5.40","0.77","1.54",".308","82.0 %","","","3.86","4.33","","0.1","637"
"Bud Smith","Cardinals","14","14","82.2","6.42","2.50","1.31",".269","73.1 %","","","3.92","4.38","","1.0","1182"
"Brad Radke","Twins","33","33","226.0","5.46","1.04","0.96",".292","69.9 %","","","3.94","3.70","","4.5","748"
"Erik Hiljus","Athletics","11","11","57.0","8.68","2.68","1.11",".318","76.3 %","","","3.95","3.61","","1.2","919"
"Andy Pettitte","Yankees","31","31","200.2","7.36","1.84","0.63",".332","66.8 %","","","3.99","3.02","","5.8","840"
"Shawn Estes","Giants","27","27","159.0","6.17","4.36","0.62",".285","71.2 %","","","4.02","4.12","","2.1","873"
"Tony Armas Jr.","Expos","34","34","196.2","8.05","4.16","0.82",".291","70.4 %","","","4.03","3.99","","3.6","761"
"Jon Garland","White Sox","16","16","82.2","4.46","4.14","1.31",".313","74.7 %","","","4.03","5.47","","0.3","232"
"John Thomson","Rockies","14","14","93.2","6.53","2.40","1.44",".252","72.8 %","","","4.04","4.61","","1.4","453"
"Rick Reed","- - -","32","32","202.1","6.32","1.38","1.25",".291","71.7 %","","","4.05","3.98","","3.3","750"
"A.J. Burnett","Marlins","27","27","173.1","6.65","4.31","1.04",".253","73.9 %","","","4.05","4.63","","1.4","512"
"Woody Williams","- - -","34","34","220.0","6.30","2.29","1.43",".283","74.5 %","","","4.05","4.59","","2.0","1190"
"Jason Schmidt","- - -","25","25","150.1","8.50","3.65","0.78",".299","69.8 %","","","4.07","3.64","","3.0","1131"
"Vladimir Nunez","Marlins","3","3","17.2","5.09","3.06","1.53",".232","75.8 %","","","4.08","5.48","","0.0","532"
"Jeff Weaver","Tigers","33","33","229.1","5.97","2.67","0.75",".295","69.2 %","","","4.08","3.87","","4.0","503"
"Jason Johnson","Orioles","32","32","196.0","5.23","3.54","1.29",".266","71.5 %","","","4.09","5.12","","1.1","147"
"Bartolo Colon","Indians","34","34","222.1","8.14","3.64","1.05",".309","74.8 %","","","4.09","4.00","","3.9","375"
"Chris Carpenter","Blue Jays","34","34","215.2","6.55","3.13","1.21",".306","74.5 %","","","4.09","4.61","","2.3","1292"
"Terry Adams","Dodgers","22","22","136.1","7.53","3.04","0.46",".330","69.2 %","","","4.16","3.12","","3.7","946"
"Dave Coggin","Phillies","17","17","95.0","5.87","3.69","0.66",".305","72.8 %","","","4.17","4.09","","1.4","951"
"Robert Person","Phillies","33","33","208.1","7.91","3.46","1.47",".258","74.8 %","","","4.19","4.68","","1.7","966"
"Frank Castillo","Red Sox","26","26","136.2","5.86","2.30","0.92",".284","66.9 %","","","4.21","3.96","","2.2","180"
"Eric Milton","Twins","34","34","218.0","6.40","2.52","1.40",".271","75.3 %","","","4.25","4.56","","2.2","743"
"Julian Tavarez","Cubs","28","28","154.0","5.90","3.86","0.70",".307","66.8 %","","","4.27","4.21","","2.2","541"
"Brandon Lyon","Blue Jays","11","11","63.0","5.00","2.14","0.86",".279","68.0 %","","","4.29","3.94","","1.1","1312"
"Brian Tollberg","Padres","19","19","117.1","5.45","1.92","1.15",".303","73.4 %","","","4.30","4.19","","1.5","1055"
"Tim Wakefield","Red Sox","17","17","104.2","7.82","4.82","0.69",".294","68.8 %","","","4.30","4.20","","1.4","219"
"Paul Abbott","Mariners","27","27","161.0","6.60","4.81","1.17",".262","76.1 %","","","4.30","5.01","","0.8","1061"
"Jason Bere","Cubs","32","32","188.0","8.38","3.69","1.15",".281","69.6 %","","","4.31","4.09","","3.0","266"
"David Cone","Red Sox","25","25","135.2","7.63","3.78","1.13",".316","73.7 %","","","4.31","4.46","","1.4","1680"
"Kevin Millwood","Braves","21","21","121.0","6.25","2.98","1.49",".273","71.6 %","","","4.31","4.83","","0.9","106"
"Adam Eaton","Padres","17","17","116.2","8.41","3.09","1.54",".271","73.6 %","","","4.32","4.57","","1.0","1029"
"Tanyon Sturtze","Devil Rays","27","27","177.0","4.93","3.66","1.07",".289","75.2 %","","","4.32","4.83","","1.4","1230"
"Chris Michalak","Blue Jays","18","18","99.2","4.52","3.61","1.08",".293","72.8 %","","","4.33","5.09","","0.6","1415"
"Shane Reynolds","Astros","28","28","182.2","5.03","1.77","1.18",".304","71.4 %","","","4.34","4.30","","2.6","574"
"Terry Mulholland","- - -","4","4","18.2","6.27","2.41","1.93",".300","79.4 %","","","4.34","5.25","","0.1","665"
"Ramon Ortiz","Angels","32","32","208.2","5.82","3.28","1.08",".296","71.4 %","","","4.36","4.58","","2.3","27"
"Jeff Suppan","Royals","34","34","218.1","4.95","3.05","1.07",".282","69.8 %","","","4.37","4.68","","2.5","633"
"CC Sabathia","Indians","33","33","180.1","8.53","4.74","0.95",".276","70.4 %","","","4.39","4.22","","2.7","404"
"Kirk Rueter","Giants","34","34","195.1","3.82","3.04","1.15",".284","71.8 %","","","4.42","4.94","","0.8","1128"
"Joe Kennedy","Devil Rays","20","20","117.2","5.97","2.60","1.22",".289","70.3 %","","","4.44","4.43","","1.4","1217"
"Josh Towers","Orioles","20","20","131.2","3.76","1.03","1.37",".298","72.5 %","","","4.44","4.67","","1.4","1489"
"Dustin Hermanson","Cardinals","33","33","192.1","5.76","3.42","1.59",".272","74.4 %","","","4.45","5.33","","0.5","195"
"Doug Davis","Rangers","30","30","186.0","5.56","3.34","0.68",".329","69.4 %","","","4.45","3.95","","3.6","1244"
"Ismael Valdez","Angels","27","27","163.2","5.50","2.75","1.10",".301","73.9 %","","","4.45","4.48","","2.0","1283"
"Sean Lowe","White Sox","11","11","66.2","4.86","1.62","1.08",".301","67.7 %","","","4.45","4.20","","1.1","994"
"James Baldwin","- - -","28","28","171.2","4.98","3.25","1.26",".291","73.0 %","","","4.46","4.97","","1.3","1064"
"Steve Trachsel","Mets","28","28","173.2","7.46","2.44","1.45",".278","71.6 %","","","4.46","4.35","","2.0","898"
"Omar Daal","Phillies","32","32","185.2","5.19","2.71","1.26",".285","71.6 %","","","4.46","4.70","","1.5","646"
"David Wells","White Sox","16","16","100.2","5.27","1.88","1.07",".320","70.0 %","","","4.47","4.14","","1.7","855"
"Todd Ritchie","Pirates","33","33","207.1","5.38","2.26","1.00",".276","63.9 %","","","4.47","4.15","","3.1","253"
"Elmer Dessens","Reds","34","34","205.0","5.62","2.46","1.40",".293","75.0 %","","","4.48","4.66","","2.2","317"
"Kevin Tapani","Cubs","29","29","168.1","7.97","2.14","1.28",".318","70.2 %","","","4.49","3.97","","2.9","1012824"
"Mark Redman","- - -","11","11","58.0","5.12","3.57","1.09",".310","73.0 %","","","4.50","4.72","","0.5","491"
"Damian Moss","Braves","1","1","4.0","6.75","13.50","0.00",".091","71.4 %","","","4.50","6.05","","0.0","107"
"Hideo Nomo","Red Sox","33","33","198.0","10.00","4.36","1.18",".288","70.6 %","","","4.50","4.03","","3.0","666"
"Paul Byrd","- - -","16","16","95.0","4.26","2.27","1.14",".306","71.6 %","","","4.55","4.56","","1.2","594"
"Calvin Maduro","Orioles","12","12","69.0","5.09","3.39","0.91",".257","68.2 %","","","4.57","4.45","","0.9","151"
"Odalis Perez","Braves","16","16","86.2","6.85","3.53","0.73",".330","69.3 %","","","4.57","3.79","","1.6","668"
"Jimmy Haynes","Brewers","29","29","169.1","5.90","3.93","1.01",".294","71.4 %","","","4.57","4.58","","1.9","329"
"Jason Jennings","Rockies","7","7","39.1","5.95","4.35","0.46",".317","69.3 %","","","4.58","3.91","","0.9","434"
"Steve Parris","Blue Jays","19","19","105.2","4.17","3.49","1.53",".299","75.8 %","","","4.60","5.56","","0.1","1316"
"Ruben Quevedo","Brewers","10","10","56.2","9.53","4.76","1.43",".305","76.3 %","","","4.61","4.58","","0.6","705"
"Luke Prokopec","Dodgers","22","22","130.2","6.13","2.41","1.86",".270","75.1 %","","","4.61","5.27","","0.4","1320"
"Glendon Rusch","Mets","33","33","179.0","7.84","2.16","1.16",".347","70.6 %","","","4.63","3.81","","3.2","707"
"Rick Bauer","Orioles","6","6","33.0","4.36","2.45","1.91",".255","65.3 %","","","4.64","5.75","","0.0","125"
"Mike MacDougal","Royals","3","3","15.1","4.11","2.35","1.17",".302","64.4 %","","","4.70","4.81","","0.2","612"
"Chuck Smith","Marlins","15","15","88.0","7.26","3.58","1.02",".300","71.6 %","","","4.70","4.31","","1.0","1012114"
"Lance Davis","Reds","20","20","106.1","4.49","2.88","1.02",".310","69.6 %","","","4.74","4.51","","1.3","1003065"
"Bobby Witt","Diamondbacks","7","7","36.0","6.00","6.00","1.25",".241","76.5 %","","","4.75","5.77","","0.0","1014170"
"Ben Sheets","Brewers","25","25","151.1","5.59","2.85","1.37",".296","69.6 %","","","4.76","4.83","","1.3","710"
"Paxton Crawford","Red Sox","7","7","34.0","6.35","3.18","0.79",".315","71.1 %","","","4.76","4.02","","0.5","1002747"
"Matt Wise","Angels","9","9","45.1","9.33","3.38","2.18",".295","76.6 %","","","4.76","5.32","","0.1","42"
"Kevin Jarvis","Padres","32","32","193.1","6.19","2.28","1.72",".260","71.1 %","","","4.79","5.00","","0.8","1037"
"Pat Rapp","Angels","28","28","165.0","4.25","3.76","1.04",".268","67.7 %","","","4.80","4.89","","1.3","1010700"
"Adrian Hernandez","Yankees","3","3","15.0","3.60","4.80","3.60",".159","95.6 %","","","4.80","9.25","","-0.5","1504"
"Rocky Coppinger","Brewers","3","3","15.0","7.20","4.80","1.20",".302","75.5 %","","","4.80","4.98","","0.1","1002604"
"Albie Lopez","- - -","33","33","205.2","5.95","3.28","1.14",".305","67.8 %","","","4.81","4.52","","2.3","102"
"Jesus Sanchez","Marlins","9","9","52.0","7.10","4.50","1.04",".305","73.0 %","","","4.85","4.59","","0.5","1476"
"Hideki Irabu","Expos","3","3","16.2","9.72","1.62","1.62",".380","76.9 %","","","4.86","3.77","","0.3","1255"
"Adam Pettyjohn","Tigers","9","9","53.2","5.37","2.68","1.34",".307","65.4 %","","","4.86","4.80","","0.4","489"
"Bruce Chen","- - -","27","27","146.0","7.77","3.64","1.79",".279","70.1 %","","","4.87","5.14","","0.5","769"
"Jamey Wright","Brewers","33","33","194.2","5.96","4.53","1.20",".294","72.2 %","","","4.90","5.28","","0.8","715"
"Eric Gagne","Dodgers","24","24","137.1","7.86","2.75","1.38",".284","65.4 %","","","4.92","4.53","","1.5","650"
"Chad Durbin","Royals","29","29","179.0","4.78","2.92","1.31",".298","68.9 %","","","4.93","5.03","","1.4","1442"
"Ryan Dempster","Marlins","34","34","211.1","7.28","4.77","0.89",".308","69.9 %","","","4.94","4.45","","2.2","517"
"Sidney Ponson","Orioles","23","23","138.1","5.47","2.41","1.37",".306","69.3 %","","","4.94","4.74","","1.3","161"
"Tony McKnight","- - -","15","15","87.1","4.74","2.47","1.96",".298","77.2 %","","","4.95","5.82","","-0.2","1008602"
"Mac Suzuki","- - -","19","19","92.0","6.85","5.48","1.17",".298","67.8 %","","","4.99","5.21","","0.6","1485"
"Blake Stein","Royals","15","15","75.0","8.28","6.12","1.44",".270","72.9 %","","","5.04","5.37","","0.3","632"
"Matt Clement","Marlins","31","31","169.1","7.12","4.52","0.80",".307","67.7 %","","","5.05","4.39","","1.8","271"
"Orlando Hernandez","Yankees","16","16","90.2","7.25","3.97","1.89",".267","77.1 %","","","5.06","5.62","","0.0","823"
"Shawn Chacon","Rockies","27","27","160.0","7.54","4.89","1.46",".289","72.6 %","","","5.06","5.31","","1.3","424"
"Esteban Loaiza","Blue Jays","30","30","180.2","5.33","1.94","1.35",".326","70.5 %","","","5.08","4.60","","2.0","1310"
"Scott Schoeneweis","Angels","32","32","205.1","4.56","3.37","0.92",".297","67.9 %","","","5.08","4.70","","2.0","33"
"Pedro Astacio","- - -","26","26","169.2","7.64","2.86","1.17",".318","67.7 %","","","5.09","4.22","","3.2","862"
"Jimmy Anderson","Pirates","34","34","206.1","3.88","3.62","0.65",".300","66.6 %","","","5.10","4.50","","2.3","977"
"Bobby Jones","Padres","33","33","195.0","5.22","1.75","1.71",".310","64.5 %","","","5.12","5.00","","0.8","1039"
"Paul Wilson","Devil Rays","24","24","131.2","6.90","3.21","1.23",".308","65.8 %","","","5.13","4.61","","1.3","1234"
"Mike Matthews","Cardinals","10","10","47.1","7.23","2.47","1.71",".298","74.0 %","","","5.13","4.99","","0.3","1170"
"Darren Dreifort","Dodgers","16","16","94.2","8.65","4.47","1.05",".299","63.2 %","","","5.13","4.32","","1.2","647"
"Rick Helling","Rangers","34","34","215.2","6.43","2.63","1.59",".320","70.1 %","","","5.17","4.84","","2.1","58"
"Gary Glover","White Sox","11","11","57.0","5.84","2.53","1.74",".254","65.4 %","","","5.21","5.26","","0.3","234"
"Livan Hernandez","Giants","34","34","226.2","5.48","3.37","0.95",".319","65.9 %","","","5.24","4.37","","2.3","1116"
"Chris Reitsma","Reds","29","29","173.0","4.42","2.39","1.09",".298","61.6 %","","","5.25","4.53","","2.1","348"
"Sean Douglass","Orioles","4","4","20.1","7.52","4.87","1.33",".290","72.9 %","","","5.31","5.07","","0.1","133"
"Wascar Serrano","Padres","5","5","28.2","5.97","3.45","0.63",".350","64.9 %","","","5.34","3.89","","0.5","1011754"
"Tomo Ohka","- - -","21","21","106.0","5.69","2.46","1.27",".331","66.9 %","","","5.35","4.53","","1.2","788"
"Sterling Hitchcock","- - -","12","12","68.2","5.50","2.62","0.79",".332","65.9 %","","","5.37","3.97","","1.2","824"
"Mike Thurman","Expos","26","26","145.2","5.87","2.90","1.30",".310","68.7 %","","","5.38","4.71","","1.5","852"
"Denny Neagle","Rockies","30","30","170.2","7.33","3.16","1.53",".310","69.6 %","","","5.38","4.81","","2.3","441"
"Jose Lima","- - -","27","27","156.2","4.42","2.07","1.90",".287","66.9 %","","","5.40","5.65","","-0.2","475"
"Mike Hampton","Rockies","32","32","203.0","5.41","3.77","1.37",".312","66.9 %","","","5.41","5.21","","1.9","430"
"Kip Wells","White Sox","20","20","104.2","6.71","4.13","1.20",".316","67.6 %","","","5.42","4.93","","0.9","1012"
"Kris Wilson","Royals","15","15","84.2","4.89","2.98","2.23",".288","71.7 %","","","5.42","6.39","","-0.4","636"
"Jose Acevedo","Reds","18","18","96.0","6.38","3.19","1.59",".285","67.4 %","","","5.44","5.09","","0.6","307"
"Junior Herndon","Padres","8","8","39.2","2.95","4.99","1.13",".317","70.6 %","","","5.45","5.92","","-0.2","1005716"
"Willis Roberts","Orioles","18","18","102.1","5.98","3.87","0.88",".305","66.0 %","","","5.45","4.54","","1.2","167"
"Brian Anderson","Diamondbacks","22","22","123.2","3.78","2.11","1.82",".286","61.3 %","","","5.46","5.56","","0.1","44"
"Victor Santos","Tigers","7","7","36.0","6.75","6.25","1.75",".269","76.2 %","","","5.50","6.24","","-0.3","446"
"Rocky Biddle","White Sox","21","21","113.2","6.26","3.64","1.03",".300","60.3 %","","","5.54","4.57","","1.4","223"
"Chuck Finley","Indians","22","22","113.2","7.60","2.77","1.11",".336","60.7 %","","","5.54","3.94","","2.1","384"
"Nick Bierbrodt","- - -","16","16","84.1","7.79","4.16","1.81",".324","70.5 %","","","5.55","5.47","","0.1","1194"
"Mark Gardner","Giants","15","15","81.0","5.11","3.44","1.78",".255","69.1 %","","","5.56","5.74","","-0.3","1004529"
"Robert Ellis","Diamondbacks","17","17","89.0","3.64","3.24","1.11",".287","65.8 %","","","5.56","5.06","","0.5","649"
"Masato Yoshii","Expos","11","11","55.0","4.42","2.62","1.15",".315","64.8 %","","","5.56","4.81","","0.5","807"
"Octavio Dotel","Astros","4","4","21.0","7.29","6.00","0.86",".333","68.2 %","","","5.57","4.67","","0.2","555"
"Chris George","Royals","13","13","74.0","3.89","2.19","1.70",".277","65.1 %","","","5.59","5.37","","0.3","601"
"Bronson Arroyo","Pirates","13","13","67.1","3.88","3.48","1.34",".295","66.3 %","","","5.61","5.46","","0.1","978"
"Ted Lilly","Yankees","21","21","104.0","8.39","4.15","1.47",".311","64.7 %","","","5.62","4.90","","0.8","833"
"Dan Reichert","Royals","19","19","109.2","5.50","4.76","1.07",".307","65.3 %","","","5.66","5.04","","0.9","624"
"Amaury Telemaco","Phillies","14","14","74.2","5.79","3.01","1.57",".297","65.4 %","","","5.67","5.23","","0.2","1802"
"Jose Mercedes","Orioles","31","31","182.1","5.97","3.11","0.94",".322","63.4 %","","","5.73","4.28","","2.7","396"
"Matt Blank","Expos","4","4","20.1","4.87","5.75","2.21",".258","76.7 %","","","5.75","7.38","","-0.3","1001053"
"John Smoltz","Braves","5","5","25.0","7.20","1.80","1.44",".363","68.9 %","","","5.76","4.25","","0.3","115"
"Britt Reames","Expos","13","13","64.0","7.03","5.62","1.55",".297","66.3 %","","","5.77","5.74","","0.0","794"
"John Halama","Mariners","17","17","81.0","4.89","2.22","1.78",".331","63.9 %","","","5.78","5.42","","0.1","1080"
"Paul Rigdon","Brewers","15","15","79.1","5.56","5.22","1.47",".293","71.1 %","","","5.79","5.80","","-0.1","1010955"
"Dan Wright","White Sox","12","12","63.1","4.97","5.40","1.56",".314","71.9 %","","","5.83","6.10","","-0.2","258"
"Gil Heredia","Athletics","18","18","98.2","3.83","2.65","2.19",".308","71.1 %","","","5.84","6.30","","-0.6","1005686"
"Kyle Lohse","Twins","16","16","84.1","5.98","2.77","1.60",".308","66.4 %","","","5.87","5.17","","0.3","739"
"Bryan Rekar","Devil Rays","25","25","140.2","5.57","2.88","1.34",".310","60.5 %","","","5.89","4.84","","1.1","625"
"Ryan Rupe","Devil Rays","26","26","141.2","7.75","2.92","1.91",".295","64.8 %","","","5.91","5.20","","0.5","1223"
"Joey Hamilton","- - -","26","26","139.2","5.93","2.84","1.29",".366","66.2 %","","","5.93","4.62","","1.5","328"
"Casey Fossum","Red Sox","7","7","34.2","4.93","3.89","1.04",".296","63.7 %","","","5.97","5.27","","0.1","188"
"Armando Reynoso","Diamondbacks","9","9","46.2","2.89","2.51","2.51",".278","75.7 %","","","5.98","7.12","","-0.6","72"
"John Parrish","Orioles","1","1","6.0","6.00","3.00","1.50",".250","46.5 %","","","6.00","5.88","","0.0","160"
"Troy Mattes","Expos","8","8","45.0","5.20","4.20","1.80",".286","67.8 %","","","6.00","6.16","","-0.2","1008252"
"Bret Saberhagen","Red Sox","3","3","15.0","6.00","0.00","1.80",".320","57.0 %","","","6.00","4.52","","0.1","1011355"
"Darren Oliver","Rangers","28","28","154.0","6.08","3.80","1.34",".333","66.3 %","","","6.02","5.02","","1.2","206"
"Jim Brower","Reds","10","10","49.1","6.02","3.65","2.01",".315","70.0 %","","","6.02","5.95","","-0.1","313"
"Bobby Munoz","Expos","7","7","34.1","3.67","4.19","1.57",".333","71.9 %","","","6.03","6.08","","-0.1","1009326"
"Allen Levrault","Brewers","20","20","104.1","5.43","4.05","1.81",".294","68.5 %","","","6.04","5.98","","-0.3","925"
"Chuck McElroy","Orioles","5","5","23.2","2.66","4.18","2.66",".220","74.5 %","","","6.08","7.95","","-0.5","1008477"
"Jeff D'Amico","Brewers","10","10","47.1","6.08","3.04","2.09",".314","56.8 %","","","6.08","5.80","","-0.1","871"
"Chris Holt","Tigers","22","22","127.0","4.75","3.26","1.13",".334","66.1 %","","","6.09","4.91","","0.7","1005983"
"Kenny Rogers","Rangers","20","20","120.2","5.52","3.65","1.34",".328","65.5 %","","","6.19","5.18","","0.8","1277"
"Randy Keisler","Yankees","10","10","50.2","6.39","6.04","2.13",".260","72.3 %","","","6.22","6.72","","-0.5","830"
"Kyle Peterson","Brewers","2","2","8.2","8.31","3.12","1.04",".406","64.1 %","","","6.23","3.74","","0.2","1010235"
"Pasqual Coco","Blue Jays","1","1","4.1","4.15","2.08","0.00",".313","50.0 %","","","6.23","2.82","","0.1","1294"
