"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Casey Fossum","Red Sox","14","14","70.0","7.07","3.60","0.77",".321","56.9 %","34.1 %","6.2 %","5.53","3.86","4.77","1.4","188"
"Joaquin Benoit","Rangers","17","17","82.2","8.06","4.68","1.96",".252","69.3 %","32.4 %","16.2 %","5.55","5.67","4.80","0.2","1437"
"Wayne Franklin","Brewers","34","34","192.0","5.34","4.41","1.69",".270","69.0 %","33.8 %","12.8 %","5.58","5.91","5.61","-0.3","557"
"Dave Burba","Brewers","2","2","9.2","4.66","4.66","1.86",".314","80.3 %","34.3 %","12.5 %","5.59","6.55","6.27","-0.1","1239"
"Aaron Harang","- - -","15","15","72.1","4.98","2.12","1.37",".317","65.1 %","40.7 %","12.6 %","5.60","4.65","4.43","1.0","1451"
"Andy Ashby","Dodgers","12","12","60.1","4.77","2.24","1.04",".338","67.3 %","46.6 %","12.3 %","5.67","4.37","4.24","0.7","637"
"Tommy Phelps","Marlins","7","7","33.1","6.48","2.16","0.54",".360","61.0 %","35.4 %","5.1 %","5.67","3.18","4.11","0.8","1665"
"Billy Traber","Indians","18","18","88.2","6.70","2.54","1.42",".333","68.1 %","47.3 %","17.3 %","5.68","4.58","3.86","0.9","410"
"Shawn Estes","Cubs","28","28","151.2","6.11","4.81","1.19",".329","64.3 %","48.6 %","15.0 %","5.70","5.01","4.57","0.6","873"
"Rick Helling","Orioles","24","24","138.2","5.58","2.60","1.95",".290","71.1 %","34.9 %","15.8 %","5.71","5.73","4.91","0.2","58"
"Mike Maroth","Tigers","33","33","193.1","4.05","2.33","1.58",".295","65.5 %","44.3 %","16.1 %","5.73","5.32","4.62","0.4","1508"
"Edgar Gonzalez","Diamondbacks","2","2","11.0","7.36","3.27","0.82",".487","75.2 %","42.5 %","10.0 %","5.73","3.67","3.81","0.2","1727"
"Jeff Weaver","Yankees","24","24","147.2","5.06","2.62","0.67",".342","62.9 %","40.9 %","6.4 %","5.73","3.97","4.71","2.5","503"
"Ricardo Rodriguez","Indians","15","15","81.2","4.52","3.09","1.76",".268","64.6 %","47.5 %","17.8 %","5.73","5.71","4.77","-0.1","1585"
"Cory Lidle","Blue Jays","31","31","192.2","5.23","2.80","1.12",".300","59.8 %","48.9 %","13.4 %","5.75","4.50","4.24","2.3","926"
"Aaron Sele","Angels","25","25","121.2","3.92","4.29","1.26",".286","67.9 %","39.6 %","10.8 %","5.77","5.70","5.78","-0.1","34"
"Gary Knotts","Tigers","18","18","92.0","4.99","4.21","1.17",".294","64.8 %","39.7 %","10.8 %","5.77","5.15","5.22","0.4","1428"
"Rodrigo Lopez","Orioles","26","26","147.0","6.31","2.63","1.47",".340","67.5 %","42.2 %","13.7 %","5.82","4.83","4.45","1.3","150"
"Jeremy Bonderman","Tigers","28","28","151.1","5.95","3.21","1.37",".319","60.8 %","42.6 %","13.5 %","5.83","4.84","4.50","1.1","1667"
"Kevin Jarvis","Padres","16","16","92.0","4.79","3.13","1.47",".311","65.1 %","50.9 %","17.2 %","5.87","5.19","4.45","0.1","1037"
"Josh Stewart","White Sox","5","5","25.2","4.56","5.61","1.40",".273","67.7 %","46.2 %","11.8 %","5.96","5.91","5.82","0.0","1683"
"Bruce Chen","Red Sox","2","2","9.0","5.00","2.00","4.00",".192","74.1 %","46.7 %","30.8 %","6.00","8.36","4.69","-0.2","769"
"Oscar Villarreal","Diamondbacks","1","1","3.0","6.00","9.00","0.00",".364","71.4 %","50.0 %","0.0 %","6.00","4.70","5.67","0.0","1654"
"Aaron Cook","Rockies","16","16","87.0","3.00","4.24","0.62",".327","64.5 %","56.1 %","7.9 %","6.00","4.92","5.29","0.9","1571"
"Seth McClung","Devil Rays","5","5","24.0","6.00","6.00","1.13",".304","69.6 %","38.6 %","10.7 %","6.00","5.70","5.77","0.0","1657"
"Adam Bernero","Tigers","17","17","99.2","4.88","3.52","1.26",".274","63.7 %","39.6 %","10.8 %","6.05","5.16","5.23","0.5","460"
"Josh Hall","Reds","5","5","23.2","6.85","4.94","1.52",".350","63.5 %","46.4 %","17.4 %","6.08","5.36","4.58","0.0","1784"
"Denny Stark","Rockies","13","13","71.0","3.30","3.68","1.52",".293","64.3 %","37.6 %","12.1 %","6.08","5.85","5.68","0.1","452"
"Scott Randall","Reds","2","2","10.1","5.23","0.87","0.87",".314","51.7 %","41.7 %","9.1 %","6.10","3.42","3.71","0.2","749"
"Ismael Valdez","Rangers","22","22","115.0","3.68","2.27","1.80",".307","66.1 %","41.9 %","16.9 %","6.10","5.70","4.83","0.2","1283"
"Terry Mulholland","Indians","3","3","17.2","6.62","2.55","3.06",".304","77.7 %","45.0 %","27.3 %","6.11","6.99","4.39","-0.3","665"
"Tanyon Sturtze","Blue Jays","8","8","44.0","5.11","4.09","1.84",".304","61.2 %","37.4 %","15.0 %","6.14","6.19","5.52","-0.2","1230"
"Pete Walker","Blue Jays","7","7","33.2","5.61","4.28","1.87",".308","72.6 %","42.5 %","17.1 %","6.15","6.09","5.16","-0.1","1325"
"Chin-hui Tsao","Rockies","8","8","42.1","5.95","4.04","2.34",".285","73.7 %","37.8 %","19.6 %","6.17","6.72","5.27","-0.2","1776"
"Cory Vance","Rockies","3","3","16.0","3.94","3.94","1.69",".291","65.8 %","39.7 %","16.7 %","6.19","6.09","5.30","0.0","1647"
"Mario Ramos","Rangers","3","3","13.0","5.54","9.00","2.08",".205","78.0 %","39.0 %","15.8 %","6.23","8.26","7.39","-0.3","1272"
"Steve Parris","Devil Rays","7","7","36.0","3.25","2.75","2.75",".273","74.5 %","33.6 %","19.0 %","6.25","7.20","5.58","-0.5","1316"
"Dan Serafini","Reds","4","4","18.2","4.82","4.82","2.41",".362","66.7 %","30.0 %","13.5 %","6.27","7.05","6.46","-0.2","1812"
"Jonathan Johnson","Astros","3","3","14.1","4.40","8.79","1.26",".327","75.3 %","26.5 %","8.0 %","6.28","6.80","7.53","-0.1","59"
"Omar Daal","Orioles","17","17","88.2","4.87","2.84","1.02",".357","63.8 %","42.8 %","11.4 %","6.29","4.43","4.41","1.3","646"
"Jimmy Haynes","Reds","18","18","94.1","4.67","5.44","1.34",".320","65.7 %","45.0 %","13.1 %","6.30","5.83","5.56","-0.2","329"
"Ryan Drese","Rangers","8","8","37.0","5.84","5.35","1.22",".339","60.9 %","44.2 %","12.8 %","6.32","5.44","5.22","0.2","379"
"Jason Simontacchi","Cardinals","16","16","85.1","5.48","3.16","2.00",".297","67.0 %","39.9 %","16.5 %","6.33","5.94","5.01","-0.4","1181"
"Scott Elarton","Rockies","10","10","50.2","3.37","3.20","2.31",".307","66.0 %","37.0 %","16.5 %","6.39","6.92","5.86","-0.4","426"
"Mike Porzio","White Sox","3","3","14.0","5.79","0.64","1.29",".333","60.4 %","42.6 %","13.3 %","6.43","4.25","3.95","0.2","252"
"Ruben Quevedo","Brewers","8","8","41.1","4.14","4.79","2.40",".292","74.7 %","30.8 %","16.4 %","6.53","7.17","6.07","-0.5","705"
"Joe Kennedy","Devil Rays","22","22","118.2","5.01","3.19","1.29",".327","60.0 %","42.5 %","10.7 %","6.60","5.07","5.16","0.7","1217"
"Brian Meadows","Pirates","7","7","31.1","3.45","1.15","1.44",".336","57.1 %","45.8 %","14.3 %","6.61","4.72","4.28","0.3","998"
"Wil Ledezma","Tigers","8","8","35.1","5.09","3.57","1.53",".363","70.0 %","20.3 %","10.2 %","6.62","5.47","5.69","0.1","1669"
"Carlton Loewer","Padres","5","5","21.2","4.57","3.32","1.25",".390","67.8 %","41.2 %","13.0 %","6.65","5.06","4.81","0.0","1713"
"Ryan Dempster","Reds","20","20","112.2","6.55","5.19","1.12",".324","62.0 %","42.7 %","11.4 %","6.71","5.05","5.03","0.8","517"
"Mike Bacsik","Mets","3","3","14.2","4.91","1.84","1.84",".396","65.8 %","41.5 %","13.6 %","6.75","5.21","4.74","0.0","863"
"Carlos Silva","Phillies","1","1","4.0","11.25","4.50","0.00",".417","57.1 %","63.6 %","0.0 %","6.75","2.03","2.76","0.1","973"
"David Cone","Mets","4","4","16.0","7.31","6.19","1.69",".320","69.8 %","46.2 %","18.8 %","6.75","5.91","4.93","-0.1","1680"
"Joe Mays","Twins","21","21","110.1","3.67","2.77","1.55",".297","60.5 %","47.2 %","14.6 %","6.77","5.49","4.97","-0.1","740"
"Matt Roney","Tigers","11","11","49.0","4.41","5.33","1.65",".283","63.2 %","40.2 %","14.1 %","6.80","6.34","5.85","-0.3","1670"
"Jeremy Griffiths","Mets","6","6","29.0","6.21","4.03","0.93",".352","60.2 %","38.2 %","7.9 %","6.83","4.45","5.01","0.3","1731"
"Dan Wright","White Sox","15","15","69.2","5.43","5.30","1.81",".291","63.1 %","38.2 %","16.1 %","6.85","6.29","5.50","-0.2","258"
"Ryan Vogelsong","Pirates","5","5","21.0","6.43","3.86","0.43",".355","55.9 %","38.4 %","4.2 %","6.86","3.79","4.84","0.4","1011"
"Dewon Brazelton","Devil Rays","10","10","48.1","4.47","4.28","1.68",".289","48.3 %","48.2 %","16.1 %","6.89","6.07","5.34","-0.2","1195"
"Seth Etherton","Reds","7","7","30.0","5.10","4.50","1.20",".330","66.2 %","21.0 %","8.0 %","6.90","5.43","6.13","0.2","322"
"John Patterson","Diamondbacks","8","8","41.2","6.48","5.18","1.30",".318","63.5 %","33.6 %","11.8 %","6.91","5.26","5.18","0.2","71"
"Aaron Heilman","Mets","13","13","63.2","7.07","5.65","1.84",".325","66.5 %","47.4 %","18.3 %","6.93","6.14","5.11","-0.5","1751"
"Nelson Cruz","Rockies","7","7","36.1","5.70","1.98","2.72",".270","65.6 %","44.3 %","22.9 %","6.94","6.61","4.60","-0.2","554"
"Brian Tollberg","Padres","3","3","10.1","1.74","3.48","0.87",".211","17.2 %","43.2 %","7.7 %","6.97","5.06","5.64","0.1","1055"
"Victor Santos","Rangers","4","4","19.1","5.12","4.19","2.33",".288","62.5 %","46.8 %","33.3 %","6.98","6.65","4.42","-0.2","446"
"Ramiro Mendoza","Red Sox","5","5","24.1","5.18","2.59","1.85",".338","64.7 %","47.1 %","23.8 %","7.03","5.66","4.25","0.0","836"
"Jason Standridge","Devil Rays","7","7","32.0","5.06","3.94","1.97",".282","63.1 %","41.3 %","20.0 %","7.03","6.16","4.91","-0.1","1229"
"Shane Loux","Tigers","4","4","15.1","1.17","3.52","1.17",".305","62.0 %","44.3 %","10.5 %","7.04","5.84","5.95","-0.1","1613"
"Tony Mounce","Rangers","11","11","50.2","5.33","4.44","1.60",".331","64.3 %","36.2 %","13.8 %","7.11","5.93","5.49","0.0","1739"
"Chris George","Royals","18","18","93.2","3.75","4.23","2.11",".294","67.6 %","47.2 %","20.6 %","7.11","6.76","5.37","-0.8","601"
"Chris Reitsma","Reds","3","3","17.1","3.12","2.08","2.60",".349","70.8 %","53.7 %","26.3 %","7.27","6.78","4.63","-0.2","348"
"Colby Lewis","Rangers","26","26","127.0","6.24","4.96","1.63",".343","65.1 %","39.4 %","17.8 %","7.30","5.77","4.90","0.1","1259"
"John Riedling","Reds","8","8","35.2","4.04","4.79","0.50",".341","56.6 %","45.5 %","5.1 %","7.32","4.71","5.58","0.4","1515"
"Glendon Rusch","Brewers","19","19","100.1","6.91","3.68","0.81",".393","59.0 %","41.6 %","8.2 %","7.36","3.98","4.41","1.8","707"
"Pedro Astacio","Mets","7","7","36.2","4.91","4.42","1.96",".312","66.9 %","33.6 %","15.1 %","7.36","6.49","5.77","-0.4","862"
"Brad Voyles","Royals","3","3","13.1","6.08","5.40","2.03",".378","71.4 %","18.2 %","14.3 %","7.43","6.41","5.78","-0.1","1490"
"Carlos Reyes","Devil Rays","3","3","16.2","2.16","2.70","3.24",".228","64.1 %","38.7 %","22.2 %","7.56","8.13","5.81","-0.4","1721"
"Chan Ho Park","Rangers","7","7","29.2","4.85","7.58","1.52",".309","67.2 %","36.7 %","14.7 %","7.58","7.28","6.76","-0.4","1267"
"Mickey Callaway","- - -","7","7","33.0","5.45","4.64","1.09",".353","55.8 %","55.6 %","15.4 %","7.64","5.03","4.60","0.2","7"
"Juan Dominguez","Rangers","3","3","14.0","7.07","5.14","3.21",".243","60.0 %","40.0 %","27.8 %","7.71","7.82","5.05","-0.3","1796"
"Clay Condrey","Padres","6","6","30.1","6.23","5.64","1.48",".303","61.2 %","55.9 %","16.7 %","7.71","5.87","5.17","-0.2","1579"
"Roger Deago","Padres","2","2","10.1","8.71","6.97","0.00",".355","52.6 %","41.4 %","0.0 %","7.84","3.42","4.97","0.2","1705"
"Denny Neagle","Rockies","7","7","35.1","5.35","3.06","3.06",".304","67.1 %","32.3 %","24.5 %","7.90","7.36","4.97","-0.4","441"
"Brian Moehler","Astros","3","3","13.2","3.29","3.95","2.63",".353","71.4 %","38.9 %","23.5 %","7.90","7.42","5.43","-0.2","480"
"Neal Cotts","White Sox","4","4","13.1","6.75","11.48","0.68",".341","65.4 %","30.8 %","8.3 %","8.10","6.33","6.67","0.0","1797"
"Robert Ellis","Rangers","4","4","18.1","3.93","4.91","3.44",".302","73.5 %","27.1 %","22.6 %","8.35","8.92","6.42","-0.5","649"
"Jeff Austin","Reds","7","7","28.1","6.99","6.67","2.86",".238","60.4 %","20.7 %","17.0 %","8.58","7.83","6.43","-0.5","587"
"Matt Ford","Brewers","4","4","14.1","5.65","6.28","3.14",".358","67.9 %","17.2 %","15.2 %","8.79","8.61","7.44","-0.3","1674"
"Joe Roa","- - -","4","4","15.1","8.22","3.52","1.17",".415","55.2 %","47.3 %","12.5 %","8.80","4.07","3.90","0.2","969"
"Scott Mullen","Dodgers","1","1","3.0","3.00","15.00","0.00",".200","62.5 %","30.0 %","0.0 %","9.00","8.36","10.31","-0.1","618"
"Carlos Pulido","Twins","1","1","3.0","3.00","6.00","0.00",".333","50.0 %","16.7 %","0.0 %","9.00","4.36","7.28","0.1","1815"
"Sun-Woo Kim","Expos","3","3","12.0","2.25","5.25","3.75",".386","80.8 %","34.7 %","31.3 %","9.00","10.70","7.23","-0.5","197"
"Jimmy Anderson","Reds","7","7","37.2","3.11","3.11","1.91",".349","54.3 %","56.2 %","21.6 %","9.08","6.14","4.81","-0.2","977"
"Sergio Mitre","Cubs","2","2","7.2","3.52","4.70","1.17",".419","60.2 %","61.3 %","12.5 %","9.39","5.51","5.34","0.0","1773"
"Mike Bynum","Padres","5","5","23.0","8.22","3.13","2.74",".338","49.7 %","43.5 %","38.9 %","9.39","6.21","3.39","-0.2","1022"
"Tim Drew","Expos","1","1","4.2","5.79","9.64","3.86",".267","73.2 %","25.0 %","25.0 %","9.64","10.53","7.46","-0.2","380"
"Jason Young","Rockies","3","3","12.0","8.25","4.50","2.25",".400","55.1 %","56.1 %","37.5 %","9.75","6.20","3.92","-0.1","1707"
"Luis Martinez","Brewers","4","4","16.1","5.51","8.27","1.65",".379","61.5 %","33.9 %","13.0 %","9.92","6.95","6.62","-0.2","1823"
"Corey Thurman","Blue Jays","3","3","9.0","5.00","7.00","3.00",".371","69.2 %","23.7 %","20.0 %","10.00","8.59","6.68","-0.2","1324"
"Kirk Saarloos","Astros","4","4","13.0","11.08","2.77","1.38",".410","33.0 %","41.0 %","12.5 %","10.38","3.95","3.75","0.2","1516"
"Todd Jones","Rockies","1","1","4.1","4.15","0.00","0.00",".474","44.4 %","63.2 %","0.0 %","10.38","2.11","2.11","0.2","436"
"Chad Durbin","Indians","1","1","4.1","6.23","4.15","0.00",".529","54.6 %","35.3 %","0.0 %","10.38","3.03","5.39","0.1","1442"
"Chris Mears","Tigers","3","3","10.1","4.35","1.74","2.61",".421","53.6 %","32.5 %","18.8 %","10.45","6.42","4.90","-0.1","1756"
"Alan Benes","Rangers","4","4","15.0","6.60","4.80","1.20",".466","49.7 %","45.6 %","12.5 %","11.40","4.90","4.72","0.1","265"
"Justin Wayne","Marlins","2","2","5.1","1.69","8.44","1.69",".348","58.8 %","37.5 %","11.1 %","11.81","8.47","8.49","-0.2","803"
"Jim Parque","Devil Rays","5","5","17.1","4.15","8.31","1.04",".368","51.0 %","44.1 %","9.1 %","11.94","6.55","6.90","-0.2","250"
"Randy Keisler","Padres","2","2","6.0","7.50","10.50","4.50",".235","55.6 %","45.0 %","42.9 %","12.00","11.86","7.07","-0.4","830"
"Jason Roach","Mets","2","2","9.0","2.00","4.00","3.00",".306","47.3 %","39.5 %","18.8 %","12.00","8.59","6.85","-0.3","1740"
"Grant Balfour","Twins","1","1","2.2","10.12","16.87","3.37",".375","65.8 %","0.0 %","20.0 %","13.50","11.28","9.14","-0.2","718"
"Brian Powell","Giants","1","1","4.2","5.79","1.93","5.79",".333","41.7 %","55.6 %","100.0 %","13.50","10.75","3.33","-0.2","490"
"Scott Downs","Expos","1","1","3.0","12.00","9.00","6.00",".375","57.7 %","30.0 %","100.0 %","15.00","12.03","4.34","-0.2","773"
"Ryan Jensen","Giants","2","2","7.1","3.68","2.45","7.36",".333","52.1 %","23.3 %","42.9 %","15.95","14.08","6.23","-0.5","1117"
"Dave Manning","Brewers","2","2","6.2","2.70","10.80","1.35",".370","34.1 %","46.2 %","14.3 %","16.20","7.98","7.56","-0.2","1785"
"Nick Bierbrodt","Devil Rays","5","5","15.1","4.11","5.87","3.52",".448","45.5 %","39.7 %","24.0 %","16.43","9.55","6.84","-0.6","1194"
"Pete Munro","Astros","2","2","5.1","5.06","5.06","3.38",".480","46.1 %","53.8 %","33.3 %","16.88","9.03","5.80","-0.2","1546"
"Chris Bootcheck","Angels","1","1","3.1","8.10","8.10","8.10",".400","34.5 %","30.8 %","60.0 %","21.60","15.63","6.12","-0.3","1842"
"John Wasdin","Blue Jays","2","2","3.2","9.82","7.36","4.91",".632","42.3 %","30.0 %","33.3 %","27.00","10.39","5.69","-0.2","1768"
"Mike Wood","Athletics","1","1","2.0","13.50","0.00","4.50",".667","26.3 %","30.8 %","50.0 %","27.00","6.53","1.49","0.0","1806"
"Dennis Tankersley","Padres","1","1","0.0","0.00","36.00","0.00","1.000","0.0 %","33.3 %","0.0 %","63.00","15.03","15.03","0.0","1054"
