"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"J.C. Romero","Twins","11","11","53.2","7.55","5.03","1.34",".343","59.0 %","","","6.71","5.13","","0.5","754"
"David Cone","Yankees","29","29","153.2","7.03","4.63","1.46",".332","64.6 %","","","6.74","5.41","","1.0","1680"
"Jon Garland","White Sox","13","13","65.2","4.93","5.35","1.37",".317","61.7 %","","","6.85","5.84","","0.3","232"
"Tim Belcher","Angels","9","9","40.2","4.87","4.87","1.77",".280","65.7 %","","","6.86","6.38","","-0.1","1000789"
"Dave Eiland","Devil Rays","10","10","40.1","2.90","2.68","1.12",".325","59.4 %","","","6.92","5.22","","0.4","1003714"
"Ryan Rupe","Devil Rays","18","18","91.0","6.03","3.07","1.88",".334","64.0 %","","","6.92","5.83","","0.3","1223"
"Joey Nation","Cubs","2","2","11.2","6.17","6.17","1.54",".286","67.7 %","","","6.94","6.56","","-0.1","1009462"
"Ken Hill","- - -","17","17","81.0","5.56","6.33","1.78",".337","70.3 %","","","7.00","6.65","","-0.4","1005827"
"Jay Spurgeon","Orioles","4","4","19.0","4.26","7.11","1.89",".302","72.7 %","","","7.11","7.61","","-0.2","1012369"
"Mike Johnson","Expos","13","13","59.0","5.95","5.19","1.83",".277","64.6 %","","","7.17","6.44","","-0.3","1006487"
"John Parrish","Orioles","8","8","36.1","6.94","8.67","1.49",".309","65.1 %","","","7.18","6.71","","-0.2","160"
"Scott Karl","- - -","13","13","61.1","4.11","4.40","1.76",".364","66.2 %","","","7.19","6.33","","0.1","1006703"
"Jason Johnson","Orioles","13","13","75.0","6.60","5.16","1.92",".281","58.9 %","","","7.20","6.24","","-0.1","147"
"Miguel del Toro","Giants","1","1","5.0","9.00","3.60","1.80",".357","65.8 %","","","7.20","5.53","","0.0","1003184"
"Hideki Irabu","Expos","11","11","54.2","6.91","2.30","1.48",".376","59.2 %","","","7.24","4.56","","0.8","1255"
"C.J. Nitkowski","Tigers","11","11","53.0","5.43","3.91","1.53",".359","54.8 %","","","7.30","5.49","","0.2","570"
"Darren Oliver","Rangers","21","21","108.0","4.08","3.50","1.33",".346","58.4 %","","","7.42","5.43","","0.9","206"
"Nelson Figueroa","Diamondbacks","3","3","15.2","4.02","2.87","2.30",".250","54.9 %","","","7.47","6.52","","-0.1","683"
"Felipe Lira","Expos","7","7","26.2","4.39","4.39","1.35",".356","55.6 %","","","7.76","5.80","","0.0","1007649"
"Scott Erickson","Orioles","16","16","92.2","3.98","4.66","1.36",".334","61.7 %","","","7.87","5.93","","0.2","137"
"Matt Perisho","Rangers","13","13","63.2","6.50","5.94","1.41",".322","56.4 %","","","7.92","5.95","","0.2","1423"
"Horacio Estrada","Brewers","4","4","18.0","4.00","7.00","2.50",".302","72.7 %","","","8.00","8.52","","-0.4","1003843"
"Everett Stull","Brewers","4","4","16.2","5.94","9.72","2.16",".182","56.8 %","","","8.10","8.53","","-0.4","712"
"Will Cunnane","Padres","3","3","13.1","4.73","4.05","1.35",".340","51.7 %","","","8.10","5.61","","0.0","274"
"Charles Nagy","Indians","11","11","57.0","6.47","3.32","2.37",".298","56.2 %","","","8.21","6.33","","0.0","397"
"Chad Durbin","Royals","16","16","72.1","4.60","5.35","1.74",".302","55.1 %","","","8.21","6.41","","0.0","1442"
"Kyle Farnsworth","Cubs","5","5","27.1","7.57","5.27","1.98",".337","63.6 %","","","8.23","6.28","","-0.1","278"
"Rocky Biddle","White Sox","4","4","22.2","2.78","3.18","1.99",".306","43.8 %","","","8.34","6.44","","0.0","223"
"Vladimir Nunez","Marlins","12","12","60.1","5.67","4.03","1.79",".340","55.2 %","","","8.35","5.90","","0.0","532"
"Mark Clark","Rangers","8","8","36.2","3.44","4.66","1.96",".328","58.9 %","","","8.59","6.93","","-0.2","1002296"
"Dennis Springer","Mets","2","2","11.1","3.97","3.97","1.59",".391","64.7 %","","","8.74","6.13","","0.0","672"
"Rodrigo Lopez","Padres","6","6","24.2","6.20","4.74","1.82",".412","63.0 %","","","8.76","5.97","","-0.1","150"
"Jamie Arnold","Cubs","4","4","15.1","4.70","6.46","0.59",".361","50.6 %","","","8.80","5.68","","0.0","1000319"
"Jose Parra","Pirates","2","2","7.0","11.57","3.86","1.29",".524","58.8 %","","","9.00","3.71","","0.2","70"
"Pasqual Coco","Blue Jays","1","1","4.0","4.50","11.25","2.25",".286","72.9 %","","","9.00","9.88","","-0.1","1294"
"Hipolito Pichardo","Red Sox","1","1","4.0","4.50","4.50","2.25",".333","60.6 %","","","9.00","6.88","","0.0","1472"
"Kip Gross","Astros","1","1","4.0","6.75","4.50","4.50",".462","55.6 %","","","9.00","9.63","","-0.1","1005089"
"Jeremy Powell","Expos","4","4","17.0","7.41","3.18","2.65",".339","43.5 %","","","9.00","6.37","","-0.1","1010490"
"Jay Ryan","Twins","1","1","3.0","0.00","9.00","6.00",".231","57.7 %","","","9.00","14.80","","-0.2","1011340"
"Sean Bergman","Twins","14","14","67.1","4.68","4.28","2.41",".366","59.6 %","","","9.22","7.08","","-0.7","1000881"
"Dan Wheeler","Devil Rays","2","2","9.2","4.66","2.79","0.93",".436","58.3 %","","","9.31","4.69","","0.1","120"
"Valerio de los Santos","Brewers","2","2","8.2","4.15","3.12","6.23",".185","90.9 %","","","9.35","12.60","","-0.5","681"
"Phil Norton","Cubs","2","2","8.2","6.23","7.27","5.19",".310","78.6 %","","","9.35","11.67","","-0.4","1714"
"Ben Ford","Yankees","2","2","8.1","5.40","5.40","1.08",".370","54.2 %","","","9.72","6.01","","0.0","1858"
"Johan Santana","Twins","5","5","22.0","5.32","5.32","1.23",".400","52.6 %","","","9.82","5.50","","0.1","755"
"Calvin Maduro","Orioles","2","2","9.0","6.00","5.00","3.00",".321","60.8 %","","","10.00","8.47","","-0.2","151"
"Tim Drew","Indians","3","3","9.0","5.00","8.00","1.00",".444","56.9 %","","","10.00","6.47","","0.0","380"
"Roy Halladay","Blue Jays","13","13","60.2","6.23","5.34","2.08",".370","49.4 %","","","11.13","6.58","","-0.3","1303"
"Lorenzo Barcelo","White Sox","1","1","4.0","6.75","4.50","2.25",".462","52.6 %","","","11.25","6.38","","0.0","1435"
"T.J. Tucker","Expos","2","2","7.0","2.57","3.86","6.43",".240","71.4 %","","","11.57","13.13","","-0.4","800"
"Jaime Navarro","- - -","7","7","26.2","4.05","7.09","2.70",".398","53.4 %","","","11.81","8.61","","-0.6","1009465"
"Jerry Spradlin","Cubs","1","1","3.0","9.00","6.00","0.00",".538","60.0 %","","","12.00","4.13","","0.1","1012353"
"Bill Pulsipher","Mets","2","2","6.2","9.45","8.10","1.35",".458","56.8 %","","","12.15","6.13","","0.0","842"
"Mark J. Johnson","Tigers","3","3","10.1","3.48","7.84","0.87",".300","37.0 %","","","12.19","6.52","","-0.1","1006485"
"Orel Hershiser","Dodgers","6","6","19.1","4.19","5.59","1.86",".389","52.9 %","","","12.57","7.84","","-0.3","1005741"
"Bobby Jones","Mets","1","1","4.0","2.25","6.75","2.25",".313","26.3 %","","","13.50","8.13","","-0.1","1454"
"Ron Mahay","Athletics","2","2","7.1","2.45","4.91","3.68",".419","57.0 %","","","13.50","9.54","","-0.2","290"
"Bobby Witt","Indians","2","2","5.2","3.18","3.18","4.76",".520","65.2 %","","","14.29","10.37","","-0.2","1014170"
"Mike Lincoln","Twins","4","4","13.2","5.93","7.24","6.59",".413","70.4 %","","","14.49","13.96","","-0.9","1457"
"Kane Davis","Indians","2","2","7.0","1.29","5.14","3.86",".323","31.3 %","","","15.43","10.13","","-0.2","872"
"Byung-Hyun Kim","Diamondbacks","1","1","2.1","7.71","15.43","7.71",".286","76.9 %","","","15.43","17.71","","-0.2","61"
"Marcus Jones","Athletics","1","1","2.1","3.86","11.57","3.86",".400","60.6 %","","","15.43","11.71","","-0.1","1006575"
"Mike Judd","Dodgers","1","1","4.0","11.25","6.75","4.50",".222","19.2 %","","","15.75","10.13","","-0.1","1006639"
"Lesli Brea","Orioles","1","1","3.1","2.70","2.70","0.00",".467","33.3 %","","","16.20","4.33","","0.1","1001372"
"Brett Laxton","Royals","1","1","3.1","2.70","5.40","0.00",".533","40.0 %","","","16.20","4.33","","0.1","1007412"
"Clayton Andrews","Blue Jays","2","2","5.0","3.60","5.40","5.40",".577","59.5 %","","","19.80","11.93","","-0.3","1000247"
"Jake Westbrook","Yankees","2","2","4.1","2.08","8.31","2.08",".522","44.9 %","","","20.77","8.44","","-0.1","412"
"Brian O'Connor","Pirates","1","1","2.0","0.00","9.00","4.50",".545","39.5 %","","","27.00","12.63","","-0.1","1009709"
"Jeff D'Amico","Royals","1","1","2.0","0.00","22.50","0.00",".545","27.3 %","","","36.00","10.63","","-0.1","1002961"
"Grant Roberts","Mets","1","1","1.1","0.00","20.25","0.00",".545","22.2 %","","","40.50","9.88","","-0.1","894"
"Rigo Beltran","Rockies","1","1","1.1","6.75","20.25","13.50",".571","48.4 %","","","40.50","27.88","","-0.2","1916"
"Dave Borkowski","Tigers","1","1","1.2","5.40","27.00","5.40",".556","31.3 %","","","43.20","18.73","","-0.2","2002"
"Juan Guzman","Devil Rays","1","1","1.2","16.20","10.80","10.80",".714","16.1 %","","","43.20","18.73","","-0.2","1005162"
"Ed Yarnall","Yankees","1","1","1.0","0.00","18.00","9.00",".667","45.5 %","","","45.00","25.13","","-0.2","1014322"
"Steve Ontiveros","Red Sox","1","1","1.0","9.00","18.00","9.00",".667","17.9 %","","","54.00","20.13","","-0.1","1009826"
