"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Mike Pelfrey","Mets","4","4","21.1","5.48","5.06","0.42",".343","67.4 %","48.6 %","5.0 %","5.48","4.65","5.36","0.2","5203"
"Josh Fogg","Rockies","31","31","172.0","4.87","3.14","1.26",".313","65.9 %","42.5 %","10.8 %","5.49","5.03","5.03","1.7","989"
"Jorge Sosa","Braves","13","13","70.0","5.79","2.57","2.19",".309","69.6 %","36.9 %","17.9 %","5.53","5.92","4.67","-0.1","1228"
"Zach Jackson","Brewers","7","7","37.1","4.82","3.38","1.45",".321","69.4 %","46.6 %","13.0 %","5.54","5.61","5.25","0.1","8356"
"Randy Wolf","Phillies","12","12","56.2","6.99","5.24","2.06",".296","76.4 %","37.3 %","16.5 %","5.56","6.43","5.41","-0.1","976"
"Juan Mateo","Cubs","10","10","43.2","7.01","4.33","1.24",".319","68.1 %","41.6 %","14.0 %","5.56","5.02","4.62","0.4","3753"
"Ramon Ortiz","Nationals","33","33","190.2","4.91","3.02","1.46",".304","68.9 %","40.8 %","11.7 %","5.57","5.46","5.29","0.2","27"
"Byung-Hyun Kim","Rockies","27","27","155.0","7.49","3.54","1.05",".340","65.1 %","41.7 %","10.7 %","5.57","4.33","4.35","2.4","61"
"Sean Marshall","Cubs","24","24","125.2","5.51","4.23","1.43",".280","66.5 %","46.8 %","13.7 %","5.59","5.57","5.13","0.4","5905"
"Denny Bautista","- - -","8","8","33.2","5.88","5.08","1.07",".309","59.6 %","49.5 %","11.8 %","5.61","5.43","5.31","0.0","1947"
"Sidney Ponson","- - -","16","16","79.2","5.08","4.07","1.13",".331","67.8 %","50.0 %","12.0 %","5.65","5.08","4.91","0.5","161"
"Darrell Rasner","Yankees","3","3","14.1","3.14","3.14","1.26",".265","65.9 %","36.0 %","8.7 %","5.65","5.52","5.96","0.1","4770"
"Geremi Gonzalez","- - -","4","4","19.0","6.63","5.21","1.89",".323","71.4 %","27.4 %","13.8 %","5.68","6.15","5.56","0.0","1711"
"Brad Halsey","Athletics","7","7","38.0","4.50","4.50","1.89",".292","73.0 %","43.7 %","15.4 %","5.68","6.46","5.65","-0.1","4760"
"John Koronka","Rangers","23","23","125.0","4.39","3.38","1.22",".302","67.6 %","42.3 %","10.1 %","5.69","5.19","5.31","0.8","2130"
"Jason Vargas","Marlins","5","5","23.2","5.32","7.61","1.90",".250","74.4 %","27.8 %","11.6 %","5.70","7.50","7.31","-0.4","8044"
"Mark Redman","Royals","29","29","167.0","4.10","3.40","1.02",".319","66.2 %","44.8 %","9.4 %","5.71","4.99","5.22","1.2","491"
"Ryan Feierabend","Mariners","2","2","11.0","5.73","4.91","2.45",".306","82.3 %","36.8 %","23.1 %","5.73","7.06","5.17","-0.1","6336"
"Jeff Weaver","- - -","31","31","172.0","5.60","2.46","1.78",".313","68.8 %","39.0 %","14.9 %","5.76","5.47","4.76","0.3","503"
"Hector Carrasco","Angels","3","3","14.0","6.43","3.86","0.64",".295","59.1 %","40.0 %","5.3 %","5.79","3.93","4.91","0.2","1240"
"Kameron Loe","Rangers","15","15","78.1","3.91","2.53","1.15",".326","64.9 %","50.5 %","11.1 %","5.86","4.82","4.78","0.7","4422"
"Rodrigo Lopez","Orioles","29","29","174.2","6.29","2.63","1.55",".326","66.5 %","42.9 %","14.3 %","5.87","4.93","4.39","1.7","150"
"Enrique Gonzalez","Diamondbacks","18","18","101.0","5.35","3.03","1.16",".291","60.6 %","44.2 %","10.5 %","5.88","4.76","4.81","1.2","2568"
"Adam Bernero","- - -","3","3","13.2","7.24","1.32","1.98",".356","71.4 %","29.8 %","15.0 %","5.93","4.83","4.03","0.3","460"
"Pedro Astacio","Nationals","17","17","90.1","4.18","3.09","1.39",".298","63.4 %","36.8 %","9.5 %","5.98","5.29","5.57","0.3","862"
"Carlos Marmol","Cubs","13","13","67.2","6.12","7.32","1.60",".249","70.7 %","28.7 %","11.1 %","5.99","6.71","6.65","-0.4","2790"
"Alay Soler","Mets","8","8","45.0","4.60","4.20","1.40",".276","62.7 %","41.5 %","10.8 %","6.00","5.61","5.62","0.0","8542"
"Dustin McGowan","Blue Jays","3","3","9.0","7.00","9.00","0.00",".355","60.0 %","48.4 %","0.0 %","6.00","4.59","6.15","0.1","8600"
"Jason Marquis","Cardinals","33","33","194.1","4.45","3.47","1.62",".287","66.9 %","42.6 %","13.1 %","6.02","5.90","5.50","-0.5","105"
"Mike Wood","Royals","7","7","34.1","4.98","3.15","1.31",".325","62.3 %","54.9 %","14.3 %","6.03","5.33","4.87","0.1","1806"
"John Rheinecker","Rangers","13","13","65.2","3.15","2.06","0.82",".376","68.1 %","58.3 %","10.7 %","6.03","4.46","4.47","0.9","2165"
"Jason Hirsh","Astros","9","9","44.2","5.84","4.43","2.22",".262","71.2 %","30.1 %","14.5 %","6.04","6.73","5.92","-0.2","6293"
"Shawn Chacon","- - -","20","20","98.0","5.05","5.23","1.84",".276","68.5 %","33.9 %","12.6 %","6.06","6.67","6.30","-0.8","424"
"Taylor Buchholz","Astros","19","19","106.2","6.24","2.78","1.77",".251","55.3 %","44.1 %","16.5 %","6.08","5.33","4.45","0.5","2168"
"Roberto Hernandez","Indians","7","7","37.0","5.59","4.14","1.70",".297","70.3 %","53.6 %","17.9 %","6.08","5.90","4.93","-0.2","3273"
"Carlos Silva","Twins","31","31","173.1","3.43","1.45","1.97",".315","66.3 %","42.9 %","16.3 %","6.13","5.84","4.88","-0.6","973"
"Chris Michalak","Reds","6","6","26.1","2.73","4.44","1.71",".317","71.7 %","49.5 %","17.2 %","6.15","6.83","5.91","-0.2","1415"
"Jimmy Gobble","Royals","6","6","26.1","7.86","3.76","1.03",".372","67.8 %","41.4 %","9.7 %","6.15","4.25","4.42","0.4","1791"
"Bobby Keppel","Royals","6","6","27.2","4.55","4.23","1.95",".344","76.2 %","43.6 %","18.2 %","6.18","6.47","5.33","-0.2","2229"
"Kyle Lohse","- - -","19","19","100.1","6.64","3.41","1.17",".335","65.0 %","43.3 %","10.6 %","6.19","4.64","4.68","1.2","739"
"Brandon Claussen","Reds","14","14","77.0","6.66","3.27","1.64",".321","66.1 %","36.0 %","12.7 %","6.19","5.35","5.00","0.6","814"
"Ryan Madson","Phillies","17","17","90.1","6.08","3.69","1.49",".355","66.9 %","42.3 %","12.9 %","6.28","5.45","5.10","0.4","1852"
"Matt Garza","Twins","9","9","44.1","6.90","4.47","1.22",".331","65.1 %","33.1 %","9.5 %","6.29","4.86","5.10","0.4","3340"
"Jason Johnson","- - -","20","20","106.1","4.23","2.96","1.10",".351","63.0 %","59.2 %","14.0 %","6.35","4.90","4.54","0.7","147"
"Justin Germano","Reds","1","1","5.2","12.71","3.18","1.59",".438","69.8 %","52.9 %","33.3 %","6.35","3.68","2.13","0.1","1938"
"Scott Baker","Twins","16","16","83.1","6.70","1.73","1.84",".348","64.1 %","33.8 %","12.5 %","6.37","4.99","4.64","0.6","6176"
"Jorge de la Rosa","- - -","13","13","60.1","7.31","6.27","1.94",".303","70.8 %","41.5 %","18.1 %","6.41","6.46","5.34","-0.5","2047"
"Edwin Jackson","Devil Rays","1","1","7.0","9.00","7.71","1.29",".125","52.6 %","37.5 %","10.0 %","6.43","5.58","5.73","0.0","1841"
"Jason Bergmann","Nationals","6","6","30.2","5.28","3.52","1.47",".263","60.5 %","27.1 %","10.0 %","6.46","5.56","5.73","0.0","4640"
"Runelvys Hernandez","Royals","21","21","109.2","4.10","3.94","1.81",".322","66.6 %","38.6 %","14.6 %","6.48","6.32","5.65","-0.6","1528"
"Kip Wells","- - -","9","9","44.1","4.06","4.26","0.61",".363","64.8 %","50.9 %","6.4 %","6.50","4.82","5.43","0.4","1012"
"Oliver Perez","- - -","22","22","112.2","8.15","5.43","1.60",".327","64.6 %","30.1 %","12.5 %","6.55","5.61","5.30","0.1","1514"
"Matt Clement","Red Sox","12","12","65.1","5.92","5.23","1.10",".321","64.7 %","49.1 %","10.4 %","6.61","5.44","5.51","0.2","271"
"Dave Williams","- - -","13","13","68.0","4.24","2.65","1.85",".320","67.1 %","32.8 %","13.7 %","6.62","6.03","5.46","0.1","1013"
"Joel Pineiro","Mariners","25","25","141.1","4.27","3.44","1.27",".339","63.7 %","47.5 %","13.6 %","6.62","5.40","5.02","0.3","1094"
"Odalis Perez","- - -","20","20","105.0","5.91","2.49","1.20",".351","60.5 %","43.4 %","11.5 %","6.69","4.48","4.38","1.3","668"
"Zach Day","- - -","8","8","40.0","4.27","4.72","1.12",".324","63.2 %","50.0 %","12.8 %","6.75","5.62","5.37","0.0","1496"
"Matt Guerrier","Twins","1","1","4.0","6.75","0.00","2.25",".250","38.5 %","23.1 %","16.7 %","6.75","4.90","3.76","0.1","2061"
"Victor Zambrano","Mets","5","5","21.1","6.33","4.64","2.11",".303","69.0 %","30.0 %","16.7 %","6.75","6.33","5.27","-0.2","1237"
"Seth McClung","Devil Rays","15","15","80.2","4.24","5.24","1.34",".308","62.5 %","39.4 %","10.3 %","6.81","6.00","6.09","-0.1","1657"
"Doug Waechter","Devil Rays","10","10","51.0","3.88","3.35","1.06",".312","60.8 %","33.7 %","7.1 %","6.88","5.23","6.01","0.3","1814"
"Kevin Gregg","Angels","3","3","15.2","5.74","1.15","1.72",".308","56.2 %","35.2 %","12.5 %","6.89","4.93","4.60","0.1","1793"
"Kyle Snyder","- - -","11","11","49.0","8.08","2.94","1.65",".407","61.9 %","43.4 %","16.1 %","6.98","4.84","4.06","0.4","1689"
"Jason Windsor","Athletics","3","3","12.2","4.26","3.55","1.42",".388","60.3 %","40.8 %","11.8 %","7.11","5.44","5.27","0.0","8373"
"Mark Mulder","Cardinals","17","17","93.1","4.82","3.38","1.83",".327","63.3 %","54.7 %","24.7 %","7.14","6.01","4.52","-0.5","932"
"Mark Prior","Cubs","9","9","43.2","7.83","5.77","1.85",".289","62.0 %","36.6 %","15.8 %","7.21","6.56","5.72","-0.2","301"
"Gavin Floyd","Phillies","11","11","54.1","5.63","5.30","2.32",".309","66.7 %","39.4 %","19.7 %","7.29","7.18","5.67","-0.6","3886"
"Edinson Volquez","Rangers","8","8","33.1","4.05","4.59","1.89",".363","69.8 %","42.7 %","15.2 %","7.29","6.60","5.81","-0.2","3990"
"Brian Moehler","Marlins","21","21","103.2","4.43","3.04","1.65",".340","61.5 %","45.1 %","15.3 %","7.29","5.70","5.00","0.0","480"
"Sean Henn","Yankees","1","1","3.2","9.82","7.36","2.45",".300","71.4 %","45.5 %","25.0 %","7.36","6.96","4.95","-0.1","2147"
"Jonathan Sanchez","Giants","4","4","18.1","7.36","3.93","0.98",".322","46.1 %","28.3 %","6.9 %","7.36","4.56","5.37","0.2","7507"
"Kevin Jarvis","- - -","4","4","20.2","4.35","3.48","0.87",".354","53.8 %","50.0 %","8.3 %","7.40","4.89","5.26","0.1","1037"
"Bruce Chen","Orioles","12","12","58.1","6.17","2.78","2.93",".340","66.3 %","33.8 %","19.8 %","7.41","6.94","5.02","-0.5","769"
"Yusmeiro Petit","Marlins","1","1","6.0","3.00","0.00","0.00",".458","54.6 %","29.2 %","0.0 %","7.50","2.48","4.59","0.2","4020"
"Jeremy Guthrie","Indians","1","1","4.2","9.64","11.57","0.00",".417","66.7 %","50.0 %","0.0 %","7.71","5.50","6.41","0.0","2072"
"Billy Traber","Nationals","8","8","36.0","5.00","2.75","1.25",".333","55.9 %","45.0 %","10.4 %","7.75","5.34","5.41","0.1","410"
"Jason Hammel","Devil Rays","9","9","44.0","6.55","4.30","1.43",".367","61.5 %","43.5 %","12.1 %","7.77","5.26","5.05","0.3","4538"
"Jeremy Affeldt","Royals","9","9","42.2","3.80","6.12","1.69",".303","59.6 %","49.7 %","14.5 %","7.80","6.85","6.23","-0.5","583"
"David Pauley","Red Sox","3","3","16.0","5.63","3.38","0.56",".476","66.5 %","49.2 %","6.7 %","7.88","4.21","4.72","0.2","3625"
"Scott Mathieson","Phillies","8","8","32.2","6.89","4.41","1.93",".333","49.8 %","37.3 %","16.3 %","8.27","5.96","5.03","0.0","4771"
"Glendon Rusch","Cubs","9","9","37.2","7.41","3.82","3.82",".276","67.4 %","27.6 %","27.1 %","8.36","8.30","4.98","-0.8","707"
"Kyle Davies","Braves","14","14","63.1","7.25","4.69","1.99",".360","62.0 %","37.3 %","16.5 %","8.38","6.12","5.13","-0.2","3642"
"Dana Eveland","Brewers","5","5","24.1","9.62","4.81","1.48",".400","62.5 %","42.1 %","17.4 %","8.51","5.37","4.56","0.1","5508"
"Lenny DiNardo","Red Sox","6","6","23.2","4.18","4.56","1.14",".389","57.7 %","63.0 %","16.7 %","8.75","5.51","4.93","0.0","1894"
"Jeff Fassero","Giants","1","1","4.0","4.50","4.50","4.50",".357","80.7 %","66.7 %","50.0 %","9.00","10.15","5.05","-0.2","279"
"Francisco Rosario","Blue Jays","1","1","3.0","6.00","6.00","0.00",".455","57.1 %","45.5 %","0.0 %","9.00","3.81","5.22","0.1","2091"
"Brad Thompson","Cardinals","1","1","2.0","0.00","0.00","0.00",".400","50.0 %","30.0 %","0.0 %","9.00","3.15","5.26","0.1","4911"
"Josh Towers","Blue Jays","12","12","54.1","4.80","2.48","2.65",".350","57.6 %","37.1 %","18.6 %","9.11","6.90","5.30","-0.6","1489"
"Angel Guzman","Cubs","10","10","42.2","9.70","6.12","1.90",".409","60.0 %","32.3 %","17.3 %","9.28","6.19","5.17","-0.1","2145"
"Matt Albers","Astros","2","2","9.2","6.52","3.72","0.93",".382","48.2 %","36.4 %","9.1 %","9.31","4.28","4.54","0.2","4300"
"Seth Etherton","Royals","2","2","7.2","4.70","7.04","3.52",".259","59.3 %","16.7 %","18.8 %","9.39","9.54","7.39","-0.2","322"
"Scott Downs","Blue Jays","5","5","15.1","5.87","3.52","1.76",".456","58.4 %","60.0 %","23.1 %","9.39","5.56","4.21","0.0","773"
"Jason Shiell","Braves","3","3","12.0","7.50","5.25","3.00",".289","57.5 %","35.9 %","22.2 %","9.75","7.81","5.59","-0.2","1625"
"Jerome Williams","Cubs","2","2","7.1","3.68","7.36","1.23",".333","51.3 %","35.7 %","7.7 %","9.82","6.96","7.69","-0.1","1137"
"Jose Lima","Mets","4","4","17.1","6.23","5.19","1.56",".344","45.7 %","46.2 %","14.3 %","9.87","6.09","5.54","0.0","475"
"Joe Mays","- - -","10","10","43.2","4.33","5.36","2.27",".364","52.7 %","45.9 %","18.3 %","9.89","7.25","5.90","-0.6","740"
"Kris Wilson","Yankees","1","1","2.2","13.50","6.75","3.37",".500","71.4 %","33.3 %","16.7 %","10.12","7.27","5.56","0.0","636"
"Russ Ortiz","- - -","11","11","37.2","5.97","7.65","2.39",".389","60.5 %","36.0 %","20.0 %","10.27","7.98","6.39","-0.7","1124"
"Eude Brito","Phillies","2","2","8.2","2.08","5.19","0.00",".389","50.0 %","37.1 %","0.0 %","10.38","4.76","6.71","0.1","2514"
"Charlie Haeger","White Sox","1","1","4.1","4.15","12.46","0.00",".313","45.5 %","50.0 %","0.0 %","10.38","6.38","8.65","0.0","3545"
"Aaron Small","Yankees","3","3","12.0","4.50","3.00","4.50",".370","64.5 %","42.0 %","37.5 %","10.50","9.65","5.02","-0.4","1477"
"Justin Hampson","Rockies","1","1","5.0","3.60","3.60","3.60",".381","65.2 %","34.8 %","22.2 %","10.80","8.75","6.08","-0.1","2209"
"Dustin Moseley","Angels","2","2","9.0","3.00","2.00","3.00",".447","61.8 %","36.6 %","18.8 %","11.00","7.48","5.65","-0.2","7060"
"Les Walrond","Cubs","2","2","5.2","11.12","12.71","0.00",".500","55.6 %","70.0 %","0.0 %","11.12","4.91","5.41","0.0","1735"
"Cesar Jimenez","Mariners","1","1","4.0","4.50","2.25","2.25",".412","52.6 %","38.9 %","16.7 %","11.25","6.15","5.01","0.0","3762"
"Dustin Nippert","Diamondbacks","2","2","10.0","8.10","6.30","4.50",".333","60.0 %","55.9 %","45.5 %","11.70","9.95","4.99","-0.3","4426"
"Mike Smith","Twins","1","1","3.0","3.00","9.00","3.00",".333","65.8 %","16.7 %","14.3 %","12.00","10.81","9.76","-0.2","1479"
"Rick Helling","Brewers","2","2","5.1","13.50","6.75","3.38",".500","49.0 %","37.5 %","28.6 %","13.50","7.27","4.24","-0.1","58"
"Kevin Barry","Braves","1","1","3.1","2.70","8.10","2.70",".429","58.1 %","38.5 %","33.3 %","13.50","9.15","6.51","-0.1","3460"
"Hayden Penn","Orioles","6","6","19.2","3.66","5.95","3.66",".370","47.9 %","38.2 %","22.2 %","15.10","9.91","7.20","-0.7","4893"
"Juan Morillo","Rockies","1","1","4.0","9.00","6.75","6.75",".385","64.1 %","26.7 %","37.5 %","15.75","13.90","6.96","-0.2","3369"
"Aaron Fultz","Phillies","1","1","1.2","10.80","10.80","0.00",".571","50.0 %","42.9 %","0.0 %","16.20","4.35","6.03","0.0","1113"
"R.A. Dickey","Rangers","1","1","3.1","2.70","2.70","16.20",".200","100.0 %","25.0 %","60.0 %","18.90","26.85","7.67","-0.5","1245"
"Roman Colon","Tigers","1","1","2.1","7.71","0.00","0.00",".583","28.6 %","50.0 %","0.0 %","19.29","1.43","3.24","0.1","2242"
"Ben Hendrickson","Brewers","3","3","7.1","4.91","9.82","0.00",".471","33.3 %","47.1 %","0.0 %","19.64","5.33","7.25","0.0","2175"
"Jim Johnson","Orioles","1","1","3.0","0.00","9.00","3.00",".500","43.1 %","35.3 %","20.0 %","24.00","11.48","9.49","-0.1","3656"
"Dewon Brazelton","Padres","2","2","6.1","4.26","8.53","5.68",".448","34.5 %","21.9 %","21.1 %","24.16","13.25","9.26","-0.4","1195"
"Jae Kuk Ryu","Cubs","1","1","1.1","0.00","0.00","27.00",".429","71.4 %","9.1 %","44.4 %","40.50","42.15","12.64","-0.4","8228"
"Francisco Cruceta","Mariners","1","1","1.0","0.00","18.00","9.00",".500","21.7 %","42.9 %","25.0 %","45.00","22.15","14.77","-0.1","2104"
