"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Scott Olsen","Marlins","4","4","19.0","9.47","4.74","1.89",".294","76.9 %","43.4 %","17.4 %","3.32","5.23","4.16","0.0","4529"
"Mike Gosling","Diamondbacks","5","5","24.1","4.07","4.81","0.74",".287","72.6 %","36.1 %","6.9 %","3.33","4.79","5.36","0.3","2204"
"Ben Sheets","Brewers","22","22","156.2","8.10","1.44","1.09",".276","72.3 %","36.7 %","10.1 %","3.33","3.31","3.40","3.7","710"
"Elmer Dessens","Dodgers","7","7","32.0","3.94","3.38","0.84",".240","69.8 %","50.5 %","8.8 %","3.38","4.49","4.74","0.3","317"
"Josh Beckett","Marlins","29","29","178.2","8.36","2.92","0.71",".287","72.1 %","42.7 %","8.2 %","3.38","3.27","3.57","4.2","510"
"Josh Johnson","Marlins","1","1","5.1","11.81","6.75","0.00",".364","77.8 %","50.0 %","0.0 %","3.38","3.21","3.98","0.1","4567"
"Scott Baker","Twins","9","9","52.2","5.47","2.39","0.85",".259","74.1 %","35.2 %","7.4 %","3.42","3.84","4.38","0.9","6176"
"Carlos Silva","Twins","27","27","188.1","3.39","0.43","1.19",".292","74.6 %","49.2 %","12.2 %","3.44","4.18","3.96","2.1","973"
"Shawn Chacon","- - -","24","24","149.0","4.77","3.81","0.85",".248","79.5 %","39.3 %","7.5 %","3.44","4.73","5.24","1.5","424"
"John Lackey","Angels","33","33","209.0","8.57","3.06","0.56",".326","75.4 %","44.6 %","6.6 %","3.44","3.10","3.59","5.3","1507"
"A.J. Burnett","Marlins","32","32","209.0","8.53","3.40","0.52",".298","68.3 %","58.4 %","9.4 %","3.44","3.11","3.20","5.0","512"
"Kenny Rogers","Rangers","30","30","195.1","4.01","2.44","0.69",".286","73.5 %","46.3 %","6.8 %","3.46","4.06","4.62","3.1","1277"
"Aaron Small","Yankees","9","9","59.2","4.37","2.87","0.45",".277","75.5 %","43.8 %","4.4 %","3.47","3.91","4.83","1.1","1477"
"Bartolo Colon","Angels","33","33","222.2","6.35","1.74","1.05",".279","74.8 %","41.2 %","9.6 %","3.48","3.75","3.91","4.1","375"
"Jon Garland","White Sox","32","32","221.0","4.68","1.91","1.06",".263","75.4 %","46.2 %","11.7 %","3.50","4.24","4.10","3.5","232"
"Mike Hampton","Braves","12","12","69.1","3.50","2.34","0.65",".295","75.3 %","51.1 %","7.2 %","3.50","3.96","4.39","1.0","430"
"Tim Hudson","Braves","29","29","192.0","5.39","3.05","0.94",".286","78.8 %","58.6 %","15.9 %","3.52","4.33","3.88","1.8","921"
"Joe Blanton","Athletics","33","33","201.1","5.19","3.00","1.03",".248","75.3 %","44.7 %","9.6 %","3.53","4.43","4.58","2.2","4849"
"Tom Glavine","Mets","33","33","211.1","4.47","2.60","0.51",".299","74.0 %","47.0 %","5.6 %","3.53","3.67","4.33","3.7","90"
"Brandon Webb","Diamondbacks","33","33","229.0","6.76","2.32","0.83",".302","73.7 %","65.0 %","18.8 %","3.54","3.51","2.99","4.8","1692"
"Kelvim Escobar","Angels","7","7","40.2","10.18","3.76","0.66",".301","73.8 %","48.6 %","7.5 %","3.54","3.12","3.52","1.0","1298"
"Jeff Suppan","Cardinals","32","32","194.1","5.28","2.92","1.11",".291","75.5 %","46.3 %","11.8 %","3.57","4.53","4.37","1.8","633"
"Seth Greisinger","Braves","1","1","5.0","3.60","1.80","1.80",".353","90.9 %","33.3 %","16.7 %","3.60","5.42","4.48","0.0","467"
"Josh Rupe","Rangers","1","1","5.0","5.40","1.80","0.00",".353","75.0 %","68.8 %","0.0 %","3.60","3.02","3.30","0.2","7206"
"Jose Contreras","White Sox","32","32","204.2","6.77","3.30","1.01",".258","74.3 %","44.5 %","10.7 %","3.61","4.21","4.20","3.3","1660"
"Derek Lowe","Dodgers","35","35","222.0","5.92","2.23","1.14",".279","69.7 %","63.1 %","18.9 %","3.61","4.16","3.44","2.8","199"
"Mark Mulder","Cardinals","32","32","205.0","4.87","3.07","0.83",".293","76.0 %","60.5 %","13.7 %","3.64","4.30","4.03","1.9","932"
"Mark Prior","Cubs","27","27","166.2","10.15","3.19","1.35",".278","77.8 %","36.9 %","14.0 %","3.67","3.85","3.38","2.9","301"
"Aaron Cook","Rockies","13","13","83.1","2.59","1.73","0.86",".303","75.1 %","61.7 %","13.8 %","3.67","4.34","4.05","1.0","1571"
"Josh Towers","Blue Jays","33","33","208.2","4.83","1.25","1.04",".302","71.7 %","43.8 %","9.1 %","3.71","3.94","4.19","3.6","1489"
"Brett Myers","Phillies","34","34","215.1","8.69","2.84","1.30",".276","77.9 %","46.3 %","16.8 %","3.72","4.06","3.37","3.4","962"
"Gustavo Chacin","Blue Jays","34","34","203.0","5.36","3.10","0.89",".296","75.3 %","38.9 %","8.1 %","3.72","4.26","4.65","2.9","2060"
"Dan Haren","Athletics","34","34","217.0","6.76","2.20","1.08",".287","72.5 %","46.4 %","12.3 %","3.73","3.89","3.67","3.7","1757"
"Paul Byrd","Angels","31","31","204.1","4.49","1.23","0.97",".284","70.8 %","37.8 %","7.6 %","3.74","3.94","4.48","3.3","594"
"Esteban Loaiza","Nationals","34","34","217.0","7.18","2.28","0.75",".316","74.1 %","43.7 %","8.0 %","3.77","3.33","3.69","4.7","1310"
"Scott Kazmir","Devil Rays","32","32","186.0","8.42","4.84","0.58",".307","72.4 %","42.3 %","6.0 %","3.77","3.76","4.41","3.6","4897"
"Noah Lowry","Giants","33","33","204.2","7.56","3.34","0.92",".287","74.6 %","40.8 %","8.9 %","3.78","3.89","4.15","3.5","1833"
"Cliff Lee","Indians","32","32","202.0","6.37","2.32","0.98",".277","72.0 %","35.6 %","7.9 %","3.79","3.79","4.27","3.8","1636"
"Randy Johnson","Yankees","34","34","225.2","8.42","1.87","1.28",".283","74.1 %","44.9 %","13.1 %","3.79","3.78","3.43","4.1","60"
"Eude Brito","Phillies","5","5","21.1","6.33","4.22","0.84",".290","78.8 %","45.3 %","10.5 %","3.80","4.52","4.53","0.2","2514"
"Aaron Harang","Reds","32","32","211.2","6.93","2.17","0.94",".303","74.6 %","39.3 %","8.8 %","3.83","3.67","3.94","4.6","1451"
"Bruce Chen","Orioles","32","32","192.1","6.08","2.90","1.50",".258","77.2 %","37.8 %","13.4 %","3.84","4.94","4.49","1.6","769"
"Doug Davis","Brewers","35","35","222.2","8.41","3.76","1.05",".276","74.1 %","43.9 %","11.9 %","3.84","3.98","3.82","3.7","1244"
"Barry Zito","Athletics","35","35","228.1","6.74","3.51","1.02",".243","72.2 %","40.9 %","10.4 %","3.86","4.34","4.37","3.0","944"
"Freddy Garcia","White Sox","33","33","228.0","5.76","2.37","1.03",".281","73.9 %","48.8 %","11.8 %","3.87","4.05","3.91","4.0","1077"
"Brad Penny","Dodgers","29","29","175.1","6.26","2.10","0.87",".303","73.6 %","46.6 %","9.1 %","3.90","3.64","3.85","3.5","535"
"Livan Hernandez","Nationals","35","35","246.1","5.37","3.07","0.91",".305","75.5 %","39.6 %","9.3 %","3.98","4.33","4.52","2.4","1116"
"Chris Capuano","Brewers","35","35","219.0","7.23","3.74","1.27",".283","77.3 %","37.7 %","11.6 %","3.99","4.66","4.51","2.2","1701"
"Erik Bedard","Orioles","24","24","141.2","7.94","3.62","0.64",".315","72.2 %","40.0 %","6.7 %","4.00","3.49","4.03","3.4","126"
"CC Sabathia","Indians","31","31","196.2","7.37","2.84","0.87",".289","71.2 %","49.5 %","10.6 %","4.03","3.69","3.69","3.6","404"
"Chien-Ming Wang","Yankees","17","17","111.2","3.63","2.50","0.73",".262","67.0 %","64.1 %","11.1 %","4.03","4.26","4.21","1.3","2074"
"Juan Dominguez","Rangers","10","10","58.0","5.59","2.95","1.40",".289","75.6 %","40.6 %","13.0 %","4.03","4.83","4.45","0.5","1796"
"Brad Radke","Twins","31","31","200.2","5.25","1.03","1.48",".278","73.8 %","42.2 %","12.6 %","4.04","4.44","4.10","2.2","748"
"Adam Eaton","Padres","22","22","126.2","7.11","2.98","0.92",".312","71.2 %","40.8 %","9.2 %","4.05","3.89","4.09","1.8","1029"
"Matt Morris","Cardinals","31","31","192.2","5.47","1.73","1.03",".295","68.6 %","48.6 %","11.6 %","4.11","3.99","3.87","2.7","1172"
"Jason Marquis","Cardinals","32","32","205.0","4.35","3.03","1.23",".268","70.9 %","51.2 %","13.2 %","4.13","4.91","4.56","0.8","105"
"Kris Benson","Mets","28","28","174.1","4.90","2.53","1.24",".260","72.5 %","44.0 %","11.4 %","4.13","4.63","4.51","1.3","982"
"Steve Trachsel","Mets","6","6","37.0","5.84","2.92","1.46",".272","72.1 %","41.0 %","14.3 %","4.14","4.88","4.34","0.1","898"
"Jason Vargas","Marlins","13","13","67.1","6.68","3.74","0.53",".298","71.7 %","31.8 %","4.0 %","4.14","3.69","4.96","1.5","8044"
"Tim Wakefield","Red Sox","33","33","225.1","6.03","2.72","1.40",".258","73.3 %","41.4 %","11.9 %","4.15","4.75","4.53","1.8","219"
"Tim Corcoran","Devil Rays","1","1","4.1","4.15","6.23","2.08",".083","83.3 %","33.3 %","14.3 %","4.15","7.17","6.40","-0.1","2351"
"Brandon McCarthy","White Sox","10","10","58.1","6.02","2.16","1.70",".247","78.8 %","34.8 %","14.1 %","4.17","4.96","4.35","0.5","4662"
"Tomo Ohka","- - -","29","29","172.2","4.90","2.81","1.15",".279","73.0 %","39.7 %","10.0 %","4.17","4.58","4.67","1.5","788"
"Kyle Lohse","Twins","30","30","176.2","4.38","2.24","1.07",".313","76.5 %","44.2 %","10.1 %","4.18","4.49","4.57","1.7","739"
"Jason Davis","Indians","4","4","23.2","7.61","2.66","0.38",".365","69.4 %","51.4 %","6.7 %","4.18","2.89","3.22","0.6","1598"
"Derek Thompson","Dodgers","3","3","15.0","6.60","5.40","0.00",".326","69.6 %","56.1 %","0.0 %","4.20","3.35","4.00","0.3","2126"
"Jon Lieber","Phillies","35","35","218.1","6.14","1.69","1.36",".278","72.7 %","45.7 %","14.5 %","4.20","4.25","3.72","3.1","287"
"Brandon Claussen","Reds","29","29","166.2","6.53","3.08","1.30",".295","73.4 %","34.7 %","10.2 %","4.21","4.59","4.66","2.0","814"
"Jeff Weaver","Dodgers","34","34","224.0","6.31","1.73","1.41",".273","73.3 %","40.7 %","13.1 %","4.22","4.47","4.09","2.4","503"
"Victor Zambrano","Mets","27","27","161.1","5.80","4.13","0.67",".294","71.7 %","50.3 %","7.9 %","4.24","4.35","4.69","1.4","1237"
"Greg Maddux","Cubs","35","35","225.0","5.44","1.44","1.16",".288","70.4 %","51.6 %","14.9 %","4.24","4.06","3.57","3.3","104"
"Kirk Saarloos","Athletics","27","27","156.2","2.99","3.10","0.63",".288","73.0 %","56.3 %","8.8 %","4.25","4.51","4.70","1.4","1516"
"Chris Young","Rangers","31","31","164.2","7.49","2.46","1.04",".291","69.4 %","32.7 %","7.7 %","4.26","3.80","4.37","3.4","3196"
"Jamie Moyer","Mariners","32","32","200.0","4.59","2.34","1.04",".296","73.6 %","36.9 %","8.1 %","4.28","4.40","4.87","2.5","1091"
"Jerome Williams","- - -","20","20","120.0","5.10","3.45","1.05",".271","72.8 %","44.4 %","10.1 %","4.28","4.75","4.82","0.8","1137"
"Sun-Woo Kim","- - -","10","10","54.2","6.42","2.30","1.15",".287","72.8 %","41.5 %","12.3 %","4.28","4.14","3.91","1.0","197"
"Kyle Davies","Braves","14","14","75.2","6.78","4.52","0.71",".318","72.8 %","35.4 %","6.5 %","4.28","4.09","4.75","1.0","3642"
"Scott Downs","Blue Jays","13","13","69.0","7.83","3.26","0.91",".308","69.8 %","54.0 %","15.2 %","4.30","3.86","3.46","1.2","773"
"Glendon Rusch","Cubs","19","19","110.1","6.28","2.85","0.82",".329","70.7 %","37.7 %","8.3 %","4.32","3.78","4.10","2.1","707"
"Byung-Hyun Kim","Rockies","22","22","125.2","6.80","3.51","1.07",".308","75.6 %","40.2 %","9.6 %","4.37","4.47","4.64","1.6","61"
"Randy Wolf","Phillies","13","13","80.0","6.86","2.93","1.58",".305","79.5 %","35.2 %","13.6 %","4.39","4.97","4.47","0.7","976"
"Jason Schmidt","Giants","29","29","172.0","8.63","4.45","0.84",".296","70.3 %","38.3 %","8.1 %","4.40","3.88","4.25","3.0","1131"
"Mike Mussina","Yankees","30","30","179.2","7.11","2.35","1.15",".322","72.5 %","44.5 %","11.1 %","4.41","4.01","3.93","2.6","837"
"Dave Williams","Pirates","25","25","138.2","5.71","3.76","1.30",".275","73.7 %","37.9 %","11.1 %","4.41","5.05","4.97","0.4","1013"
"Javier Vazquez","Diamondbacks","33","33","215.2","8.01","1.92","1.46",".300","72.0 %","42.3 %","16.3 %","4.42","4.06","3.32","3.5","801"
"Dave Bush","Blue Jays","24","24","134.0","4.90","1.88","1.34",".278","71.9 %","45.7 %","12.8 %","4.43","4.79","4.45","1.2","4635"
"David Wells","Red Sox","30","30","184.0","5.23","1.03","1.03",".320","70.3 %","48.2 %","11.0 %","4.45","3.83","3.78","3.0","855"
"John Thomson","Braves","17","17","98.2","5.56","2.55","0.55",".318","67.1 %","45.7 %","6.1 %","4.47","3.49","4.07","2.0","453"
"Nate Robertson","Tigers","32","32","196.2","5.58","2.97","1.28",".279","68.6 %","49.6 %","14.4 %","4.48","4.73","4.25","1.4","1620"
"Horacio Ramirez","Braves","32","32","198.2","3.58","2.94","1.27",".275","72.9 %","48.2 %","14.9 %","4.48","5.07","4.54","0.6","110"
"Jake Westbrook","Indians","34","34","210.2","5.08","2.39","0.81",".287","62.9 %","61.7 %","15.0 %","4.49","3.96","3.62","2.9","412"
"Brian Moehler","Marlins","25","25","138.0","5.41","2.54","0.91",".342","74.0 %","45.6 %","10.1 %","4.50","4.07","4.13","2.0","480"
"Brad Halsey","Diamondbacks","26","26","154.0","4.68","2.28","1.11",".310","66.9 %","41.1 %","9.9 %","4.50","4.52","4.64","2.0","4760"
"Jeff Harris","Mariners","8","8","44.0","3.68","3.89","1.43",".236","73.3 %","37.1 %","11.3 %","4.50","5.77","5.65","-0.2","7189"
"Daniel Cabrera","Orioles","29","29","161.1","8.76","4.85","0.78",".291","67.5 %","52.7 %","10.4 %","4.52","4.02","4.05","2.5","1931"
"Brett Tomko","Giants","30","30","184.2","5.41","2.73","0.93",".298","70.0 %","40.1 %","8.2 %","4.53","4.15","4.53","2.4","1056"
"Cory Lidle","Phillies","31","31","184.2","5.90","1.95","0.88",".316","65.4 %","49.7 %","11.7 %","4.53","3.72","3.61","3.6","926"
"Jason Johnson","Tigers","33","33","210.0","3.99","2.10","0.99",".293","66.9 %","51.3 %","10.5 %","4.54","4.34","4.36","2.6","147"
"Odalis Perez","Dodgers","19","19","108.2","6.13","2.32","1.08",".284","65.7 %","44.5 %","10.9 %","4.56","3.99","3.94","1.6","668"
"Victor Santos","Brewers","24","24","134.1","5.43","3.75","1.27",".280","68.2 %","41.5 %","11.5 %","4.56","5.02","4.87","0.5","446"
"Bronson Arroyo","Red Sox","32","32","201.1","4.38","2.32","0.98",".279","65.7 %","38.2 %","7.3 %","4.56","4.45","5.09","2.4","978"
"Matt Clement","Red Sox","32","32","191.0","6.88","3.20","0.85",".299","69.4 %","45.4 %","9.0 %","4.57","4.04","4.25","2.6","271"
"Jeremy Bonderman","Tigers","29","29","189.0","6.90","2.71","1.00",".310","69.0 %","47.5 %","10.8 %","4.57","3.90","3.87","3.2","1667"
"Scott Elarton","Indians","31","31","181.2","5.10","2.38","1.59",".268","72.2 %","32.8 %","11.6 %","4.61","5.07","4.87","0.8","426"
"Brad Hennessey","Giants","21","21","118.1","4.87","3.95","1.14",".290","74.1 %","47.4 %","12.1 %","4.64","5.01","4.80","0.3","3720"
"Ervin Santana","Angels","23","23","133.2","6.67","3.16","1.14",".296","71.1 %","36.6 %","9.0 %","4.65","4.43","4.72","1.6","3200"
"Pedro Astacio","- - -","22","22","125.2","5.59","2.58","1.22",".284","71.4 %","41.7 %","11.3 %","4.66","4.42","4.31","1.3","862"
"Kerry Wood","Cubs","10","10","54.0","10.00","3.50","2.00",".271","77.5 %","35.0 %","19.7 %","4.67","4.96","3.63","0.3","304"
"Jimmy Gobble","Royals","4","4","17.1","6.75","4.15","2.08",".327","86.1 %","25.4 %","14.8 %","4.67","5.90","5.05","-0.1","1791"
"Vicente Padilla","Phillies","27","27","147.0","6.31","4.53","1.35",".277","75.6 %","45.6 %","14.9 %","4.71","5.24","4.68","0.6","964"
"Aaron Heilman","Mets","7","7","42.0","7.29","2.79","1.07",".280","66.7 %","44.5 %","12.8 %","4.71","3.95","3.68","0.6","1751"
"Mike Maroth","Tigers","34","34","209.0","4.95","2.20","1.29",".300","68.0 %","45.9 %","12.1 %","4.74","4.65","4.42","2.0","1508"
"Carl Pavano","Yankees","17","17","100.0","5.04","1.62","1.53",".327","67.8 %","50.0 %","15.3 %","4.77","4.89","4.21","0.6","790"
"Shawn Estes","Diamondbacks","21","21","123.2","4.58","3.27","1.09",".287","69.4 %","50.2 %","13.5 %","4.80","4.77","4.43","0.8","873"
"Brandon Backe","Astros","25","25","147.1","5.93","3.85","1.16",".285","70.9 %","40.8 %","10.7 %","4.83","4.74","4.73","1.1","1529"
"Brian Lawrence","Padres","33","33","195.2","5.01","2.62","0.83",".294","68.2 %","46.7 %","8.4 %","4.83","4.14","4.46","2.0","1045"
"Gary Glover","Brewers","11","11","57.2","8.27","2.65","1.40",".313","71.2 %","44.8 %","15.3 %","4.84","4.20","3.58","0.9","234"
"D.J. Carrasco","Royals","20","20","113.1","3.73","3.97","0.87",".299","69.4 %","53.6 %","11.5 %","4.84","4.93","4.84","0.5","1666"
"Woody Williams","Padres","28","28","159.2","5.97","2.87","1.35",".292","70.0 %","35.5 %","10.9 %","4.85","4.66","4.62","1.1","1190"
"Mark Redman","Pirates","30","30","178.1","5.10","2.83","0.91",".296","66.1 %","48.6 %","10.5 %","4.90","4.18","4.19","2.1","491"
"Rodrigo Lopez","Orioles","35","35","209.1","5.07","2.71","1.20",".291","67.0 %","42.6 %","10.9 %","4.90","4.63","4.60","2.0","150"
"Mike Wood","Royals","10","10","54.2","3.79","3.79","1.98",".297","82.9 %","52.6 %","20.3 %","4.94","6.51","5.15","-0.6","1806"
"Wade Miller","Red Sox","16","16","91.0","6.33","4.65","0.79",".301","69.0 %","43.8 %","8.4 %","4.95","4.40","4.70","1.0","568"
"Kevin Correia","Giants","11","11","52.2","6.84","4.78","2.05",".287","81.5 %","37.8 %","19.4 %","4.96","6.23","4.89","-0.5","1767"
"Josh Fogg","Pirates","28","28","163.0","4.47","2.76","1.49",".294","69.4 %","40.0 %","12.6 %","4.97","5.19","4.86","0.4","989"
"D.J. Houlton","Dodgers","19","19","105.0","6.43","3.34","1.63",".270","72.9 %","34.1 %","13.2 %","4.97","5.23","4.77","0.3","3566"
"Tony Armas Jr.","Nationals","19","19","101.1","5.24","4.80","1.42",".264","74.7 %","36.5 %","11.4 %","4.97","5.65","5.51","-0.4","761"
"Jason Jennings","Rockies","20","20","122.0","5.53","4.57","0.81",".299","68.3 %","48.0 %","10.3 %","5.02","4.61","4.65","1.4","434"
"Kazuhisa Ishii","Mets","16","16","89.1","5.34","4.84","1.31",".262","67.1 %","37.5 %","11.0 %","5.04","5.44","5.37","-0.1","655"
"Claudio Vargas","- - -","23","23","129.2","6.52","3.12","1.67",".294","72.9 %","35.2 %","14.0 %","5.07","5.18","4.60","0.7","1695"
"Casey Fossum","Devil Rays","25","25","142.0","6.65","3.30","1.20",".295","66.2 %","38.8 %","11.0 %","5.07","4.74","4.68","1.2","188"
"Kip Wells","Pirates","33","33","182.0","6.53","4.90","1.14",".290","68.4 %","44.7 %","12.0 %","5.09","5.04","4.85","0.4","1012"
"Ryan Franklin","Mariners","30","30","186.2","4.48","2.94","1.35",".288","70.7 %","41.0 %","10.2 %","5.16","5.07","5.14","0.9","1076"
"Sergio Mitre","Cubs","7","7","43.1","3.95","2.91","0.83",".257","60.3 %","70.2 %","12.9 %","5.19","4.38","4.17","0.5","1773"
"Gil Meche","Mariners","26","26","139.2","5.16","4.64","1.16",".292","66.4 %","39.1 %","9.6 %","5.22","5.14","5.31","0.4","1089"
"Pete Walker","Blue Jays","4","4","20.2","3.05","2.61","1.74",".247","72.7 %","44.7 %","13.3 %","5.23","5.87","5.36","-0.1","1325"
"Orlando Hernandez","White Sox","22","22","125.1","6.25","3.45","1.29",".304","69.9 %","39.5 %","11.6 %","5.24","4.93","4.77","1.2","823"
"Matt Belisle","Reds","5","5","24.0","6.38","2.25","2.25",".315","77.7 %","53.2 %","27.3 %","5.25","5.98","3.99","-0.1","1837"
"Ryan Dempster","Cubs","6","6","33.2","9.62","5.88","0.80",".362","69.9 %","50.0 %","11.5 %","5.35","4.09","4.00","0.5","517"
"Ramon Ortiz","Reds","30","30","171.1","5.04","2.68","1.79",".303","71.2 %","43.6 %","15.6 %","5.36","5.49","4.67","0.3","27"
"Scott Proctor","Yankees","1","1","5.0","5.40","0.00","3.60",".077","0.0 %","33.3 %","25.0 %","5.40","7.02","4.03","0.0","1911"
"Tim Stauffer","Padres","14","14","80.0","5.29","3.26","1.13",".308","66.7 %","41.3 %","10.3 %","5.40","4.63","4.68","0.6","6432"
"Randy Keisler","Reds","4","4","18.1","7.36","6.38","1.96",".344","67.9 %","35.9 %","16.0 %","5.40","6.35","5.39","-0.1","830"
"Wandy Rodriguez","Astros","22","22","126.1","5.70","3.78","1.35",".286","68.1 %","46.1 %","15.2 %","5.41","5.16","4.57","0.4","2586"
"Zach Day","- - -","8","8","36.1","3.96","4.71","1.24",".310","67.9 %","50.8 %","12.5 %","5.45","5.50","5.23","-0.1","1496"
"Dustin Nippert","Diamondbacks","3","3","14.2","6.75","7.98","0.61",".214","66.4 %","48.8 %","5.9 %","5.52","5.27","5.98","0.1","4426"
"Runelvys Hernandez","Royals","29","29","159.2","4.96","3.95","1.01",".294","66.1 %","36.2 %","7.9 %","5.52","4.83","5.34","1.1","1528"
"Ted Lilly","Blue Jays","25","25","126.1","6.84","4.13","1.64",".290","71.4 %","36.7 %","13.9 %","5.56","5.32","4.76","0.5","833"
"Jamey Wright","Rockies","27","27","161.0","5.25","4.14","1.23",".321","66.5 %","52.4 %","15.0 %","5.59","5.29","4.77","0.5","715"
